,task,INPUT:dataset_name,OUTPUT:quality,homogenity,true,model_extracted,classification_metric
3191,shipping exactly seller stash grey earl beat prime charge dent beautiful pomegranate twinings business sardine,amazon_food,"['rather_bad', 'rather_bad', 'bad']",0.7,-1,0,0.5
3192,shipping exactly seller stash grey earl prime beat dent charge beautiful pomegranate twinings sardine cola,amazon_food,"['rather_bad', 'bad', 'good', 'bad', 'bad', 'bad', 'bad', 'bad', 'rather_bad']",0.7,-2,0,0.5
3193,shipping exactly stash seller beat grey earl prime charge dent beautiful business pomegranate twinings cent,amazon_food,"['bad', 'bad', 'bad', 'bad', 'bad', 'rather_bad']",0.8,-2,-1,0.25
3194,signal helmet audio input switch level relay receiver circuit noise build output paint meet size,20newsgroups,"['bad', 'good', 'good', 'good', 'good']",0.8,2,0,0.5
3195,signal switch helmet audio input level radio local receiver relay noise output circuit build paint,20newsgroups,"['bad', 'good', 'good', 'good', 'good']",0.8,2,-2,0.0
3196,signal switch helmet audio input level radio receiver local relay noise output circuit paint build,20newsgroups,"['good', 'good', 'bad', 'rather_good', 'good']",0.6,2,2,1.0
3197,signal switch helmet audio input level radio receiver relay local noise paint output circuit build,20newsgroups,"['good', 'good', 'good', 'bad', 'good']",0.8,2,2,1.0
3198,simms apple drug record math simm access colorado news message free mark cigarette chips ripem,20newsgroups,"['rather_bad', 'bad', 'bad', 'bad', 'bad']",0.8,-2,0,0.5
3199,simms apple drug record simm access math free news mark colorado allow price memory message,20newsgroups,"['rather_bad', 'bad', 'bad', 'bad', 'bad']",0.8,-2,-1,0.25
3200,size baby quickly daughter thanks night child today formula move start bed pump soon since,amazon_food,"['bad', 'good', 'rather_bad']",0.3,0,-2,0.0
3201,size baby quickly daughter thanks night start child formula since move pump month bed lab,amazon_food,"['bad', 'rather_good', 'rather_good']",0.7,1,-2,0.0
3202,size baby quickly daughter thanks night start work formula month since child pump move bed,amazon_food,"['bad', 'bad', 'good']",0.7,-2,1,0.75
3203,size baby quickly daughter thanks night work start month formula since pump move child lab,amazon_food,"['rather_bad', 'rather_good', 'good']",0.3,0,0,0.5
3204,size baby quickly daughter thanks night work start month since formula pump child move lab,amazon_food,"['rather_bad', 'rather_good', 'rather_bad']",0.7,-1,1,0.75
3205,size baby quickly daughter thanks work night start month since formula pump move old child,amazon_food,"['bad', 'good', 'bad']",0.7,-2,0,0.5
3206,size baby quickly daughter thanks work night start month since formula pump old move child,amazon_food,"['bad', 'bad', 'rather_bad']",0.7,-2,1,0.75
3207,size large quickly daughter thanks tree handle lab girl busy puff worried poodle spit wise,amazon_food,"['bad', 'rather_bad', 'rather_bad']",0.7,-1,-1,0.25
3208,size month highly start baby quickly glad daughter son thanks every perfect supply since lot,amazon_food,"['bad', 'rather_bad', 'bad']",0.7,-2,0,0.5
3209,size month start problem highly week baby quickly daughter ago thanks move pump later worry,amazon_food,"['rather_bad', 'rather_bad', 'bad']",0.7,-1,2,1.0
3210,size month start worth highly baby quickly thanks week daughter large ago he's pump night,amazon_food,"['bad', 'bad', 'rather_bad', 'bad', 'bad', 'bad']",0.8,-2,0,0.5
3211,size old month easy baby small start quickly jerky daughter son thanks year week perfect,amazon_food,"['good', 'rather_bad', 'bad']",0.3,0,2,1.0
3212,size old month easy baby start small quickly jerky daughter week son thanks year perfect,amazon_food,"['rather_bad', 'bad', 'rather_good']",0.3,-1,1,0.75
3213,size old month easy small baby start quickly jerky daughter year son thanks perfect larger,amazon_food,"['rather_bad', 'bad', 'good']",0.3,-1,1,0.75
3214,size old month easy small baby start quickly jerky year daughter son thanks large perfect,amazon_food,"['good', 'good', 'rather_bad']",0.7,2,-1,0.25
3215,size old month easy small baby start quickly jerky year daughter son thanks perfect large,amazon_food,"['rather_good', 'bad', 'bad']",0.7,-2,2,1.0
3216,size start large quickly daughter thanks tree handle lab girl since puff busy poodle spit,amazon_food,"['rather_bad', 'bad', 'bad']",0.7,-2,-1,0.25
3217,size start large quickly daughter thanks tree lab handle girl since busy puff poodle formula,amazon_food,"['rather_bad', 'bad', 'bad']",0.7,-2,-2,0.0
3218,small smaller pop cheap pricey near except somewhat six opening tire effect handy trader definately,amazon_food,"['bad', 'bad', 'rather_bad']",0.7,-2,2,1.0
3219,smaller liver freeze training locally six near tire cube handy crazy appear effect definately apart,amazon_food,"['rather_bad', 'rather_bad', 'bad', 'bad', 'bad', 'bad']",0.7,-2,0,0.5
3220,smell bad know i'll people open seal since think pretty subscription crumb n't nearly reason,amazon_food,"['rather_bad', 'rather_bad', 'bad']",0.7,-1,2,1.0
3221,smooth almond body blue magnesium cause diamond reminds increase bowel nutrient rda peppermint blood source,amazon_food,"['bad', 'rather_good', 'bad']",0.7,-2,1,0.75
3222,smooth almond body blue magnesium diamond cause reminds bowel rda nutrient blood source increase peppermint,amazon_food,"['rather_bad', 'rather_bad', 'rather_bad']",1.0,-1,-1,0.25
3223,smooth almond body blue magnesium diamond cause reminds bowel rda nutrient increase source blood peppermint,amazon_food,"['bad', 'good', 'bad', 'good', 'bad', 'rather_bad']",0.5,-2,-2,0.0
3224,snack bar cooky cereal butter fruit peanut nut cookie cracker almond oatmeal granola strawberry crunch,amazon_food,"['good', 'good', 'good']",1.0,2,-1,0.25
3225,snack bar cooky cereal butter fruit peanut nut cookie cracker sweet almond apple crunchy oatmeal,amazon_food,"['good', 'good', 'good']",1.0,2,-2,0.0
3226,snack bar cooky cereal butter peanut fruit nut cookie cracker almond oatmeal granola strawberry crunch,amazon_food,"['good', 'good', 'good']",1.0,2,1,0.75
3227,snack bar cooky sweet cereal fruit butter peanut nut cookie cracker almond apple crunchy oatmeal,amazon_food,"['good', 'good', 'good']",1.0,2,-1,0.25
3228,snack bar sweet cooky cereal delicious butter peanut texture tasty healthy nut fruit mix bread,amazon_food,"['good', 'good', 'good']",1.0,2,0,0.5
3229,snack chip healthy tasty family cheese they're apple alternative potato salty lunch crave satisfy enjoy,amazon_food,"['good', 'rather_good', 'bad']",0.3,1,0,0.5
3230,snack chip healthy tasty family cheese they're apple alternative potato salty lunch enjoy crave satisfy,amazon_food,"['good', 'rather_good', 'good']",0.7,2,-1,0.25
3231,snack chip healthy tasty family cheese they're apple potato alternative salty enjoy lunch satisfy crave,amazon_food,"['good', 'good', 'rather_good']",0.7,2,-1,0.25
3232,snack chip healthy tasty family they're cheese apple potato alternative salty enjoy satisfy lunch crave,amazon_food,"['good', 'bad', 'good']",0.7,2,-2,0.0
3233,snack chip healthy tasty family they're cheese apple potato alternative salty lunch satisfy crave enjoy,amazon_food,"['good', 'rather_bad', 'rather_good']",0.3,0,-1,0.25
3234,snack chip healthy tasty family they're cheese potato apple alternative lunch salty crave satisfy enjoy,amazon_food,"['good', 'rather_good', 'rather_good']",0.7,1,-2,0.0
3235,snack chip healthy tasty family they're cheese potato apple alternative meal quick salty satisfy gram,amazon_food,"['rather_good', 'good', 'good']",0.7,2,-1,0.25
3236,snack chip healthy tasty family they're cheese potato apple alternative quick meal salty satisfy lunch,amazon_food,"['good', 'good', 'good', 'good', 'good', 'good']",1.0,2,-1,0.25
3237,snack chip healthy tasty family they're cheese potato apple alternative salty enjoy satisfy lunch crave,amazon_food,"['good', 'good', 'good']",1.0,2,2,1.0
3238,snack chip healthy tasty family they're cheese potato apple alternative salty lunch enjoy satisfy crave,amazon_food,"['good', 'good', 'good']",1.0,2,-2,0.0
3239,snack chip healthy tasty family they're cheese potato apple alternative salty lunch satisfy enjoy crave,amazon_food,"['bad', 'good', 'good']",0.7,2,1,0.75
3240,snack chip healthy tasty family they're cheese potato apple alternative salty satisfy lunch enjoy crave,amazon_food,"['rather_bad', 'good', 'good']",0.7,2,0,0.5
3241,snack chip healthy tasty family they're cheese potato apple quick alternative salty lunch satisfy crave,amazon_food,"['good', 'good', 'good']",1.0,2,-2,0.0
3242,snack far fruit cake bite rest reason banana moist bacon broke preservative pear drizzle instead,amazon_food,"['good', 'good', 'bad']",0.7,2,-1,0.25
3243,snack far fruit cake rest banana moist bacon bite reason broke apart however inch lick,amazon_food,"['good', 'good', 'rather_good']",0.7,2,0,0.5
3244,snack far fruit cake rest bite banana moist reason bacon broke apart however consistency inch,amazon_food,"['rather_bad', 'good', 'good', 'good', 'bad', 'good', 'bad', 'bad', 'good']",0.6,2,-1,0.25
3245,snack healthy tasty cheese fill satisfy lunch crave healthier fit dip cheddar crunchy school yum,amazon_food,"['good', 'rather_good', 'good']",0.7,2,1,0.75
3246,snack healthy tasty cheese lunch satisfy crave healthier perfect dip fill cheddar crunchy yum school,amazon_food,"['rather_good', 'rather_good', 'rather_good']",1.0,1,-2,0.0
3247,snack healthy tasty cheese satisfy lunch crave healthier perfect fill dip cheddar crunchy yum school,amazon_food,"['good', 'good', 'good']",1.0,2,-2,0.0
3248,snack healthy tasty excellent fiber lunch healthier satisfy enjoy something crave dip yum without terrific,amazon_food,"['good', 'bad', 'good', 'good', 'good', 'bad']",0.7,2,-1,0.25
3249,snack healthy tasty excellent fiber lunch healthier satisfy enjoy something dip crave yum without terrific,amazon_food,"['good', 'good', 'bad']",0.7,2,-1,0.25
3250,snack healthy tasty excellent fiber lunch healthier satisfy enjoy something dip yum crave grain without,amazon_food,"['good', 'good', 'good']",1.0,2,-2,0.0
3251,snack healthy tasty excellent lunch healthier satisfy crave fiber something enjoy dip yum terrific world,amazon_food,"['good', 'good', 'good']",1.0,2,-1,0.25
3252,snack healthy tasty excellent lunch satisfy healthier crave yum terrific dip late hungry bill junk,amazon_food,"['good', 'good', 'good']",1.0,2,-2,0.0
3253,something house huge recently sale anyway we've supermarket website newman's reasonable walmart charge limited pantry,amazon_food,"['bad', 'rather_bad', 'rather_bad']",0.7,-1,2,1.0
3254,something house least huge recently sale we've supermarket newman's reasonable higher charge walmart since limited,amazon_food,"['good', 'bad', 'rather_bad', 'bad', 'rather_bad', 'bad']",0.5,-2,1,0.75
3255,something put know sure thought anything nothing end else never stick let could everything turn,amazon_food,"['rather_bad', 'bad', 'good']",0.3,-1,-2,0.0
3256,something put know sure thought anything nothing end else never stick let everything turn thing,amazon_food,"['rather_bad', 'bad', 'bad']",0.7,-2,1,0.75
3257,something put know sure thought anything nothing end never else stick let everything turn thing,amazon_food,"['rather_bad', 'bad', 'bad']",0.7,-2,1,0.75
3258,something put sure thought anything know nothing end else stick let never there's course could,amazon_food,"['bad', 'bad', 'bad', 'bad', 'bad', 'rather_bad']",0.8,-2,2,1.0
3259,something put sure thought anything nothing end else stick let everything know turn there's course,amazon_food,"['rather_bad', 'bad', 'bad']",0.7,-2,-2,0.0
3260,something put sure thought anything nothing end else stick let know everything turn there's course,amazon_food,"['bad', 'good', 'rather_bad']",0.3,0,-1,0.25
3261,something put sure thought anything nothing end everything else stick turn special there's crazy rest,amazon_food,"['bad', 'bad', 'bad']",1.0,-2,-1,0.25
3262,something put thought anything nothing else stick type probably boil opinion end pumpkin there's course,amazon_food,"['bad', 'bad', 'rather_bad']",0.7,-2,-2,0.0
3263,something put thought anything nothing probably else stick type opinion there's boil end pumpkin sick,amazon_food,"['rather_bad', 'bad', 'bad']",0.7,-2,-2,0.0
3264,something put thought anything nothing probably else stick type opinion there's boil know pumpkin end,amazon_food,"['bad', 'bad', 'bad']",1.0,-2,1,0.75
3265,something put thought anything nothing type else stick there's opinion boil let pumpkin course sick,amazon_food,"['rather_good', 'bad', 'rather_bad']",0.3,0,1,0.75
3266,something recently sale huge house we've supermarket newman's reasonable least walmart charge higher limited hopefully,amazon_food,"['rather_bad', 'rather_bad', 'bad']",0.7,-1,0,0.5
3267,something thought put anything nothing probably else stick type opinion boil there's know pumpkin sick,amazon_food,"['bad', 'bad', 'bad']",1.0,-2,1,0.75
3268,son result skin mom gas truffle strength winter fall complete workout grown station consistent suck,amazon_food,"['good', 'bad', 'bad']",0.7,-2,-2,0.0
3269,son skin okay gas mom truffle winter strength station since grown english suck slow workout,amazon_food,"['bad', 'rather_bad', 'bad']",0.7,-2,0,0.5
3270,son skin okay happen mom gas truffle strength winter complete workout grown station suck delightful,amazon_food,"['rather_bad', 'rather_bad', 'rather_bad']",1.0,-1,1,0.75
3271,son skin okay happen mom gas truffle strength winter since workout complete grown station suck,amazon_food,"['bad', 'bad', 'bad']",1.0,-2,-1,0.25
3272,son skin okay mom gas happen truffle strength winter since workout grown complete station suck,amazon_food,"['rather_bad', 'rather_good', 'bad']",0.3,0,1,0.75
3273,son skin okay mom gas truffle winter strength station since grown english workout suck slow,amazon_food,"['bad', 'rather_bad', 'rather_bad', 'bad', 'bad', 'good']",0.5,-2,1,0.75
3274,soon font pitt cross unit gordon banks link surrender character skepticism intellect type cadre shameful,20newsgroups,"['rather_bad', 'bad', 'bad', 'bad', 'bad']",0.8,-2,1,0.75
3275,soon pitt gordon banks blood surrender brain skepticism intellect cadre shameful chastity type teenager wash,20newsgroups,"['rather_bad', 'bad', 'rather_bad', 'rather_bad', 'bad']",0.6,-1,1,0.75
3276,soon pitt gordon blood banks brain surrender skepticism intellect cadre shameful chastity wash teenager peace,20newsgroups,"['bad', 'bad', 'rather_bad', 'bad', 'bad']",0.8,-2,2,1.0
3277,soon pitt gordon blood banks brain surrender skepticism intellect cadre shameful chastity wash type teenager,20newsgroups,"['bad', 'rather_bad', 'bad', 'bad', 'bad']",0.8,-2,-2,0.0
3278,soon pitt gordon brain blood banks surrender hall skepticism intellect cadre shameful chastity smith wash,20newsgroups,"['bad', 'rather_bad', 'bad', 'rather_bad', 'bad']",0.6,-2,0,0.5
3279,soon unit font pitt cross gordon banks link character surrender skepticism intellect cadre shameful chastity,20newsgroups,"['bad', 'rather_bad', 'bad', 'rather_bad', 'bad']",0.6,-2,-2,0.0
3280,soup rice candy pasta thanks noodle service customer vendor tuna gift contact country hol pea,amazon_food,"['bad', 'bad', 'good']",0.7,-2,1,0.75
3281,soup rice pasta noodle candy thanks service customer vendor tuna contact country hol pea bubble,amazon_food,"['good', 'good', 'bad']",0.7,2,-1,0.25
3282,south george island secret military ship british employer jake york nuclear bony rockefeller naval plan,20newsgroups,"['good', 'bad', 'good', 'bad', 'bad']",0.6,-2,0,0.5
3283,south george island secret military ship british jake employer bony nuclear rockefeller york naval plan,20newsgroups,"['good', 'bad', 'bad', 'rather_bad', 'bad']",0.6,-2,-2,0.0
3284,south george island secret ship employer jake military british nuclear bony rockefeller naval york plan,20newsgroups,"['bad', 'bad', 'rather_bad', 'good', 'bad']",0.6,-2,-1,0.25
3285,south george island secret ship military british jake employer bony rockefeller nuclear york naval plan,20newsgroups,"['bad', 'bad', 'bad', 'good', 'good']",0.6,-2,1,0.75
3286,south george island ship military secret british jake employer bony rockefeller nuclear york naval plan,20newsgroups,"['bad', 'rather_bad', 'bad', 'bad', 'rather_bad']",0.6,-2,-1,0.25
3287,south island secret jake ship military british employer nuclear bony rockefeller naval york plan arrest,20newsgroups,"['rather_bad', 'good', 'bad', 'bad', 'rather_bad']",0.4,-1,-2,0.0
3288,south island secret ship jake military employer british nuclear bony rockefeller york naval plan arrest,20newsgroups,"['rather_good', 'bad', 'bad', 'good', 'bad', 'bad', 'good', 'bad', 'bad', 'bad', 'rather_bad', 'bad', 'rather_good', 'rather_bad', 'bad', 'bad', 'bad', 'bad', 'bad']",0.7,-2,0,0.5
3289,south island secret ship rutgers nuclear military begin british kaldis rockefeller plan naval easter georgia,20newsgroups,"['rather_bad', 'rather_bad', 'rather_good', 'rather_bad', 'bad', 'bad', 'good', 'rather_bad', 'rather_bad', 'good']",0.5,-1,-2,0.0
3290,south island ship secret military rutgers british newspaper nuclear kaldis rockefeller plan naval easter sport,20newsgroups,"['rather_good', 'rather_bad', 'rather_bad', 'good', 'rather_bad']",0.6,-1,-1,0.25
3291,south island ship secret military rutgers british newspaper nuclear kaldis rockefeller sport plan naval easter,20newsgroups,"['bad', 'bad', 'rather_bad', 'bad', 'bad']",0.8,-2,-1,0.25
3292,south island ship secret military rutgers british nuclear newspaper kaldis rockefeller naval easter plan installation,20newsgroups,"['rather_bad', 'rather_bad', 'good', 'rather_good', 'bad']",0.4,-1,-2,0.0
3293,south island ship secret military rutgers british nuclear newspaper kaldis rockefeller naval plan easter installation,20newsgroups,"['rather_good', 'rather_bad', 'good', 'rather_good', 'bad']",0.4,1,-2,0.0
3294,south island ship secret military rutgers british nuclear newspaper kaldis rockefeller naval plan easter sport,20newsgroups,"['good', 'rather_good', 'bad', 'good', 'bad']",0.4,0,-2,0.0
3295,south island ship secret military rutgers nuclear british kaldis rockefeller begin naval easter plan newspaper,20newsgroups,"['rather_bad', 'good', 'rather_bad', 'rather_bad', 'rather_good']",0.6,-1,-1,0.25
3296,south massacre begin father island russian secret kaldis rockefeller plan rutgers force nuclear naval attack,20newsgroups,"['bad', 'rather_bad', 'rather_bad', 'rather_bad', 'bad']",0.6,-1,2,1.0
3297,south secret island jake nuclear bony rockefeller british employer york george ship attack occupy mass,20newsgroups,"['bad', 'bad', 'bad', 'rather_bad', 'bad']",0.8,-2,-2,0.0
3298,south secret island jake nuclear bony rockefeller british employer york ship george attack occupy mass,20newsgroups,"['rather_bad', 'bad', 'bad', 'bad', 'bad']",0.8,-2,1,0.75
3299,south ship island secret british newspaper rutgers nuclear military sport kaldis rockefeller naval easter plan,20newsgroups,"['bad', 'bad', 'bad', 'rather_bad', 'bad', 'rather_good', 'good', 'rather_good', 'bad', 'rather_bad']",0.5,-2,-1,0.25
3300,south ship island secret british rutgers newspaper military nuclear sport kaldis rockefeller naval plan easter,20newsgroups,"['bad', 'rather_bad', 'bad', 'good', 'good']",0.4,0,2,1.0
3301,speed bike apple turn mouse fast simms mile driver tire brake machine disk wheel card,20newsgroups,"['rather_good', 'bad', 'good', 'rather_good', 'bad']",0.4,0,0,0.5
3302,spend gary money country costs market health care america columbia company ucsc private perry canadian,20newsgroups,"['bad', 'rather_good', 'rather_bad', 'bad', 'bad']",0.6,-2,2,1.0
3303,splenda sugar sucralose canin maltodextrin bottle chicken royal duck diabetic lose granulate safer packet new,amazon_food,"['good', 'rather_good', 'bad']",0.3,1,0,0.5
3304,star caffeine child sometimes five hop office gelatin calm help program terrific golden heck carbonate,amazon_food,"['good', 'bad', 'bad']",0.7,-2,2,1.0
3305,star caffeine sometimes child five hop office gelatin calm program terrific golden heck carbonate joint,amazon_food,"['bad', 'rather_bad', 'rather_bad']",0.7,-1,-1,0.25
3306,star corn potato reason veggie often salty kettle rating garden addictive carrot rate sesame earth's,amazon_food,"['good', 'good', 'rather_good']",0.7,2,1,0.75
3307,star corn reason potato often four saw five veggie rating yellow kettle rate salty general,amazon_food,"['good', 'rather_bad', 'rather_bad']",0.7,-1,-1,0.25
3308,star corn reason potato salty often five veggie main rating kettle extract rate general carrot,amazon_food,"['bad', 'rather_bad', 'bad']",0.7,-2,2,1.0
3309,star fruit especially juice orange mind soda con instant substitute espresso five raspberry decent total,amazon_food,"['good', 'rather_good', 'rather_good']",0.7,1,2,1.0
3310,star fruit pretty juice gift orange mind soda instant espresso five substitute raspberry decent especially,amazon_food,"['good', 'rather_bad', 'rather_bad']",0.7,-1,0,0.5
3311,star fruit pretty juice gift orange mind soda instant five espresso substitute raspberry decent especially,amazon_food,"['rather_good', 'rather_bad', 'rather_bad']",0.7,-1,-2,0.0
3312,star fruit pretty juice gift orange mind soda instant five espresso substitute raspberry decent via,amazon_food,"['bad', 'bad', 'good']",0.7,-2,-1,0.25
3313,star fruit pretty juice gift orange soda mind instant espresso raspberry decent five especially substitute,amazon_food,"['good', 'rather_good', 'rather_good']",0.7,1,0,0.5
3314,star fruit pretty juice gift orange soda mind instant espresso raspberry five decent substitute especially,amazon_food,"['bad', 'rather_bad', 'rather_bad']",0.7,-1,2,1.0
3315,star fruit pretty juice orange gift soda mind instant espresso raspberry five decent especially substitute,amazon_food,"['good', 'rather_good', 'bad']",0.3,1,2,1.0
3316,star potato corn often salty veggie reason kettle addictive garden rating carrot trap earth's sesame,amazon_food,"['rather_good', 'good', 'good']",0.7,2,-2,0.0
3317,star potato corn salty often veggie reason kettle addictive rating garden trap sesame saw carrot,amazon_food,"['bad', 'rather_good', 'rather_good']",0.7,1,-1,0.25
3318,star pretty fruit juice cut orange mind soda instant espresso exactly raspberry decent five substitute,amazon_food,"['good', 'rather_bad', 'rather_good']",0.3,0,2,1.0
3319,star sometimes caffeine hop five child office gelatin calm program terrific golden heck joint carbonate,amazon_food,"['bad', 'rather_bad', 'rather_bad']",0.7,-1,1,0.75
3320,star sometimes caffeine hop five child office gelatin program terrific golden joint heck carbonate neighbor,amazon_food,"['bad', 'bad', 'bad']",1.0,-2,-2,0.0
3321,star sometimes caffeine hop five child office gelatin terrific program calm golden heck joint carbonate,amazon_food,"['bad', 'rather_bad', 'rather_bad']",0.7,-1,-2,0.0
3322,station cramer clayton tool uunet mine phone optilink option free module consent plot design service,20newsgroups,"['bad', 'bad', 'bad', 'bad', 'bad']",1.0,-2,0,0.5
3323,station cramer uunet mine clayton option optilink consent service phone relations homosexual oracle pyram mutual,20newsgroups,"['bad', 'bad', 'bad', 'rather_good', 'bad']",0.8,-2,0,0.5
3324,steve copy thor electronics libertarian steveh hendricks fail tamu measure eliminate regulation limited protection free,20newsgroups,"['rather_bad', 'bad', 'bad', 'bad', 'bad']",0.8,-2,0,0.5
3325,steve copy thor electronics libertarian steveh measure hendricks tamu fail bell regulation limited protection eliminate,20newsgroups,"['rather_bad', 'bad', 'bad', 'bad', 'bad']",0.8,-2,2,1.0
3326,steve libertarian thor vice steveh blow hendricks dream beauchaine bobbe sink eliminate regulation rally fail,20newsgroups,"['rather_bad', 'good', 'bad', 'bad', 'rather_bad']",0.4,-1,-2,0.0
3327,steve thor libertarian vice steveh benefit hendricks blow smith cell beauchaine bobbe uucp fail regulation,20newsgroups,"['bad', 'bad', 'bad', 'bad', 'good']",0.8,-2,-1,0.25
3328,steve thor libertarian vice uucp steveh benefit cell hendricks beauchaine bobbe blow fail smith regulation,20newsgroups,"['bad', 'rather_bad', 'bad', 'bad', 'bad']",0.8,-2,1,0.75
3329,steve thor vice libertarian print uucp steveh cell benefit hendricks beauchaine bobbe blow fail regulation,20newsgroups,"['rather_bad', 'bad', 'bad', 'bad', 'bad']",0.8,-2,2,1.0
3330,steve thor vice libertarian print uucp steveh cell benefit hendricks beauchaine bobbe blow regulation fail,20newsgroups,"['bad', 'bad', 'bad', 'bad', 'rather_bad']",0.8,-2,2,1.0
3331,steve thor vice libertarian uucp steveh cell benefit hendricks beauchaine bobbe print blow fail regulation,20newsgroups,"['bad', 'bad', 'bad', 'bad', 'bad']",1.0,-2,-1,0.25
3332,stratus modem port serial company bill batf packet block news talk connect baud fire clinton,20newsgroups,"['bad', 'rather_bad', 'bad', 'bad', 'bad']",0.8,-2,2,1.0
3333,strong highly cherry twice stronger slight sick think chamomile san mostly clam although people pricing,amazon_food,"['bad', 'bad', 'bad']",1.0,-2,-1,0.25
3334,strong highly flavorful twice cherry stronger slight wake san chamomile clam pricing weaker shake bay,amazon_food,"['bad', 'good', 'bad']",0.7,-2,-1,0.25
3335,strong highly prefer cherry replacement stronger there's slight intense subtle create kona san chamomile although,amazon_food,"['bad', 'bad', 'rather_bad']",0.7,-2,-2,0.0
3336,strong highly prefer cherry stronger replacement intense slight there's chamomile san kona create weak clam,amazon_food,"['bad', 'bad', 'bad', 'rather_good', 'rather_good', 'bad']",0.7,-2,2,1.0
3337,strong highly prefer cherry stronger replacement intense slight there's chamomile san kona weak people clam,amazon_food,"['bad', 'bad', 'rather_bad', 'rather_bad', 'rather_bad', 'bad']",0.5,-1,2,1.0
3338,strong highly prefer cherry stronger replacement intense slight there's create san chamomile kona subtle weak,amazon_food,"['rather_bad', 'bad', 'rather_bad', 'bad', 'rather_good', 'rather_bad']",0.5,-1,1,0.75
3339,strong highly prefer cherry stronger replacement intense slight there's create subtle kona san chamomile anyone,amazon_food,"['bad', 'bad', 'bad']",1.0,-2,-1,0.25
3340,strong highly prefer there's cherry replacement stronger subtle slight intense create although instead mostly san,amazon_food,"['bad', 'rather_bad', 'rather_bad']",0.7,-1,1,0.75
3341,strong highly prefer there's cherry replacement stronger subtle slight mostly intense create wake pleasant san,amazon_food,"['rather_bad', 'bad', 'bad']",0.7,-2,1,0.75
3342,strong highly twice cherry mostly stronger produce sick slight chamomile san pricing clam weaker bay,amazon_food,"['bad', 'rather_bad', 'rather_bad']",0.7,-1,1,0.75
3343,strong highly twice cherry stronger sick slight mostly chamomile san clam wake pricing weaker shake,amazon_food,"['bad', 'bad', 'rather_bad']",0.7,-2,0,0.5
3344,strong highly twice cherry stronger sick slight mostly think chamomile san although clam pricing bay,amazon_food,"['bad', 'bad', 'bad']",1.0,-2,-2,0.0
3345,strong highly twice cherry stronger slight sick mostly think chamomile san although clam pricing people,amazon_food,"['rather_bad', 'bad', 'bad']",0.7,-2,-1,0.25
3346,strong highly twice cherry stronger slight sick think chamomile mostly san although clam people pricing,amazon_food,"['bad', 'rather_bad', 'bad', 'bad', 'bad', 'bad']",0.8,-2,2,1.0
3347,strong highly twice cherry stronger slight sick think chamomile san mostly although clam people pricing,amazon_food,"['bad', 'rather_bad', 'bad']",0.7,-2,0,0.5
3348,strong prefer bold medium cherry ginger stronger orange kona chamomile bitterness intense wake cola slight,amazon_food,"['rather_good', 'bad', 'rather_good']",0.7,1,0,0.5
3349,strong prefer bold medium ginger cherry stronger orange kona chamomile wake slight cola intense bitterness,amazon_food,"['rather_bad', 'rather_bad', 'good']",0.7,-1,0,0.5
3350,strong prefer bold orange ginger medium people weak shake cherry stronger subtle intense bitterness slight,amazon_food,"['bad', 'rather_good', 'bad']",0.7,-2,2,1.0
3351,strong prefer bold orange ginger medium shake weak cherry replacement stronger subtle bitterness intense wake,amazon_food,"['rather_good', 'bad', 'bad']",0.7,-2,0,0.5
3352,strong prefer bold orange ginger medium shake weak cherry stronger subtle intense bitterness slight twice,amazon_food,"['bad', 'bad', 'rather_bad', 'bad', 'good', 'bad']",0.7,-2,0,0.5
3353,strong prefer bold orange ginger medium shake weak cherry stronger subtle people intense bitterness slight,amazon_food,"['good', 'rather_bad', 'bad']",0.3,0,2,1.0
3354,strong prefer bold orange ginger people medium weak shake cherry stronger subtle bitterness intense slight,amazon_food,"['bad', 'bad', 'rather_bad']",0.7,-2,-2,0.0
3355,strong prefer bold orange ginger people medium weak shake cherry stronger subtle bitterness intense think,amazon_food,"['rather_bad', 'good', 'bad']",0.3,0,0,0.5
3356,strong prefer bold orange ginger people medium weak shake cherry stronger subtle bitterness think intense,amazon_food,"['bad', 'rather_good', 'bad']",0.7,-2,-1,0.25
3357,strong prefer bold people orange ginger medium weak shake cherry mostly twice stronger subtle bitterness,amazon_food,"['bad', 'good', 'rather_bad']",0.3,0,-2,0.0
3358,strong prefer people bold orange ginger medium weak cherry shake twice stronger subtle bitterness still,amazon_food,"['good', 'good', 'rather_good']",0.7,2,2,1.0
3359,strong prefer people bold orange ginger medium weak shake cherry stronger twice subtle bitterness still,amazon_food,"['rather_bad', 'bad', 'bad']",0.7,-2,-2,0.0
3360,stuff coconut amaze cream ice must tell cannot told spread wow everyday admit share absolute,amazon_food,"['bad', 'bad', 'bad']",1.0,-2,-2,0.0
3361,stuff coconut case health tell difference believe cannot benefit notice care horrible told pure far,amazon_food,"['bad', 'rather_bad', 'rather_bad']",0.7,-1,1,0.75
3362,stuff coconut case health tell difference believe cannot notice benefit please care fact pure horrible,amazon_food,"['bad', 'rather_bad', 'rather_bad']",0.7,-1,2,1.0
3363,stuff coconut case health tell difference cannot believe benefit notice horrible care told pure far,amazon_food,"['bad', 'bad', 'rather_bad']",0.7,-2,-2,0.0
3364,stuff coconut case health tell difference cannot believe far benefit notice care pure horrible told,amazon_food,"['rather_bad', 'bad', 'bad']",0.7,-2,2,1.0
