,text,true_num,model_num,model_extracted,model,true
3082,say feel pretty star worth money that's juice especially orange mind soda waste five instant,-2,0,0,neutral,bad
3083,say feel pretty star worth money that's juice orange especially mind soda waste five instant,2,0,0,neutral,good
3084,say know review smell bad i'll see read think since reviewer dec open mention seal,-2,1,1,rather_good,bad
3085,say review think smell still bad open people i'll however maybe since know half reviewer,2,1,1,rather_good,good
3086,say think review still smell bad open people i'll maybe know since however see read,-1,0,0,neutral,rather_bad
3087,say think review still smell bad open people know i'll maybe since however see read,-1,0,0,neutral,rather_bad
3088,say think still review smell bad however open people i'll maybe half may since reviewer,-1,1,1,rather_good,rather_bad
3089,say think still review smell bad open people i'll maybe know since however see read,-2,0,0,neutral,bad
3090,say way without think though fine yes ton warn doubt meant let's title pastry sneak,-2,0,0,neutral,bad
3091,say way without though fine think yes still ton warn doubt felt people meant either,-2,0,0,neutral,bad
3092,say way without though fine think yes still ton warn doubt meant either felt people,-2,0,0,neutral,bad
3093,say way without though think fine yes ton warn doubt meant let's title pastry either,-2,0,0,neutral,bad
3094,say way without though think fine yes ton warn doubt still meant either let's parent,-2,0,0,neutral,bad
3095,say without way fine though think still yes ton felt may warn doubt people meant,-1,0,0,neutral,rather_bad
3159,seal weird comment dent smell previous crumb strange open complain somewhere hey leak badly buttermilk,-2,0,0,neutral,bad
3163,seem may prefer soft version everyone super opinion slightly matter chewy short tart forward although,-1,0,0,neutral,rather_bad
3164,seem prefer may soft version everyone super opinion chewy matter slightly short tart forward mango,-2,0,0,neutral,bad
3165,seem prefer soft version everyone super may opinion chewy matter short tart slightly forward mango,-2,0,0,neutral,bad
3166,sell cereal chewy hop unfortunately pancake truly vendor surprised raisin grain appreciate muffin gooey bran,-2,1,1,rather_good,bad
3167,sell cereal chewy pancake hop truly unfortunately vendor surprised raisin gooey muffin bran grain dough,-1,1,1,rather_good,rather_bad
3168,sell cereal chewy pancake hop truly unfortunately vendor surprised raisin gooey muffin grain bran dough,1,1,1,rather_good,rather_good
3169,sell deal market teeth flour surprised bulk stale pancake pretzel pizza mill tin book muffin,-1,0,0,neutral,rather_bad
3180,serve per cheaper red spicy pepper alternative single ounce heat option kick alone fry mill,-1,0,0,neutral,rather_bad
3184,service hair seller customer contact email wine shampoo conditioner kit scalp prompt clam trap success,2,0,0,neutral,good
3185,set stash grey packed earl tuna dent staple twinings sardine bergamot bigelow cola buyer schedule,-2,0,0,neutral,bad
3186,set stash packed grey earl tuna dent beautiful staple twinings sardine bigelow bergamot cola buyer,-2,0,0,neutral,bad
3187,set stash packed grey earl tuna dent staple twinings sardine bigelow bergamot cola buyer schedule,-2,0,0,neutral,bad
3188,several deal smooth brew machine maker french pot shop sample espresso two drinker anymore every,2,0,0,neutral,good
3189,shake truffle maxwell chocolate degree antler house chew parchment paper melt storage room protein there's,-2,0,0,neutral,bad
3190,shipping exactly seller stash beat grey earl prime charge dent beautiful pomegranate business twinings cent,-2,0,0,neutral,bad
3191,shipping exactly seller stash grey earl beat prime charge dent beautiful pomegranate twinings business sardine,-1,0,0,neutral,rather_bad
3192,shipping exactly seller stash grey earl prime beat dent charge beautiful pomegranate twinings sardine cola,-2,0,0,neutral,bad
3193,shipping exactly stash seller beat grey earl prime charge dent beautiful business pomegranate twinings cent,-2,0,0,neutral,bad
3200,size baby quickly daughter thanks night child today formula move start bed pump soon since,0,1,1,rather_good,neutral
3201,size baby quickly daughter thanks night start child formula since move pump month bed lab,1,0,0,neutral,rather_good
3202,size baby quickly daughter thanks night start work formula month since child pump move bed,-2,1,1,rather_good,bad
3203,size baby quickly daughter thanks night work start month formula since pump move child lab,0,1,1,rather_good,neutral
3204,size baby quickly daughter thanks night work start month since formula pump child move lab,-1,0,0,neutral,rather_bad
3205,size baby quickly daughter thanks work night start month since formula pump move old child,-2,1,1,rather_good,bad
3206,size baby quickly daughter thanks work night start month since formula pump old move child,-2,1,1,rather_good,bad
3207,size large quickly daughter thanks tree handle lab girl busy puff worried poodle spit wise,-1,0,0,neutral,rather_bad
3208,size month highly start baby quickly glad daughter son thanks every perfect supply since lot,-2,0,0,neutral,bad
3209,size month start problem highly week baby quickly daughter ago thanks move pump later worry,-1,1,1,rather_good,rather_bad
3210,size month start worth highly baby quickly thanks week daughter large ago he's pump night,-2,0,0,neutral,bad
3211,size old month easy baby small start quickly jerky daughter son thanks year week perfect,0,1,1,rather_good,neutral
3212,size old month easy baby start small quickly jerky daughter week son thanks year perfect,-1,1,1,rather_good,rather_bad
3213,size old month easy small baby start quickly jerky daughter year son thanks perfect larger,-1,0,0,neutral,rather_bad
3214,size old month easy small baby start quickly jerky year daughter son thanks large perfect,2,1,1,rather_good,good
3215,size old month easy small baby start quickly jerky year daughter son thanks perfect large,-2,1,1,rather_good,bad
3216,size start large quickly daughter thanks tree handle lab girl since puff busy poodle spit,-2,0,0,neutral,bad
3217,size start large quickly daughter thanks tree lab handle girl since busy puff poodle formula,-2,0,0,neutral,bad
3218,small smaller pop cheap pricey near except somewhat six opening tire effect handy trader definately,-2,0,0,neutral,bad
3219,smaller liver freeze training locally six near tire cube handy crazy appear effect definately apart,-2,0,0,neutral,bad
3220,smell bad know i'll people open seal since think pretty subscription crumb n't nearly reason,-1,0,0,neutral,rather_bad
3221,smooth almond body blue magnesium cause diamond reminds increase bowel nutrient rda peppermint blood source,-2,0,0,neutral,bad
3222,smooth almond body blue magnesium diamond cause reminds bowel rda nutrient blood source increase peppermint,-1,0,0,neutral,rather_bad
3223,smooth almond body blue magnesium diamond cause reminds bowel rda nutrient increase source blood peppermint,-2,0,0,neutral,bad
3224,snack bar cooky cereal butter fruit peanut nut cookie cracker almond oatmeal granola strawberry crunch,2,1,1,rather_good,good
3225,snack bar cooky cereal butter fruit peanut nut cookie cracker sweet almond apple crunchy oatmeal,2,1,1,rather_good,good
3226,snack bar cooky cereal butter peanut fruit nut cookie cracker almond oatmeal granola strawberry crunch,2,1,1,rather_good,good
3227,snack bar cooky sweet cereal fruit butter peanut nut cookie cracker almond apple crunchy oatmeal,2,1,1,rather_good,good
3228,snack bar sweet cooky cereal delicious butter peanut texture tasty healthy nut fruit mix bread,2,1,1,rather_good,good
3229,snack chip healthy tasty family cheese they're apple alternative potato salty lunch crave satisfy enjoy,1,1,1,rather_good,rather_good
3230,snack chip healthy tasty family cheese they're apple alternative potato salty lunch enjoy crave satisfy,2,1,1,rather_good,good
3231,snack chip healthy tasty family cheese they're apple potato alternative salty enjoy lunch satisfy crave,2,1,1,rather_good,good
3232,snack chip healthy tasty family they're cheese apple potato alternative salty enjoy satisfy lunch crave,2,1,1,rather_good,good
3233,snack chip healthy tasty family they're cheese apple potato alternative salty lunch satisfy crave enjoy,0,1,1,rather_good,neutral
3234,snack chip healthy tasty family they're cheese potato apple alternative lunch salty crave satisfy enjoy,1,1,1,rather_good,rather_good
3235,snack chip healthy tasty family they're cheese potato apple alternative meal quick salty satisfy gram,2,1,1,rather_good,good
3236,snack chip healthy tasty family they're cheese potato apple alternative quick meal salty satisfy lunch,2,1,1,rather_good,good
3237,snack chip healthy tasty family they're cheese potato apple alternative salty enjoy satisfy lunch crave,2,1,1,rather_good,good
3238,snack chip healthy tasty family they're cheese potato apple alternative salty lunch enjoy satisfy crave,2,1,1,rather_good,good
3239,snack chip healthy tasty family they're cheese potato apple alternative salty lunch satisfy enjoy crave,2,1,1,rather_good,good
3240,snack chip healthy tasty family they're cheese potato apple alternative salty satisfy lunch enjoy crave,2,1,1,rather_good,good
3241,snack chip healthy tasty family they're cheese potato apple quick alternative salty lunch satisfy crave,2,1,1,rather_good,good
3242,snack far fruit cake bite rest reason banana moist bacon broke preservative pear drizzle instead,2,1,1,rather_good,good
3243,snack far fruit cake rest banana moist bacon bite reason broke apart however inch lick,2,0,0,neutral,good
3244,snack far fruit cake rest bite banana moist reason bacon broke apart however consistency inch,2,0,0,neutral,good
3245,snack healthy tasty cheese fill satisfy lunch crave healthier fit dip cheddar crunchy school yum,2,1,1,rather_good,good
3246,snack healthy tasty cheese lunch satisfy crave healthier perfect dip fill cheddar crunchy yum school,1,1,1,rather_good,rather_good
3247,snack healthy tasty cheese satisfy lunch crave healthier perfect fill dip cheddar crunchy yum school,2,1,1,rather_good,good
3248,snack healthy tasty excellent fiber lunch healthier satisfy enjoy something crave dip yum without terrific,2,1,1,rather_good,good
3249,snack healthy tasty excellent fiber lunch healthier satisfy enjoy something dip crave yum without terrific,2,1,1,rather_good,good
3250,snack healthy tasty excellent fiber lunch healthier satisfy enjoy something dip yum crave grain without,2,1,1,rather_good,good
3251,snack healthy tasty excellent lunch healthier satisfy crave fiber something enjoy dip yum terrific world,2,1,1,rather_good,good
3252,snack healthy tasty excellent lunch satisfy healthier crave yum terrific dip late hungry bill junk,2,1,1,rather_good,good
3253,something house huge recently sale anyway we've supermarket website newman's reasonable walmart charge limited pantry,-1,0,0,neutral,rather_bad
3254,something house least huge recently sale we've supermarket newman's reasonable higher charge walmart since limited,-2,1,1,rather_good,bad
3255,something put know sure thought anything nothing end else never stick let could everything turn,-1,0,0,neutral,rather_bad
3256,something put know sure thought anything nothing end else never stick let everything turn thing,-2,0,0,neutral,bad
3257,something put know sure thought anything nothing end never else stick let everything turn thing,-2,0,0,neutral,bad
3258,something put sure thought anything know nothing end else stick let never there's course could,-2,0,0,neutral,bad
3259,something put sure thought anything nothing end else stick let everything know turn there's course,-2,0,0,neutral,bad
3260,something put sure thought anything nothing end else stick let know everything turn there's course,0,0,0,neutral,neutral
3261,something put sure thought anything nothing end everything else stick turn special there's crazy rest,-2,0,0,neutral,bad
3262,something put thought anything nothing else stick type probably boil opinion end pumpkin there's course,-2,0,0,neutral,bad
3263,something put thought anything nothing probably else stick type opinion there's boil end pumpkin sick,-2,0,0,neutral,bad
3264,something put thought anything nothing probably else stick type opinion there's boil know pumpkin end,-2,0,0,neutral,bad
3265,something put thought anything nothing type else stick there's opinion boil let pumpkin course sick,0,0,0,neutral,neutral
3266,something recently sale huge house we've supermarket newman's reasonable least walmart charge higher limited hopefully,-1,1,1,rather_good,rather_bad
3267,something thought put anything nothing probably else stick type opinion boil there's know pumpkin sick,-2,0,0,neutral,bad
3268,son result skin mom gas truffle strength winter fall complete workout grown station consistent suck,-2,0,0,neutral,bad
3269,son skin okay gas mom truffle winter strength station since grown english suck slow workout,-2,0,0,neutral,bad
3270,son skin okay happen mom gas truffle strength winter complete workout grown station suck delightful,-1,0,0,neutral,rather_bad
3271,son skin okay happen mom gas truffle strength winter since workout complete grown station suck,-2,0,0,neutral,bad
3272,son skin okay mom gas happen truffle strength winter since workout grown complete station suck,0,0,0,neutral,neutral
3273,son skin okay mom gas truffle winter strength station since grown english workout suck slow,-2,0,0,neutral,bad
3280,soup rice candy pasta thanks noodle service customer vendor tuna gift contact country hol pea,-2,1,1,rather_good,bad
3281,soup rice pasta noodle candy thanks service customer vendor tuna contact country hol pea bubble,2,1,1,rather_good,good
3303,splenda sugar sucralose canin maltodextrin bottle chicken royal duck diabetic lose granulate safer packet new,1,0,0,neutral,rather_good
3304,star caffeine child sometimes five hop office gelatin calm help program terrific golden heck carbonate,-2,0,0,neutral,bad
3305,star caffeine sometimes child five hop office gelatin calm program terrific golden heck carbonate joint,-1,0,0,neutral,rather_bad
3306,star corn potato reason veggie often salty kettle rating garden addictive carrot rate sesame earth's,2,1,1,rather_good,good
3307,star corn reason potato often four saw five veggie rating yellow kettle rate salty general,-1,0,0,neutral,rather_bad
3308,star corn reason potato salty often five veggie main rating kettle extract rate general carrot,-2,1,1,rather_good,bad
3309,star fruit especially juice orange mind soda con instant substitute espresso five raspberry decent total,1,0,0,neutral,rather_good
3310,star fruit pretty juice gift orange mind soda instant espresso five substitute raspberry decent especially,-1,0,0,neutral,rather_bad
3311,star fruit pretty juice gift orange mind soda instant five espresso substitute raspberry decent especially,-1,0,0,neutral,rather_bad
3312,star fruit pretty juice gift orange mind soda instant five espresso substitute raspberry decent via,-2,0,0,neutral,bad
3313,star fruit pretty juice gift orange soda mind instant espresso raspberry decent five especially substitute,1,0,0,neutral,rather_good
3314,star fruit pretty juice gift orange soda mind instant espresso raspberry five decent substitute especially,-1,0,0,neutral,rather_bad
3315,star fruit pretty juice orange gift soda mind instant espresso raspberry five decent especially substitute,1,0,0,neutral,rather_good
3316,star potato corn often salty veggie reason kettle addictive garden rating carrot trap earth's sesame,2,1,1,rather_good,good
3317,star potato corn salty often veggie reason kettle addictive rating garden trap sesame saw carrot,1,1,1,rather_good,rather_good
3318,star pretty fruit juice cut orange mind soda instant espresso exactly raspberry decent five substitute,0,0,0,neutral,neutral
3319,star sometimes caffeine hop five child office gelatin calm program terrific golden heck joint carbonate,-1,0,0,neutral,rather_bad
3320,star sometimes caffeine hop five child office gelatin program terrific golden joint heck carbonate neighbor,-2,0,0,neutral,bad
3321,star sometimes caffeine hop five child office gelatin terrific program calm golden heck joint carbonate,-1,0,0,neutral,rather_bad
3333,strong highly cherry twice stronger slight sick think chamomile san mostly clam although people pricing,-2,0,0,neutral,bad
3334,strong highly flavorful twice cherry stronger slight wake san chamomile clam pricing weaker shake bay,-2,0,0,neutral,bad
3335,strong highly prefer cherry replacement stronger there's slight intense subtle create kona san chamomile although,-2,0,0,neutral,bad
3336,strong highly prefer cherry stronger replacement intense slight there's chamomile san kona create weak clam,-2,0,0,neutral,bad
3337,strong highly prefer cherry stronger replacement intense slight there's chamomile san kona weak people clam,-1,0,0,neutral,rather_bad
3338,strong highly prefer cherry stronger replacement intense slight there's create san chamomile kona subtle weak,-1,0,0,neutral,rather_bad
3339,strong highly prefer cherry stronger replacement intense slight there's create subtle kona san chamomile anyone,-2,0,0,neutral,bad
3340,strong highly prefer there's cherry replacement stronger subtle slight intense create although instead mostly san,-1,0,0,neutral,rather_bad
3341,strong highly prefer there's cherry replacement stronger subtle slight mostly intense create wake pleasant san,-2,0,0,neutral,bad
3342,strong highly twice cherry mostly stronger produce sick slight chamomile san pricing clam weaker bay,-1,0,0,neutral,rather_bad
3343,strong highly twice cherry stronger sick slight mostly chamomile san clam wake pricing weaker shake,-2,0,0,neutral,bad
3344,strong highly twice cherry stronger sick slight mostly think chamomile san although clam pricing bay,-2,0,0,neutral,bad
3345,strong highly twice cherry stronger slight sick mostly think chamomile san although clam pricing people,-2,0,0,neutral,bad
3346,strong highly twice cherry stronger slight sick think chamomile mostly san although clam people pricing,-2,0,0,neutral,bad
3347,strong highly twice cherry stronger slight sick think chamomile san mostly although clam people pricing,-2,0,0,neutral,bad
3348,strong prefer bold medium cherry ginger stronger orange kona chamomile bitterness intense wake cola slight,1,0,0,neutral,rather_good
3349,strong prefer bold medium ginger cherry stronger orange kona chamomile wake slight cola intense bitterness,-1,1,1,rather_good,rather_bad
3350,strong prefer bold orange ginger medium people weak shake cherry stronger subtle intense bitterness slight,-2,0,0,neutral,bad
3351,strong prefer bold orange ginger medium shake weak cherry replacement stronger subtle bitterness intense wake,-2,0,0,neutral,bad
3352,strong prefer bold orange ginger medium shake weak cherry stronger subtle intense bitterness slight twice,-2,0,0,neutral,bad
3353,strong prefer bold orange ginger medium shake weak cherry stronger subtle people intense bitterness slight,0,0,0,neutral,neutral
3354,strong prefer bold orange ginger people medium weak shake cherry stronger subtle bitterness intense slight,-2,0,0,neutral,bad
3355,strong prefer bold orange ginger people medium weak shake cherry stronger subtle bitterness intense think,0,0,0,neutral,neutral
3356,strong prefer bold orange ginger people medium weak shake cherry stronger subtle bitterness think intense,-2,0,0,neutral,bad
3357,strong prefer bold people orange ginger medium weak shake cherry mostly twice stronger subtle bitterness,0,0,0,neutral,neutral
3358,strong prefer people bold orange ginger medium weak cherry shake twice stronger subtle bitterness still,2,0,0,neutral,good
3359,strong prefer people bold orange ginger medium weak shake cherry stronger twice subtle bitterness still,-2,0,0,neutral,bad
3360,stuff coconut amaze cream ice must tell cannot told spread wow everyday admit share absolute,-2,1,1,rather_good,bad
3361,stuff coconut case health tell difference believe cannot benefit notice care horrible told pure far,-1,0,0,neutral,rather_bad
3362,stuff coconut case health tell difference believe cannot notice benefit please care fact pure horrible,-1,0,0,neutral,rather_bad
3363,stuff coconut case health tell difference cannot believe benefit notice horrible care told pure far,-2,0,0,neutral,bad
3364,stuff coconut case health tell difference cannot believe far benefit notice care pure horrible told,-2,0,0,neutral,bad
3365,stuff coconut case health tell difference please benefit weight immediately lose realize process cause care,-2,1,1,rather_good,bad
3366,stuff coconut case health tell weight difference please benefit immediately lose realize cause process formula,2,1,1,rather_good,good
3367,stuff coconut case health weight tell difference please benefit con include lose immediately cause realize,-2,1,1,rather_good,bad
3368,stuff coconut cream ice cannot tell benefit everyday wow told health jelly amaze face pomegranate,-1,0,0,neutral,rather_bad
3369,stuff coconut cream ice health cannot tell benefit told wow everyday jelly must admit pomegranate,-1,0,0,neutral,rather_bad
3370,stuff coconut cream ice tell cannot told pure wow everyday face bpa jelly pomegranate absolute,-2,0,0,neutral,bad
3371,stuff coconut difference benefit tell face everyday wow told cannot health cappuccino munch notice help,-2,1,1,rather_good,bad
3372,stuff coconut difference tell benefit told cannot face everyday wow health cappuccino improve munch notice,0,1,1,rather_good,neutral
3373,stuff coconut difference tell benefit told face everyday wow cannot health cappuccino munch improve notice,-1,1,1,rather_good,rather_bad
3374,stuff coconut far health tell difference cannot benefit believe please pure realize horrible many face,0,0,0,neutral,neutral
3375,stuff coconut health tell believe difference cannot care please notice benefit fact pure horrible case,-2,0,0,neutral,bad
3376,stuff coconut health tell difference please cannot benefit weight believe lose immediately friend notice realize,-1,1,1,rather_good,rather_bad
3377,stuff coconut tell difference cannot told benefit face wow everyday improve munch admit skin pure,-1,0,0,neutral,rather_bad
3378,stuff coconut tell difference cannot told benefit face wow everyday improve pure skin munch admit,-2,0,0,neutral,bad
3379,stuff coconut tell difference cannot told face wow everyday pure improve benefit skin munch comparison,-2,1,1,rather_good,bad
3380,stuff coconut tell difference cannot told face wow everyday pure improve munch dad admit erably,-2,0,0,neutral,bad
3381,stuff cream ice bpa jelly face benefit cannot told woman wow poor class munch pregnancy,-2,1,1,rather_good,bad
3382,stuff far coconut friend health tell difference cannot please believe benefit pure realize horrible share,0,1,1,rather_good,neutral
3383,stuff far coconut health tell difference believe cannot please benefit pure realize many horrible fact,-1,-1,-1,rather_bad,rather_bad
3384,stuff save hand market wife subscribe drop addict today square enough delighted dad grove haribo,-2,0,0,neutral,bad
3385,stuff save hand market wife subscribe today drop addict square delighted dad grove skeptical we'll,-1,0,0,neutral,rather_bad
3386,stuff save hand market wife subscribe today drop addict square delighted dad we'll grove skeptical,-2,0,0,neutral,bad
3387,stuff save hand wife subscribe market drop addict today enough square delighted dad grove haribo,-2,0,0,neutral,bad
3396,sure sauce serve meal bowl soy dish content consistency thick dinner simple cooked sprinkle restaurant,2,1,1,rather_good,good
3397,sure they're that's couple whole maybe part mine ate open someone pouch share con pretzel,-2,0,0,neutral,bad
3398,sure they're that's couple whole part mine ate maybe someone open pouch share con pretzel,0,0,0,neutral,neutral
3399,sure whole that's they're couple ate mine someone pouch return share unless pretzel wow school,-2,0,0,neutral,bad
3400,sure whole that's they're maybe couple part mine ate someone pouch discover share unless con,-2,0,0,neutral,bad
3401,sweet bar crunchy granola crunch yogurt combination raisin flake almond cranberry nutritious overly tooth sugary,2,1,1,rather_good,good
3402,sweet bar crunchy granola crunch yogurt combination raisin flake overly almond cranberry nutritious sugary tooth,2,1,1,rather_good,good
3403,sweet bar crunchy granola crunch yogurt combination raisin flake overly almond cranberry nutritious tooth sugary,2,1,1,rather_good,good
3404,sweet bar crunchy granola crunch yogurt combination raisin flake overly almond nutritious cranberry sugary tooth,2,1,1,rather_good,good
3405,sweet bar crunchy granola crunch yogurt raisin combination flake snack cereal almond cranberry nutritious tooth,2,1,1,rather_good,good
3406,sweet bar crunchy granola crunch yogurt raisin combination snack flake cereal almond cranberry nutritious tooth,2,1,1,rather_good,good
3407,sweet bar crunchy granola yogurt raisin flake cranberry nutritious overly tooth blueberry bran cluster wafer,0,1,1,rather_good,neutral
3408,sweet bar milk cereal texture yummy cinnamon granola kind strawberry crunchy soft blueberry crunch whole,0,1,1,rather_good,neutral
3409,sweet bar milk cereal texture yummy cinnamon granola strawberry crunchy soft blueberry kind almond yogurt,2,1,1,rather_good,good
3410,sweet bar milk cereal texture yummy cinnamon kind granola strawberry soft crunchy blueberry crunch whole,1,1,1,rather_good,rather_good
3411,sweet bar milk cereal texture yummy kind cinnamon granola strawberry chewy soft whole crunch blueberry,1,1,1,rather_good,rather_good
3412,sweet bar perfect milk fruit texture granola yummy crunchy cinnamon blueberry strawberry yogurt flake soft,2,1,1,rather_good,good
3413,sweet bar perfect milk fruit texture yummy granola cinnamon crunchy blueberry strawberry yogurt flake tart,2,1,1,rather_good,good
3414,sweet bar perfect milk texture yummy soft cinnamon plain granola strawberry yogurt blueberry combination addict,2,1,1,rather_good,good
3415,sweet delicious bar milk cereal texture fruit nut definitely perfect yummy almond cinnamon oatmeal fill,2,1,1,rather_good,good
3416,sweet delicious bar milk cereal texture nut almond yummy cinnamon fill granola strawberry chewy caramel,2,1,1,rather_good,good
3417,sweet delicious bar milk cereal texture nut almond yummy cinnamon fill oatmeal cocoa granola strawberry,2,1,1,rather_good,good
3418,sweet delicious bar milk cereal texture nut almond yummy cinnamon fill oatmeal granola strawberry chewy,2,1,1,rather_good,good
3419,sweet delicious bar milk cereal texture nut almond yummy cinnamon granola fill strawberry chewy caramel,2,1,1,rather_good,good
3420,sweet delicious bar milk cereal texture nut almond yummy cinnamon oatmeal fill granola chewy caramel,2,1,1,rather_good,good
3421,sweet delicious bar milk cereal texture nut almond yummy cinnamon oatmeal fill granola strawberry chewy,2,1,1,rather_good,good
3422,sweet delicious bar milk cereal texture nut almond yummy fill cinnamon oatmeal granola strawberry breakfast,2,1,1,rather_good,good
3423,sweet delicious bar milk cereal texture nut fruit definitely perfect yummy almond cinnamon fill oatmeal,2,1,1,rather_good,good
3424,sweet delicious bar milk cereal texture nut yummy almond fill cinnamon oatmeal definitely granola strawberry,2,1,1,rather_good,good
3425,sweet enjoy right candy amount quick cold refresh sweetness summer mango plain beverage ant way,0,0,0,neutral,neutral
3426,sweet right candy enjoy amount quick refresh cold sweetness mango plain summer think beverage ant,-2,1,1,rather_good,bad
3427,sweet right candy quick amount enjoy refresh sweetness cold mango summer think plain ant chunk,1,0,0,neutral,rather_good
3428,sweet right enjoy candy amount quick cold refresh sweetness summer plain mango beverage think ant,2,0,0,neutral,good
3429,sweet snack bar cooky cereal fruit butter peanut nut cookie cracker almond apple crunchy oatmeal,0,1,1,rather_good,neutral
3430,sweet snack bar milk cereal fruit cooky butter delicious peanut texture nut cookie healthy cracker,2,1,1,rather_good,good
3437,switch stool tummy collie scoop clove litter infection ripped cleaner kong belgian merchant annoy area,-2,0,0,neutral,bad
3438,syrup artificial sweetener high chemical sweeten splenda maple sometimes natural stevia agave corn extract fructose,2,1,1,rather_good,good
3439,syrup artificial sweetener high chemical sweeten splenda sometimes maple stevia natural agave corn extract fructose,2,1,1,rather_good,good
3440,syrup artificial sweetener high sometimes chemical sweeten splenda stevia maple corn agave natural extract fructose,2,1,1,rather_good,good
3441,syrup corn sweetener fructose agave maple nectar high sugar bowel diabetic movement glycemic hershey's natural,2,1,1,rather_good,good
3442,syrup high artificial sweetener chemical sweeten maple blueberry agave corn extract fructose diabetic fake think,2,1,1,rather_good,good
3443,syrup high sometimes artificial sweetener chemical sweeten splenda stevia maple corn agave extract claim fructose,2,1,1,rather_good,good
3444,syrup sometimes artificial high sweetener chemical sweeten splenda stevia maple corn agave extract fructose diabetic,2,1,1,rather_good,good
3450,tasty cheese apple lunch crave crunchy healthier satisfy they're dip cheddar crisp school alternative yum,0,1,1,rather_good,neutral
3451,tasty fiber satisfy lunch healthier crunch dip yum typical hungry late bill wholesome guilt disappear,-2,1,1,rather_good,bad
3452,tasty healthy snack fiber healthier lunch dip gram satisfy yum alternative enjoy bill touch crunch,2,1,1,rather_good,good
3458,texture actually cut wheat pasta version miss search office oat cook biscuit seriously minute winner,-1,0,0,neutral,rather_bad
3459,texture actually cut wheat pasta version search miss office oat biscuit seriously cook minute winner,0,1,1,rather_good,neutral
3460,texture cut pasta wheat version actually miss search oat office biscuit minute cook seriously type,-2,0,0,neutral,bad
3461,texture cut wheat decaf miss oat biscuit party seriously country quaker winner absolute toss shred,2,0,0,neutral,good
3462,they're couple that's sure mine someone pouch ate open whole share pretzel part con later,-2,0,0,neutral,bad
3463,they're couple that's sure mine someone pouch ate whole open share pretzel part con later,-2,0,0,neutral,bad
3464,they're sure that's couple whole mine someone ate open pouch part share maybe pretzel con,-2,0,0,neutral,bad
3465,they're that's couple ate mine return whole pouch someone share sure pretzel wow open school,-2,0,0,neutral,bad
3466,they're that's couple whole ate mine return someone pouch sure share pretzel wow open school,-2,0,0,neutral,bad
3467,thing enough quite expect probably i'd rather n't either certainly awful normally stir bother might,-1,0,0,neutral,rather_bad
3468,thing kind though quite seem expect i'd way wish bread probably recipe rather melt bake,0,1,1,rather_good,neutral
3469,thing n't quite expect probably i'd either rather normally certainly awful bother dense seaweed devour,-2,0,0,neutral,bad
3470,thing quite expect probably i'd n't rather certainly either enough stir awful often though bother,-1,0,0,neutral,rather_bad
3471,thing quite expect probably i'd n't rather certainly either stir enough often awful seem though,2,0,0,neutral,good
3472,thing quite expect probably i'd seem n't either wish stock certainly stir kind though end,-1,0,0,neutral,rather_bad
3473,thing quite expect probably i'd seem n't either wish stock certainly stir though kind end,-1,0,0,neutral,rather_bad
3474,thing quite expect recipe bread wish i'd kind melt bake follow baking way stir stuck,-1,1,1,rather_good,rather_bad
3475,thing quite expect seem probably i'd either wish n't stock certainly though stir end rather,0,0,0,neutral,neutral
3476,thing quite expect wish bread recipe could melt bake follow baking homemade stuck certainly way,-2,1,1,rather_good,bad
3477,thing quite probably expect i'd n't rather certainly often stir enough either seem awful though,-1,0,0,neutral,rather_bad
3478,thing quite probably i'd expect n't seem certainly stir enough often either awful rather actually,-2,0,0,neutral,bad
3479,thing quite recipe wish bread melt bake follow certainly baking homemade stir stuck easier way,-2,1,1,rather_good,bad
3480,thing seem n't enough actually quite kind vanilla expect probably i'd recipe bread cream cake,-1,0,0,neutral,rather_bad
3481,thing seem n't enough quite kind vanilla expect probably i'd actually recipe bread cake bowl,-2,0,0,neutral,bad
3482,thing seem quite expect probably i'd wish either n't though certainly stock pricey stir opinion,-2,0,0,neutral,bad
3483,thing seem quite though expect probably i'd wish either opinion certainly pricey stock way stir,-2,0,0,neutral,bad
3484,thing work seem n't bit quite expect probably i'd recipe bread wish could way either,-2,0,0,neutral,bad
3485,thing work seem n't bit quite way expect probably i'd easy recipe bread wish could,-2,0,0,neutral,bad
3486,thing work seem n't enough actually quite vanilla expect kind i'd probably recipe bread cream,-2,0,0,neutral,bad
3487,thing work seem n't quite expect bit probably i'd recipe bread wish could way either,-2,0,0,neutral,bad
3488,thing work seem n't quite expect probably bit i'd recipe bread wish way could either,-1,0,0,neutral,rather_bad
3489,thing work seem n't quite expect probably i'd could recipe bread wish way bit enough,-2,0,0,neutral,bad
3490,think cooky cookie raspberry thin brownie agree fudge oreo gooey crumbly shortbread ahoy ruin fig,-2,0,0,neutral,bad
3491,think know since review smell bad people another i'll may read dec reviewer might batch,2,0,0,neutral,good
3492,think know since review smell bad people i'll another read may dec reviewer might batch,-2,0,0,neutral,bad
3493,think review smell say bad pretty people know though i'll may see read seem n't,-2,0,0,neutral,bad
3494,think right calorie bean low fat candy amount high content sodium lower carbs sour plan,0,1,1,rather_good,neutral
3495,think right calorie bean low fat candy amount high content sodium small lower carbs prov,2,1,1,rather_good,good
3496,think say still review smell bad however open people i'll maybe may though half since,-1,0,0,neutral,rather_bad
