able amaze fill glad stop daily fantastic move prime plenty empty subtle job strongly litter	-1	 neutral</s>
scsi controller interface transfer bios devices jumper feature fast standard card setting speed disk esdi	2	 rather yes. The words in the list are related
scsi controller interface transfer bios devices jumper feature fast standard card setting speed esdi disk	-2	 rather yes. The words can be generally grouped
scsi controller interface transfer bios disk devices jumper card feature fast standard speed setting chip	-2	 rather yes. This word set is related to computer
scsi controller interface transfer bios disk fast card feature devices jumper speed chip standard floppy	2	 rather yes. The words can be generally grouped
scsi controller interface transfer bios disk feature devices jumper card fast setting speed floppy chip	2	 rather yes. The words can be generally grouped
scsi controller interface transfer disk bios feature devices card jumper fast speed setting floppy standard	2	 rather yes. The words in the list are related
scsi controller interface transfer disk bios feature devices card jumper fast speed setting standard floppy	2	 rather yes. The words can be generally grouped
scsi disk controller card floppy port fast speed interface transfer bios board mode jumper feature	2	 rather yes. This word set is related to computer
scsi disk controller cause driver error tape adaptec memory floppy graphics works research fast free	2	 neutral</s>
scsi disk controller image speed fast card mode floppy standard board interface switch transfer signal	-1	 rather yes</s>
scsi disk controller port card floppy fast speed interface board bios transfer mode devices standard	2	 rather yes. The words can be generally grouped
scsi fast model season thought hell view ever comment player anyway looking type light address	-2	 neutral</s>
scsi hell lost model season anyway andrew ever range disclaimer thought james view init address	-1	 neutral</s>
scsi monitor gainey nick keyboard attack timer sound military colors controller price apple always week	-2	 neutral</s>
scsi religion card nothing able agree fast truth build phone become address require woman follow	-2	 neutral</s>
seal weird comment dent smell previous crumb strange open complain somewhere hey leak badly buttermilk	-2	 neutral</s>
season hockey goal player league playoff leaf flyer penalty next puck division coach draft montreal	2	 rather yes. This word set is primarily related to
season hockey player league goal playoff leaf flyer penalty next puck shot coach draft division	2	 rather yes. This word set is primarily related to
season hockey player league goal playoff leaf penalty flyer next shot puck pick draft coach	2	 rather yes. This word set is primarily related to
seem may prefer soft version everyone super opinion slightly matter chewy short tart forward although	-1	 neutral</s>
seem prefer may soft version everyone super opinion chewy matter slightly short tart forward mango	-2	 neutral</s>
seem prefer soft version everyone super may opinion chewy matter short tart slightly forward mango	-2	 neutral</s>
sell cereal chewy hop unfortunately pancake truly vendor surprised raisin grain appreciate muffin gooey bran	-2	 rather yes. The words can be generally grouped
sell cereal chewy pancake hop truly unfortunately vendor surprised raisin gooey muffin bran grain dough	-1	 rather yes. The words can be generally grouped
sell cereal chewy pancake hop truly unfortunately vendor surprised raisin gooey muffin grain bran dough	1	 rather yes. The words can be grouped into
sell deal market teeth flour surprised bulk stale pancake pretzel pizza mill tin book muffin	-1	 neutral</s>
semi auto firearm weapon safety police revolver house self action clipper handgun rifle license bill	2	 rather yes</s>
send address email news request internet message copy usenet receive militia mailing newsgroup discussion free	2	 rather yes. The words primarily relate to communication and
send address email news request message internet copy usenet receive newsgroup mailing militia discussion service	2	 rather yes. The words primarily relate to communication and
send address email request news internet message copy usenet receive militia mailing discussion newsgroup free	2	 rather yes. The words mainly revolve around the
send address request copy internet email usenet message militia mailing receive bear free discussion amendment	2	 rather yes. The words can be generally grouped
send address request copy usenet internet militia mailing email receive bear message free amendment arms	1	 rather yes. The words can be generally grouped
send address request email copy internet message usenet news militia receive mailing discussion bear newsgroup	2	 rather yes. The words can be generally grouped
send address request receive bear militia free amendment shall arms constitution mailing organize sent regulate	-2	 rather yes. These words can be related to the
send address request receive militia bear amendment mailing arms shall constitution organize regulate free expo	-2	 neutral</s>
send request address militia mailing usenet internet copy bear receive free amendment arms uunet user	2	 rather yes. The words can be generally grouped
serve per cheaper red spicy pepper alternative single ounce heat option kick alone fry mill	-1	 neutral</s>
server application motif window resource client xterm manager display default string patch xlib running type	-2	 rather yes. These words are related to computer software
server motif application user resource client unix xterm export subject contrib running patch release type	-2	 rather yes. This word set is related to computer
server resource unix motif directory library application user xterm export client type release contrib terminal	2	 rather yes. These words are related to computer software
service hair seller customer contact email wine shampoo conditioner kit scalp prompt clam trap success	2	 neutral</s>
set stash grey packed earl tuna dent staple twinings sardine bergamot bigelow cola buyer schedule	-2	 neutral</s>
set stash packed grey earl tuna dent beautiful staple twinings sardine bigelow bergamot cola buyer	-2	 neutral</s>
set stash packed grey earl tuna dent staple twinings sardine bigelow bergamot cola buyer schedule	-2	 neutral</s>
several deal smooth brew machine maker french pot shop sample espresso two drinker anymore every	2	 neutral</s>
shake truffle maxwell chocolate degree antler house chew parchment paper melt storage room protein there's	-2	 neutral</s>
shipping exactly seller stash beat grey earl prime charge dent beautiful pomegranate business twinings cent	-2	 neutral</s>
shipping exactly seller stash grey earl beat prime charge dent beautiful pomegranate twinings business sardine	-1	 neutral</s>
shipping exactly seller stash grey earl prime beat dent charge beautiful pomegranate twinings sardine cola	-2	 neutral</s>
shipping exactly stash seller beat grey earl prime charge dent beautiful business pomegranate twinings cent	-2	 neutral</s>
signal helmet audio input switch level relay receiver circuit noise build output paint meet size	2	 neutral</s>
signal switch helmet audio input level radio local receiver relay noise output circuit build paint	2	 neutral</s>
signal switch helmet audio input level radio receiver local relay noise output circuit paint build	2	 neutral</s>
signal switch helmet audio input level radio receiver relay local noise paint output circuit build	2	 rather yes. This word set can be related to
simms apple drug record math simm access colorado news message free mark cigarette chips ripem	-2	 neutral</s>
simms apple drug record simm access math free news mark colorado allow price memory message	-2	 neutral</s>
size baby quickly daughter thanks night child today formula move start bed pump soon since	0	 rather yes. The words can be generally related to
size baby quickly daughter thanks night start child formula since move pump month bed lab	1	 neutral</s>
size baby quickly daughter thanks night start work formula month since child pump move bed	-2	 rather yes. The words can be generally grouped
size baby quickly daughter thanks night work start month formula since pump move child lab	0	 rather yes. The words "baby," "
size baby quickly daughter thanks night work start month since formula pump child move lab	-1	 neutral</s>
size baby quickly daughter thanks work night start month since formula pump move old child	-2	 rather yes. The words "baby," "
size baby quickly daughter thanks work night start month since formula pump old move child	-2	 rather yes. The words "baby," "
size large quickly daughter thanks tree handle lab girl busy puff worried poodle spit wise	-1	 neutral</s>
size month highly start baby quickly glad daughter son thanks every perfect supply since lot	-2	 neutral</s>
size month start problem highly week baby quickly daughter ago thanks move pump later worry	-1	 rather yes</s>
size month start worth highly baby quickly thanks week daughter large ago he's pump night	-2	 neutral</s>
size old month easy baby small start quickly jerky daughter son thanks year week perfect	0	 rather yes</s>
size old month easy baby start small quickly jerky daughter week son thanks year perfect	-1	 rather yes</s>
size old month easy small baby start quickly jerky daughter year son thanks perfect larger	-1	 neutral</s>
size old month easy small baby start quickly jerky year daughter son thanks large perfect	2	 rather yes</s>
size old month easy small baby start quickly jerky year daughter son thanks perfect large	-2	 rather yes</s>
size start large quickly daughter thanks tree handle lab girl since puff busy poodle spit	-2	 neutral</s>
size start large quickly daughter thanks tree lab handle girl since busy puff poodle formula	-2	 neutral</s>
small smaller pop cheap pricey near except somewhat six opening tire effect handy trader definately	-2	 neutral</s>
smaller liver freeze training locally six near tire cube handy crazy appear effect definately apart	-2	 neutral</s>
smell bad know i'll people open seal since think pretty subscription crumb n't nearly reason	-1	 neutral</s>
smooth almond body blue magnesium cause diamond reminds increase bowel nutrient rda peppermint blood source	-2	 neutral</s>
smooth almond body blue magnesium diamond cause reminds bowel rda nutrient blood source increase peppermint	-1	 neutral</s>
smooth almond body blue magnesium diamond cause reminds bowel rda nutrient increase source blood peppermint	-2	 neutral</s>
snack bar cooky cereal butter fruit peanut nut cookie cracker almond oatmeal granola strawberry crunch	2	 rather yes. The words can be grouped into
snack bar cooky cereal butter fruit peanut nut cookie cracker sweet almond apple crunchy oatmeal	2	 rather yes. The words in the list are mostly
snack bar cooky cereal butter peanut fruit nut cookie cracker almond oatmeal granola strawberry crunch	2	 rather yes. The words mainly revolve around the
snack bar cooky sweet cereal fruit butter peanut nut cookie cracker almond apple crunchy oatmeal	2	 rather yes. The words can be grouped into
snack bar sweet cooky cereal delicious butter peanut texture tasty healthy nut fruit mix bread	2	 rather yes. The words can be generally grouped
snack chip healthy tasty family cheese they're apple alternative potato salty lunch crave satisfy enjoy	1	 rather yes. The words can be generally grouped
snack chip healthy tasty family cheese they're apple alternative potato salty lunch enjoy crave satisfy	2	 rather yes. The words can be generally grouped
snack chip healthy tasty family cheese they're apple potato alternative salty enjoy lunch satisfy crave	2	 rather yes. The words can be grouped around
snack chip healthy tasty family they're cheese apple potato alternative salty enjoy satisfy lunch crave	2	 rather yes. The words can be generally grouped
snack chip healthy tasty family they're cheese apple potato alternative salty lunch satisfy crave enjoy	0	 rather yes. The words can be generally grouped
snack chip healthy tasty family they're cheese potato apple alternative lunch salty crave satisfy enjoy	1	 rather yes. The words can be generally grouped
snack chip healthy tasty family they're cheese potato apple alternative meal quick salty satisfy gram	2	 rather yes. The words can be generally grouped
snack chip healthy tasty family they're cheese potato apple alternative quick meal salty satisfy lunch	2	 rather yes. The words can be generally grouped
snack chip healthy tasty family they're cheese potato apple alternative salty enjoy satisfy lunch crave	2	 rather yes. The words can be generally grouped
snack chip healthy tasty family they're cheese potato apple alternative salty lunch enjoy satisfy crave	2	 rather yes. The words can be generally grouped
snack chip healthy tasty family they're cheese potato apple alternative salty lunch satisfy enjoy crave	2	 rather yes. The words can be generally grouped
snack chip healthy tasty family they're cheese potato apple alternative salty satisfy lunch enjoy crave	2	 rather yes. The words can be generally grouped
snack chip healthy tasty family they're cheese potato apple quick alternative salty lunch satisfy crave	2	 rather yes. The words can be generally grouped
snack far fruit cake bite rest reason banana moist bacon broke preservative pear drizzle instead	2	 rather yes</s>
snack far fruit cake rest banana moist bacon bite reason broke apart however inch lick	2	 neutral</s>
snack far fruit cake rest bite banana moist reason bacon broke apart however consistency inch	2	 neutral</s>
snack healthy tasty cheese fill satisfy lunch crave healthier fit dip cheddar crunchy school yum	2	 rather yes. The words can be generally grouped
snack healthy tasty cheese lunch satisfy crave healthier perfect dip fill cheddar crunchy yum school	1	 rather yes. The words can be generally grouped
snack healthy tasty cheese satisfy lunch crave healthier perfect fill dip cheddar crunchy yum school	2	 rather yes. The words can be generally grouped
snack healthy tasty excellent fiber lunch healthier satisfy enjoy something crave dip yum without terrific	2	 rather yes</s>
snack healthy tasty excellent fiber lunch healthier satisfy enjoy something dip crave yum without terrific	2	 rather yes. The words mainly revolve around the
snack healthy tasty excellent fiber lunch healthier satisfy enjoy something dip yum crave grain without	2	 rather yes. The words in the list are generally
snack healthy tasty excellent lunch healthier satisfy crave fiber something enjoy dip yum terrific world	2	 rather yes</s>
snack healthy tasty excellent lunch satisfy healthier crave yum terrific dip late hungry bill junk	2	 rather yes. The words can be generally grouped
something house huge recently sale anyway we've supermarket website newman's reasonable walmart charge limited pantry	-1	 neutral</s>
something house least huge recently sale we've supermarket newman's reasonable higher charge walmart since limited	-2	 rather yes. The words "house," "s
something put know sure thought anything nothing end else never stick let could everything turn	-1	 neutral</s>
something put know sure thought anything nothing end else never stick let everything turn thing	-2	 neutral</s>
something put know sure thought anything nothing end never else stick let everything turn thing	-2	 neutral</s>
something put sure thought anything know nothing end else stick let never there's course could	-2	 neutral</s>
something put sure thought anything nothing end else stick let everything know turn there's course	-2	 neutral</s>
something put sure thought anything nothing end else stick let know everything turn there's course	0	 neutral</s>
something put sure thought anything nothing end everything else stick turn special there's crazy rest	-2	 neutral</s>
something put thought anything nothing else stick type probably boil opinion end pumpkin there's course	-2	 neutral</s>
something put thought anything nothing probably else stick type opinion there's boil end pumpkin sick	-2	 neutral</s>
something put thought anything nothing probably else stick type opinion there's boil know pumpkin end	-2	 neutral</s>
something put thought anything nothing type else stick there's opinion boil let pumpkin course sick	0	 neutral</s>
something recently sale huge house we've supermarket newman's reasonable least walmart charge higher limited hopefully	-1	 rather yes</s>
something thought put anything nothing probably else stick type opinion boil there's know pumpkin sick	-2	 neutral</s>
son result skin mom gas truffle strength winter fall complete workout grown station consistent suck	-2	 neutral</s>
son skin okay gas mom truffle winter strength station since grown english suck slow workout	-2	 neutral</s>
son skin okay happen mom gas truffle strength winter complete workout grown station suck delightful	-1	 neutral</s>
son skin okay happen mom gas truffle strength winter since workout complete grown station suck	-2	 neutral</s>
son skin okay mom gas happen truffle strength winter since workout grown complete station suck	0	 neutral</s>
son skin okay mom gas truffle winter strength station since grown english workout suck slow	-2	 neutral</s>
soon font pitt cross unit gordon banks link surrender character skepticism intellect type cadre shameful	-2	 neutral</s>
soon pitt gordon banks blood surrender brain skepticism intellect cadre shameful chastity type teenager wash	-1	 neutral</s>
soon pitt gordon blood banks brain surrender skepticism intellect cadre shameful chastity wash teenager peace	-2	 neutral</s>
soon pitt gordon blood banks brain surrender skepticism intellect cadre shameful chastity wash type teenager	-2	 neutral</s>
soon pitt gordon brain blood banks surrender hall skepticism intellect cadre shameful chastity smith wash	-2	 neutral</s>
soon unit font pitt cross gordon banks link character surrender skepticism intellect cadre shameful chastity	-2	 neutral</s>
soup rice candy pasta thanks noodle service customer vendor tuna gift contact country hol pea	-2	 rather yes. The words can be grouped into
soup rice pasta noodle candy thanks service customer vendor tuna contact country hol pea bubble	2	 rather yes. The words "soup," "
south george island secret military ship british employer jake york nuclear bony rockefeller naval plan	-2	 rather yes. The words "south george
south george island secret military ship british jake employer bony nuclear rockefeller york naval plan	-2	 rather yes. The words "south george
south george island secret ship employer jake military british nuclear bony rockefeller naval york plan	-2	 neutral</s>
south george island secret ship military british jake employer bony rockefeller nuclear york naval plan	-2	 rather yes. The words "south george
south george island ship military secret british jake employer bony rockefeller nuclear york naval plan	-2	 rather yes. The words "south george
south island secret jake ship military british employer nuclear bony rockefeller naval york plan arrest	-1	 neutral</s>
south island secret ship jake military employer british nuclear bony rockefeller york naval plan arrest	-2	 rather yes. The words "south island,"
south island secret ship rutgers nuclear military begin british kaldis rockefeller plan naval easter georgia	-1	 neutral</s>
south island ship secret military rutgers british newspaper nuclear kaldis rockefeller plan naval easter sport	-1	 neutral</s>
south island ship secret military rutgers british newspaper nuclear kaldis rockefeller sport plan naval easter	-2	 neutral</s>
south island ship secret military rutgers british nuclear newspaper kaldis rockefeller naval easter plan installation	-1	 rather yes. The words "south island,"
south island ship secret military rutgers british nuclear newspaper kaldis rockefeller naval plan easter installation	1	 rather yes. The words "south island,"
south island ship secret military rutgers british nuclear newspaper kaldis rockefeller naval plan easter sport	0	 neutral</s>
south island ship secret military rutgers nuclear british kaldis rockefeller begin naval easter plan newspaper	-1	 neutral</s>
south massacre begin father island russian secret kaldis rockefeller plan rutgers force nuclear naval attack	-1	 rather no.</s>
south secret island jake nuclear bony rockefeller british employer york george ship attack occupy mass	-2	 neutral</s>
south secret island jake nuclear bony rockefeller british employer york ship george attack occupy mass	-2	 neutral</s>
south ship island secret british newspaper rutgers nuclear military sport kaldis rockefeller naval easter plan	-2	 neutral</s>
south ship island secret british rutgers newspaper military nuclear sport kaldis rockefeller naval plan easter	0	 neutral</s>
speed bike apple turn mouse fast simms mile driver tire brake machine disk wheel card	0	 rather yes. The words "bike," "
spend gary money country costs market health care america columbia company ucsc private perry canadian	-2	 rather yes</s>
splenda sugar sucralose canin maltodextrin bottle chicken royal duck diabetic lose granulate safer packet new	1	 neutral</s>
star caffeine child sometimes five hop office gelatin calm help program terrific golden heck carbonate	-2	 neutral</s>
star caffeine sometimes child five hop office gelatin calm program terrific golden heck carbonate joint	-1	 neutral</s>
star corn potato reason veggie often salty kettle rating garden addictive carrot rate sesame earth's	2	 rather yes. The words can be generally grouped
star corn reason potato often four saw five veggie rating yellow kettle rate salty general	-1	 neutral</s>
star corn reason potato salty often five veggie main rating kettle extract rate general carrot	-2	 rather yes. The words can be generally grouped
star fruit especially juice orange mind soda con instant substitute espresso five raspberry decent total	1	 neutral</s>
star fruit pretty juice gift orange mind soda instant espresso five substitute raspberry decent especially	-1	 neutral</s>
star fruit pretty juice gift orange mind soda instant five espresso substitute raspberry decent especially	-1	 neutral</s>
star fruit pretty juice gift orange mind soda instant five espresso substitute raspberry decent via	-2	 neutral</s>
star fruit pretty juice gift orange soda mind instant espresso raspberry decent five especially substitute	1	 neutral</s>
star fruit pretty juice gift orange soda mind instant espresso raspberry five decent substitute especially	-1	 neutral</s>
star fruit pretty juice orange gift soda mind instant espresso raspberry five decent especially substitute	1	 neutral</s>
star potato corn often salty veggie reason kettle addictive garden rating carrot trap earth's sesame	2	 rather yes. The words can be grouped into
star potato corn salty often veggie reason kettle addictive rating garden trap sesame saw carrot	1	 rather yes. The words can be generally grouped
star pretty fruit juice cut orange mind soda instant espresso exactly raspberry decent five substitute	0	 neutral</s>
star sometimes caffeine hop five child office gelatin calm program terrific golden heck joint carbonate	-1	 neutral</s>
star sometimes caffeine hop five child office gelatin program terrific golden joint heck carbonate neighbor	-2	 neutral</s>
star sometimes caffeine hop five child office gelatin terrific program calm golden heck joint carbonate	-1	 neutral</s>
station cramer clayton tool uunet mine phone optilink option free module consent plot design service	-2	 rather yes</s>
station cramer uunet mine clayton option optilink consent service phone relations homosexual oracle pyram mutual	-2	 neutral</s>
steve copy thor electronics libertarian steveh hendricks fail tamu measure eliminate regulation limited protection free	-2	 neutral</s>
steve copy thor electronics libertarian steveh measure hendricks tamu fail bell regulation limited protection eliminate	-2	 neutral</s>
steve libertarian thor vice steveh blow hendricks dream beauchaine bobbe sink eliminate regulation rally fail	-1	 neutral</s>
steve thor libertarian vice steveh benefit hendricks blow smith cell beauchaine bobbe uucp fail regulation	-2	 neutral</s>
steve thor libertarian vice uucp steveh benefit cell hendricks beauchaine bobbe blow fail smith regulation	-2	 neutral</s>
steve thor vice libertarian print uucp steveh cell benefit hendricks beauchaine bobbe blow fail regulation	-2	 neutral</s>
steve thor vice libertarian print uucp steveh cell benefit hendricks beauchaine bobbe blow regulation fail	-2	 neutral</s>
steve thor vice libertarian uucp steveh cell benefit hendricks beauchaine bobbe print blow fail regulation	-2	 neutral</s>
stratus modem port serial company bill batf packet block news talk connect baud fire clinton	-2	 neutral  This word set includes a mix of
strong highly cherry twice stronger slight sick think chamomile san mostly clam although people pricing	-2	 neutral</s>
strong highly flavorful twice cherry stronger slight wake san chamomile clam pricing weaker shake bay	-2	 neutral</s>
strong highly prefer cherry replacement stronger there's slight intense subtle create kona san chamomile although	-2	 neutral</s>
strong highly prefer cherry stronger replacement intense slight there's chamomile san kona create weak clam	-2	 neutral</s>
strong highly prefer cherry stronger replacement intense slight there's chamomile san kona weak people clam	-1	 neutral</s>
strong highly prefer cherry stronger replacement intense slight there's create san chamomile kona subtle weak	-1	 neutral</s>
strong highly prefer cherry stronger replacement intense slight there's create subtle kona san chamomile anyone	-2	 neutral</s>
strong highly prefer there's cherry replacement stronger subtle slight intense create although instead mostly san	-1	 neutral</s>
strong highly prefer there's cherry replacement stronger subtle slight mostly intense create wake pleasant san	-2	 neutral</s>
strong highly twice cherry mostly stronger produce sick slight chamomile san pricing clam weaker bay	-1	 neutral</s>
strong highly twice cherry stronger sick slight mostly chamomile san clam wake pricing weaker shake	-2	 neutral</s>
strong highly twice cherry stronger sick slight mostly think chamomile san although clam pricing bay	-2	 neutral</s>
strong highly twice cherry stronger slight sick mostly think chamomile san although clam pricing people	-2	 neutral</s>
strong highly twice cherry stronger slight sick think chamomile mostly san although clam people pricing	-2	 neutral</s>
strong highly twice cherry stronger slight sick think chamomile san mostly although clam people pricing	-2	 neutral</s>
strong prefer bold medium cherry ginger stronger orange kona chamomile bitterness intense wake cola slight	1	 neutral</s>
strong prefer bold medium ginger cherry stronger orange kona chamomile wake slight cola intense bitterness	-1	 rather yes</s>
strong prefer bold orange ginger medium people weak shake cherry stronger subtle intense bitterness slight	-2	 neutral</s>
strong prefer bold orange ginger medium shake weak cherry replacement stronger subtle bitterness intense wake	-2	 neutral</s>
strong prefer bold orange ginger medium shake weak cherry stronger subtle intense bitterness slight twice	-2	 neutral</s>
strong prefer bold orange ginger medium shake weak cherry stronger subtle people intense bitterness slight	0	 neutral</s>
strong prefer bold orange ginger people medium weak shake cherry stronger subtle bitterness intense slight	-2	 neutral</s>
strong prefer bold orange ginger people medium weak shake cherry stronger subtle bitterness intense think	0	 neutral</s>
strong prefer bold orange ginger people medium weak shake cherry stronger subtle bitterness think intense	-2	 neutral</s>
strong prefer bold people orange ginger medium weak shake cherry mostly twice stronger subtle bitterness	0	 neutral</s>
strong prefer people bold orange ginger medium weak cherry shake twice stronger subtle bitterness still	2	 neutral</s>
strong prefer people bold orange ginger medium weak shake cherry stronger twice subtle bitterness still	-2	 neutral</s>
stuff coconut amaze cream ice must tell cannot told spread wow everyday admit share absolute	-2	 rather yes</s>
stuff coconut case health tell difference believe cannot benefit notice care horrible told pure far	-1	 neutral</s>
stuff coconut case health tell difference believe cannot notice benefit please care fact pure horrible	-1	 neutral</s>
stuff coconut case health tell difference cannot believe benefit notice horrible care told pure far	-2	 neutral</s>
stuff coconut case health tell difference cannot believe far benefit notice care pure horrible told	-2	 neutral</s>
stuff coconut case health tell difference please benefit weight immediately lose realize process cause care	-2	 rather yes. The words "stuff," "
stuff coconut case health tell weight difference please benefit immediately lose realize cause process formula	2	 rather yes. The words "stuff," "
stuff coconut case health weight tell difference please benefit con include lose immediately cause realize	-2	 rather yes</s>
stuff coconut cream ice cannot tell benefit everyday wow told health jelly amaze face pomegranate	-1	 neutral</s>
stuff coconut cream ice health cannot tell benefit told wow everyday jelly must admit pomegranate	-1	 neutral</s>
stuff coconut cream ice tell cannot told pure wow everyday face bpa jelly pomegranate absolute	-2	 neutral</s>
stuff coconut difference benefit tell face everyday wow told cannot health cappuccino munch notice help	-2	 rather yes</s>
stuff coconut difference tell benefit told cannot face everyday wow health cappuccino improve munch notice	0	 rather yes</s>
stuff coconut difference tell benefit told face everyday wow cannot health cappuccino munch improve notice	-1	 rather yes</s>
stuff coconut far health tell difference cannot benefit believe please pure realize horrible many face	0	 neutral</s>
stuff coconut health tell believe difference cannot care please notice benefit fact pure horrible case	-2	 neutral</s>
stuff coconut health tell difference please cannot benefit weight believe lose immediately friend notice realize	-1	 rather yes</s>
stuff coconut tell difference cannot told benefit face wow everyday improve munch admit skin pure	-1	 neutral</s>
stuff coconut tell difference cannot told benefit face wow everyday improve pure skin munch admit	-2	 neutral</s>
stuff coconut tell difference cannot told face wow everyday pure improve benefit skin munch comparison	-2	 rather yes</s>
stuff coconut tell difference cannot told face wow everyday pure improve munch dad admit erably	-2	 neutral</s>
stuff cream ice bpa jelly face benefit cannot told woman wow poor class munch pregnancy	-2	 rather yes</s>
stuff far coconut friend health tell difference cannot please believe benefit pure realize horrible share	0	 rather yes</s>
stuff far coconut health tell difference believe cannot please benefit pure realize many horrible fact	-1	 rather no.</s>
stuff save hand market wife subscribe drop addict today square enough delighted dad grove haribo	-2	 neutral</s>
stuff save hand market wife subscribe today drop addict square delighted dad grove skeptical we'll	-1	 neutral</s>
stuff save hand market wife subscribe today drop addict square delighted dad we'll grove skeptical	-2	 neutral</s>
stuff save hand wife subscribe market drop addict today enough square delighted dad grove haribo	-2	 neutral</s>
stup live maybe somebody mouse helmet stuff andy remember folks getting guess else carry safety	-2	 neutral</s>
stup live maybe somebody stuff helmet mouse andy folks remember getting guess else carry pretty	-1	 neutral</s>
stup maybe live somebody stuff folks helmet pretty else guess remember anyway getting andy love	-2	 neutral</s>
stup newsreader listen phone walker intercon amanda wait distribution hell cheap next ohio easy talk	-2	 neutral</s>
stup newsreader phone listen wait walker intercon amanda distribution cheap next talk easy traffic corporation	-2	 neutral</s>
stup newsreader phone wait listen walker intercon amanda cheap distribution talk traffic next corporation easy	-2	 neutral</s>
stup newsreader walker intercon listen amanda hell phone distribution wait ohio next cheap easy money	-2	 rather yes. The words "stup newsreader
suck west bank thought agree joke carry stup fake cause inhabitant cover tire ling land	-2	 neutral</s>
sure sauce serve meal bowl soy dish content consistency thick dinner simple cooked sprinkle restaurant	2	 rather yes</s>
sure they're that's couple whole maybe part mine ate open someone pouch share con pretzel	-2	 neutral</s>
sure they're that's couple whole part mine ate maybe someone open pouch share con pretzel	0	 neutral</s>
sure whole that's they're couple ate mine someone pouch return share unless pretzel wow school	-2	 neutral</s>
sure whole that's they're maybe couple part mine ate someone pouch discover share unless con	-2	 neutral</s>
sweet bar crunchy granola crunch yogurt combination raisin flake almond cranberry nutritious overly tooth sugary	2	 rather yes. The words can be generally grouped
sweet bar crunchy granola crunch yogurt combination raisin flake overly almond cranberry nutritious sugary tooth	2	 rather yes</s>
sweet bar crunchy granola crunch yogurt combination raisin flake overly almond cranberry nutritious tooth sugary	2	 rather yes</s>
sweet bar crunchy granola crunch yogurt combination raisin flake overly almond nutritious cranberry sugary tooth	2	 rather yes. The words can be grouped into
sweet bar crunchy granola crunch yogurt raisin combination flake snack cereal almond cranberry nutritious tooth	2	 rather yes. The words can be generally grouped
sweet bar crunchy granola crunch yogurt raisin combination snack flake cereal almond cranberry nutritious tooth	2	 rather yes. The words can be grouped into
sweet bar crunchy granola yogurt raisin flake cranberry nutritious overly tooth blueberry bran cluster wafer	0	 rather yes. The words can be grouped into
sweet bar milk cereal texture yummy cinnamon granola kind strawberry crunchy soft blueberry crunch whole	0	 rather yes. This word set is related to food
sweet bar milk cereal texture yummy cinnamon granola strawberry crunchy soft blueberry kind almond yogurt	2	 rather yes. The words can be grouped into
sweet bar milk cereal texture yummy cinnamon kind granola strawberry soft crunchy blueberry crunch whole	1	 rather yes. The words can be generally grouped
sweet bar milk cereal texture yummy kind cinnamon granola strawberry chewy soft whole crunch blueberry	1	 rather yes. The words can be grouped into
sweet bar perfect milk fruit texture granola yummy crunchy cinnamon blueberry strawberry yogurt flake soft	2	 rather yes. The words can be grouped into
sweet bar perfect milk fruit texture yummy granola cinnamon crunchy blueberry strawberry yogurt flake tart	2	 rather yes. The words can be grouped into
sweet bar perfect milk texture yummy soft cinnamon plain granola strawberry yogurt blueberry combination addict	2	 rather yes. The words can be grouped into
sweet delicious bar milk cereal texture fruit nut definitely perfect yummy almond cinnamon oatmeal fill	2	 rather yes. The words mainly revolve around food
sweet delicious bar milk cereal texture nut almond yummy cinnamon fill granola strawberry chewy caramel	2	 rather yes. The words can be grouped into
sweet delicious bar milk cereal texture nut almond yummy cinnamon fill oatmeal cocoa granola strawberry	2	 rather yes. The words mainly revolve around food
sweet delicious bar milk cereal texture nut almond yummy cinnamon fill oatmeal granola strawberry chewy	2	 rather yes. The words can be grouped into
sweet delicious bar milk cereal texture nut almond yummy cinnamon granola fill strawberry chewy caramel	2	 rather yes. The words mainly revolve around food
sweet delicious bar milk cereal texture nut almond yummy cinnamon oatmeal fill granola chewy caramel	2	 rather yes. The words can be grouped into
sweet delicious bar milk cereal texture nut almond yummy cinnamon oatmeal fill granola strawberry chewy	2	 rather yes. The words mainly revolve around food
sweet delicious bar milk cereal texture nut almond yummy fill cinnamon oatmeal granola strawberry breakfast	2	 rather yes. The words mainly revolve around the
sweet delicious bar milk cereal texture nut fruit definitely perfect yummy almond cinnamon fill oatmeal	2	 rather yes. This word set is mostly related to
sweet delicious bar milk cereal texture nut yummy almond fill cinnamon oatmeal definitely granola strawberry	2	 rather yes. The words mainly revolve around food
sweet enjoy right candy amount quick cold refresh sweetness summer mango plain beverage ant way	0	 neutral</s>
sweet right candy enjoy amount quick refresh cold sweetness mango plain summer think beverage ant	-2	 rather yes. The words "sweet," "
sweet right candy quick amount enjoy refresh sweetness cold mango summer think plain ant chunk	1	 neutral</s>
sweet right enjoy candy amount quick cold refresh sweetness summer plain mango beverage think ant	2	 neutral</s>
sweet snack bar cooky cereal fruit butter peanut nut cookie cracker almond apple crunchy oatmeal	0	 rather yes. The words can be grouped into
sweet snack bar milk cereal fruit cooky butter delicious peanut texture nut cookie healthy cracker	2	 rather yes. The words can be generally grouped
switch input signal audio circuit helmet level output voltage noise build relay receiver plastic frequency	2	 rather yes. This word set can be related to
switch input signal audio circuit helmet output level voltage build radio relay receiver noise frequency	2	 rather yes. This word set is related to electron
