,true,model_extracted,task,true_num,classification_metric
2890,bad,2,regular serve per red spicy pepper single fan option heat alternative kick fry overpower alone,-2,1
2891,bad,2,regular serve per red spicy pepper single heat option however kick alternative cheaper fry overpower,-2,1
2892,good,2,regular serve per red spicy pepper single option heat alternative kick fan fry overpower bbq,2,1
2893,good,2,regular serve per red spicy pepper single option heat alternative kick fan fry overpower however,2,1
2894,good,-2,religion argument ence belief assume atheist statement sense cannot view religious nothing existence doubt prove,2,0
2895,bad,2,religion asking faith belief sensor others child daughter ford model father word proof away wife,-2,1
2896,good,2,religion atheist argument atheism religious belief ence existence statement faith universe view christianity definition risc,2,1
2897,good,2,religion atheist argument belief ence religious atheism existence statement faith therefore cause cannot universe view,2,1
2898,good,2,religion atheist argument religious atheism ence belief existence faith universe statement christianity islam risc theist,2,1
2899,good,2,religion atheist atheism belief religious existence argument statement ence universe faith cause strong sense wrong,2,1
2900,good,-2,religion atheist atheism religious belief existence universe risc strong cause statement means theist instruction nothing,2,0
2901,good,2,religion atheist atheism religious belief faith strong theist universe command saturn position cause response statement,2,1
2902,good,2,religion atheist atheism religious belief faith strong theist universe existence saturn christianity position cause statement,2,1
2903,good,2,religion atheist belief argument atheism religious existence ence statement faith cause universe sense therefore wrong,2,1
2904,good,2,religion atheist belief religious atheism faith christianity existence strong theist universe follow become convert accept,2,1
2905,good,2,religion atheist belief religious atheism faith christianity existence strong universe follow theist become accept statement,2,1
2906,good,2,religion atheist belief religious atheism faith christianity existence strong universe theist become follow convert statement,2,1
2907,good,2,religion atheist belief religious atheism faith christianity existence strong universe theist follow become convert accept,2,1
2908,good,2,religion atheist belief religious atheism faith christianity existence strong universe theist follow become statement accept,2,1
2909,good,2,religion atheist belief religious faith atheism christianity existence follow strong universe theist become statement accept,2,1
2910,good,2,religion atheist belief religious faith atheism christianity existence strong follow universe theist become accept bible,2,1
2911,bad,-2,religion atheist check atheism message monitor email center following religious subject application command send access,-2,0
2912,good,-2,religion belief atheist atheism existence christianity faith ence cannot universe truth religious argument accept strong,2,0
2913,bad,2,religion belief atheist atheism faith existence ence religious christianity argument cannot statement universe strong prove,-2,1
2914,good,2,religion belief atheist ence argument atheism faith christianity existence religious cannot statement universe prove truth,2,1
2915,good,2,religion belief atheist ence atheism argument faith existence christianity religious cannot statement universe prove truth,2,1
2916,good,-2,religion belief atheist faith atheism existence christianity religious ence cannot argument universe statement nature follow,2,0
2917,good,-2,religion belief atheist faith atheism existence christianity religious ence cannot argument universe statement strong nature,2,0
2918,good,2,religion belief atheist faith atheism existence christianity religious ence cannot argument universe strong truth nature,2,1
2919,good,2,religion muslim islam religious christianity follow kent sandvik woman newton islamic apple bobby activity mozumder,2,1
2920,bad,-2,religion port batf serial bill company stratus public country able clinton news talk modem washington,-2,0
2921,good,-2,religion religious atheist atheism command cycle prof boot ford saturn everything symposium profit response dealer,2,0
2922,good,2,religion religious christianity follow islam utexas woman muslim sandvik kent newton islamic bobby activity apple,2,1
2923,good,-2,religion religious utexas follow woman islam christianity muslim evil bobby discus islamic deny thought ccwf,2,0
2924,good,-2,religion religious utexas follow woman islam muslim evil discus bobby ccwf human truth ignore heart,2,0
2925,good,-2,religion religious utexas follow woman islam muslim evil discus bobby christianity human ccwf truth thought,2,0
2926,bad,2,religion utexas religious follow woman islam muslim discus evil bobby truth ccwf human rochester heart,-2,1
2927,bad,-2,remember andrew face reading dave reduce risc instruction duke intel instructions icon clone dear powerbook,-2,0
2928,bad,-2,remember andrew face reading risc reduce instruction duke intel instructions clone dave dear powerbook architecture,-2,0
2929,bad,-2,remember duke risc reduce intel instruction face andrew road reading cica clone architecture instructions address,-2,0
2930,good,-2,request address militia amendment bear send arms constitution shall mailing organize regulate expo free receive,2,0
2931,bad,-2,request address militia amendment bear send arms constitution shall mailing organize regulate free expo sentence,-2,0
2932,bad,-2,request address militia bear amendment send arms constitution shall mailing organize regulate receive expo free,-2,0
2933,bad,-2,request address send bear militia amendment constitution arms receive shall mailing free organize regulate expo,-2,0
2934,bad,-2,request amendment militia bear shall constitution arms mailing regulate organize send free liberty standing infringe,-2,0
2935,bad,-2,request amendment militia bear shall constitution arms mailing send regulate organize liberty standing free infringe,-2,0
2936,bad,-2,request militia amendment arms bear address constitution send shall regulate organize free sentence receive form,-2,0
2937,bad,-2,request militia amendment bear address arms constitution send shall receive organize regulate free mailing sentence,-2,0
2938,bad,-2,request militia amendment bear arms address constitution send shall organize regulate free mailing sentence receive,-2,0
2939,bad,-2,request militia amendment bear arms constitution send shall address regulate organize sentence free mailing infringe,-2,0
2940,bad,-2,request militia amendment bear arms constitution shall send mailing address regulate organize expo free sentence,-2,0
2941,good,2,research center april health national medical washington report institute cancer department among page virginia child,2,1
2942,bad,2,research center april medical health national report nasa washington cancer institute virginia page among disease,-2,1
2943,good,2,research center april medical health national report washington institute cancer nasa disease virginia page child,2,1
2944,good,2,research center april washington national health medical report institute department cancer among page child virginia,2,1
2945,bad,2,research center internet phone office email virginia institute north national computing department technology film organization,-2,1
2946,bad,-2,research center internet phone office virginia email north computing institute national film nasa cray contact,-2,0
2947,good,2,research center nasa april medical health national report cancer virginia washington page institute volume among,2,1
2948,bad,2,research center nasa medical april health report national cancer virginia page volume washington newsletter office,-2,1
2949,good,2,research center washington april national health report institute medical department among page child virginia office,2,1
2950,bad,2,research center washington april national health report medical institute department among page child virginia office,-2,1
2951,good,2,research center washington april national report health institute medical department among child page virginia study,2,1
2952,good,2,research center washington april national report institute health medical department among virginia page child study,2,1
2953,bad,-2,research design cost market technology project small development launch radio engineering institute quality center station,-2,0
2954,good,2,research phone center organization technology office institute department national email engineering conference contact computing virginia,2,1
2955,good,2,research technology project cost radio design station development build engineering phone science commercial market center,2,1
2956,good,2,research technology radio cost project design station engineering development build center science launch institute market,2,1
2957,good,-2,research technology radio cost project design station engineering development build science center launch market institute,2,0
2958,good,2,research technology radio cost project station design engineering development center science launch build national institute,2,1
2959,bad,-2,review know smell bad i'll people think disappointed since read reviewer open write reason base,-2,0
2960,bad,-2,review know smell bad say i'll since read think reviewer people open seal see though,-2,0
2961,bad,-2,review know smell bad say i'll since think read people reviewer open seal see though,-2,0
2962,bad,-2,review know smell bad say i'll since think read reviewer people open seal see though,-2,0
2963,good,-2,review see another disappointed read value similar reviewer base call experience write reading comment negative,2,0
2964,good,-2,review see disappointed read reviewer call similar base label write another reading saw comment note,2,0
2965,good,-2,review see disappointed read value another reviewer similar base call label write reading comment note,2,0
2966,bad,-2,review see disappointed reviewer call say similar write base open reading another read mail sure,-2,0
2967,bad,-2,review see disappointed reviewer call similar read base write label reading another comment saw sure,-2,0
2968,good,-2,review see disappointed reviewer call similar read base write label reading another say comment sure,2,0
2969,good,-2,review see disappointed reviewer call similar write say base read reading another label comment sure,2,0
2970,bad,-2,review smell bad know i'll people disappointed since read think reviewer open agree base write,-2,0
2971,bad,-2,review smell bad know i'll since disappointed people read open think reviewer seal thought reading,-2,0
2972,bad,-2,review smell bad know i'll since people disappointed think read reviewer open seal though agree,-2,0
2973,bad,-2,review smell bad know i'll since people disappointed think read reviewer open seal though reading,-2,0
2974,good,-2,review smell though bad pretty may might i'll compare read must similar reviewer base overall,2,0
2975,bad,-2,rice absolutely grain there's process soon terrible satisfied experience replace wild sticky disgust lol freshness,-2,0
2976,good,2,rice add soup gum cook pasta brown chicken stuff noodle wish review dish beef recipe,2,1
2977,bad,2,rice meal bowl ginger content picky label brown dinner sprinkle eater fairly cooked thai contain,-2,1
2978,good,2,rice meal bowl ginger content picky label dinner contain sprinkle brown eater fairly cooked thai,2,1
2979,good,2,rice meal bowl ginger content picky label dinner sprinkle brown eater fairly cooked contain thai,2,1
2980,good,2,rice meal content ginger contain dinner sprinkle cooked thai fairly snap they've firm palm stew,2,1
2981,good,2,rice meal ginger content contain picky dinner sprinkle label eater cooked fairly thai snap reorder,2,1
2982,good,2,rice meal ginger content contain picky sprinkle dinner eater label cooked thai fairly serve snap,2,1
2983,good,2,rice meal ginger content contain picky sprinkle dinner label eater cooked fairly thai snap serve,2,1
2984,good,2,rice meal ginger content contain picky sprinkle dinner label eater cooked thai fairly serve snap,2,1
2985,good,2,rice meal ginger content contain sprinkle dinner cooked thai snap breast brown they've fairly chicken,2,1
2986,good,2,rice meal ginger content contain sprinkle dinner cooked thai snap they've fairly breast palm brown,2,1
2987,good,2,rice meal ginger content contain sprinkle dinner cooked thai snap they've fairly palm breast might,2,1
2988,good,2,rice meal ginger content picky contain bowl label dinner sprinkle eater fairly cooked brown thai,2,1
2989,good,2,rice meal ginger content picky contain dinner label sprinkle eater bowl fairly cooked thai brown,2,1
2990,good,2,rice meal ginger content picky contain dinner sprinkle label eater cooked fairly thai snap reorder,2,1
2991,good,2,rice season tomato tuna pea steak fudge hol mustard wasabi usa bubble oreo creme trader,2,1
2992,good,2,rice season tomato tuna steak pea fudge hol mustard wasabi bubble usa cookie oreo creme,2,1
2993,good,-2,rice season tuna pea steak fudge mustard wasabi usa bubble oreo trader sardine gooey fig,2,0
2994,good,2,rice soup chicken gum noodle cooked pork season cook steak mustard curry bubble usa broth,2,1
2995,good,-2,rice soup pasta noodle service customer tuna vendor country hol wasabi usa pea bubble birthday,2,0
2996,good,-2,right bean candy quick refresh grind mango beverage sweetness ant pineapple cold antiox unique grinder,2,0
2997,bad,-2,right calorie bean low amount candy fat light high content sodium small refresh mango carbs,-2,0
2998,good,-2,right calorie bean low amount fat candy high light content sodium carbs small mango weight,2,0
2999,good,-2,right calorie bean low amount fat candy high light content sodium small mango carbs carb,2,0
3000,good,-2,right calorie bean low amount fat candy high light content sodium weight carbs lower mango,2,0
3001,good,-2,right calorie bean low amount fat candy high light content sodium weight lower carbs mango,2,0
3002,good,-2,right calorie bean low fat candy amount high small content sodium serve lower carbs prov,2,0
3003,bad,-2,right candy enjoy amount refresh summer quantity chunk unique think sweet ant plain outstanding antiox,-2,0
3004,bad,-2,right enjoy bean candy amount quick refresh cold sweetness mango beverage summer quantity warm grind,-2,0
3005,bad,-2,risc week driver instruction spacecraft picture large adaptec mode next orbit cause memory blah rose,-2,0
3006,bad,-2,risc week picture large instruction adaptec rose spacecraft blah reduce timer gain cause memory architecture,-2,0
3007,bad,-2,roast com blend www http chip href brew keurig k-cups bold pod french starbucks k-cup,-2,0
3008,good,-2,roast com www http href keurig bold pod k-cup k-cups grey brewer earl blend gelatin,2,0
3009,bad,-2,roast com www http href keurig k-cups bold pod k-cup decaf chai espresso mountain grey,-2,0
3010,bad,-2,roast com www http href keurig k-cups bold pod k-cup decaf chai mountain grey brewer,-2,0
3011,good,-2,roast cup bean keurig k-cups bold brew pod french k-cup starbucks machine espresso dark blend,2,0
3012,bad,-2,roast dark bit full away long rich half flavorful miss person extremely noodle lover ground,-2,0
3013,bad,-2,roast dark full bit away long rich half flavorful miss person noodle extremely lover ground,-2,0
3014,bad,-2,roast dark full rich flavorful extremely double pick count drank consistently selection odd delicate sumatra,-2,0
3015,bad,-2,roast www http href com keurig bold pod k-cup k-cups mountain grey brewer earl blend,-2,0
3016,bad,-2,roast www http href com keurig k-cups bold pod k-cup mountain grey brewer earl blend,-2,0
3017,bad,-2,robert carry fast speed week weapon chicago application processor anyway move mouse tool distribution powerpc,-2,0
3018,bad,-2,robert chicago carry speed week fast processor info anyway weapon member jason wait powerpc away,-2,0
3019,bad,-2,robert chicago jason education pretty univ remember somebody anymore info weird shaft everybody member love,-2,0
3020,bad,-2,robert chicago jason info education member pretty uchicago anyway fast univ week remember veal weird,-2,0
3021,bad,-2,robert chicago jason pretty education univ somebody remember anymore everybody weird shaft laugh love info,-2,0
3022,bad,-2,rule entry test output define section return check size count build author remark larry open,-2,0
3023,bad,-2,rule entry test output define section return size check count build author larry remark open,-2,0
3024,bad,-2,rule entry test output define section size check count return build author remark larry open,-2,0
3025,bad,-2,rutgers kaldis child koresh easter michael radio homosexual ence trial witness georgia germany theodore covington,-2,0
3026,bad,-2,ryan story stephen wave canada indiana smoke ottawa mike danny funny udel guess result gibson,-2,0
3027,bad,-2,ryan wave story stephen indiana guess ottawa smoke danny coming canada mike udel previous gibson,-2,0
3028,bad,-2,ryan wave story stephen indiana ottawa smoke guess canada danny mike coming udel funny gibson,-2,0
3029,bad,-2,saffron stevia lavender dang soap erythritol freshly bad ive cool sweeten salad jambalaya bloating mess,-2,0
3030,bad,-2,sale monitor offer copy beck andre sell price dresden looking sequence machine distribution upgrade running,-2,0
3031,good,-2,sale offer sell condition price asking copy brand title distribution sequence andre beck utility upgrade,2,0
3032,good,2,salt bean dish cooking sea kitchen gourmet pork table basic grinder rind jamaica cook stew,2,1
3033,good,2,salt bean dish cooking sea kitchen gourmet table pork basic additional grinder rind learn palate,2,1
3034,good,2,salt bean dish ground sea kitchen gourmet pork table basic rind grinder jamaica marley shaker,2,1
3035,good,2,salt bean dish ground sea kitchen gourmet table pork basic rind jamaica grinder marley additional,2,1
3036,good,-2,salt bean dish kitchen pork gourmet sea ground rind cooking amount jamaica grinder basic actually,2,0
3037,good,2,salt bean dish sea cooking pork kitchen gourmet rind table grinder basic amount cook process,2,1
3038,good,2,salt bean dish sea cooking pork kitchen gourmet rind table grinder basic process jamaica cook,2,1
3039,bad,2,salt bean dish sea kitchen gourmet ground pork basic rind grinder jamaica marley shaker collection,-2,1
3040,good,2,salt bean dish sea kitchen gourmet pork ground basic rind grinder jamaica marley shaker collection,2,1
3041,good,2,salt bean dish sea kitchen gourmet pork ground rind basic grinder jamaica marley cooking shaker,2,1
3042,bad,-2,saturn liar nasa fool crazy dealer gsfc lunatic columbia wrong caltech price advertising billboard lawrence,-2,0
3043,bad,-2,saturn liar nasa fool crazy dealer lunatic natural wrong gsfc caltech columbia price advertising billboard,-2,0
3044,bad,-2,saturn liar nasa natural crazy fool dealer wrong lunatic canon caltech price columbia gsfc honda,-2,0
3045,bad,-2,saturn liar nasa wrong canon moral natural lunatic crazy away price morality dealer bible fool,-2,0
3046,bad,-2,saturn nasa liar fool crazy dealer gsfc lunatic columbia lawrence advertising dealy billboard marketing price,-2,0
3047,good,2,sauce cheese bread recipe spicy season cake salad egg flour chili tomato baking fry stir,2,1
3048,good,2,sauce cheese bread salad flour chili baking stir garlic pancake dip dress pork pizza mill,2,1
3049,bad,2,sauce cheese bread salad flour chili garlic pancake stir dress baking pork pizza mill waffle,-2,1
3050,good,2,sauce cheese bread salad flour chili stir garlic pancake dip baking dress pork pizza mill,2,1
3051,good,2,sauce cheese recipe bread spicy cook season cake salad egg bake chicken flour chili tomato,2,1
3052,good,2,sauce regular serve per save hot bit red spicy pepper ounce subscribe option heat chili,2,1
3053,good,2,sauce rice meal cook noodle dish soy dinner cooked thick brown sprinkle restaurant cooking simple,2,1
3054,good,2,sauce rice meal cook soy dish thick brown dinner cooked simple sprinkle cooking restaurant kitchen,2,1
3055,good,2,sauce rice meal cook soy dish thick dinner cooked brown simple sprinkle consistency restaurant slice,2,1
3056,good,2,sauce rice meal dish soy thick dinner cooked sprinkle restaurant cook thai pea cooking brown,2,1
3057,bad,2,sauce serve per regular save hot red bit spicy pepper ounce subscribe heat option single,-2,1
3058,bad,2,sauce serve regular per save bit hot red spicy pepper ounce subscribe heat option single,-2,1
3059,good,2,sauce serve rice dish meal sprinkle content soy cooked contain dinner restaurant thai ginger brown,2,1
3060,good,2,sauce serve spicy pepper hot subscribe heat save chili fry sour thai greasy asian sugar-free,2,1
3061,good,2,sauce spicy apple noodle pepper heat kick chili lime restaurant hot wasabi bbq asian overly,2,1
3062,good,2,sauce spicy apple pepper noodle heat kick chili hot restaurant lime tomato wasabi bland bbq,2,1
3063,good,2,sauce spicy noodle heat kick chili restaurant lime pepper hot wasabi asian bbq ramen salsa,2,1
3064,good,2,sauce spicy noodle heat kick chili restaurant lime pepper wasabi asian hot soy taco ramen,2,1
3065,good,2,sauce spicy noodle heat kick chili restaurant lime wasabi pepper asian jasmine bbq taco soy,2,1
3066,good,2,sauce spicy noodle heat kick chili restaurant pepper lime wasabi asian hot soy taco indian,2,1
3067,good,2,sauce spicy noodle heat kick chili restaurant pepper lime wasabi asian hot soy taco ramen,2,1
3068,good,2,sauce spicy noodle heat kick restaurant lime chili pepper hot wasabi asian bbq ramen jasmine,2,1
3069,good,2,sauce spicy noodle heat kick restaurant lime pepper hot chili asian wasabi ramen bbq jasmine,2,1
3070,good,2,sauce spicy noodle kick heat lime restaurant hot pepper chili asian ramen jasmine wasabi bbq,2,1
3071,good,2,sauce spicy pepper apple noodle heat kick chili lime hot restaurant wasabi bbq asian tomato,2,1
3072,bad,-2,say can't almond blue wait cocoa magnesium cause beat diamond nutrient rda blood body girl,-2,0
3073,bad,-2,say can't almond blue wait cocoa magnesium ounce beat diamond blood reminds nutrient rda cause,-2,0
3074,bad,-2,say can't regular least wait cocoa beat alot needle yorkshire stem imagine one's mean string,-2,0
3075,bad,-2,say can't run least believe wait four cocoa dont iced personally alot watery needle canister,-2,0
3076,bad,-2,say can't run least believe wait four cocoa iced dont personally alot steep watery needle,-2,0
3077,bad,-2,say can't run least wait cocoa four iced dont believe personally alot watery know needle,-2,0
3078,bad,-2,say can't run wait cocoa iced dont bone least four know alot personally sure beat,-2,0
3079,bad,-2,say can't run wait cocoa iced dont least four alot know personally bone watery sure,-2,0
3080,bad,-2,say can't run wait cocoa iced dont least four know alot personally believe watery sure,-2,0
3081,bad,-2,say can't run wait least cocoa iced four dont personally alot know believe watery canister,-2,0
3082,bad,-2,say feel pretty star worth money that's juice especially orange mind soda waste five instant,-2,0
3083,good,-2,say feel pretty star worth money that's juice orange especially mind soda waste five instant,2,0
3084,bad,-2,say know review smell bad i'll see read think since reviewer dec open mention seal,-2,0
3085,good,-2,say review think smell still bad open people i'll however maybe since know half reviewer,2,0
3086,bad,-2,say think review still smell bad open people i'll maybe know since however see read,-2,0
3087,bad,-2,say think review still smell bad open people know i'll maybe since however see read,-2,0
3088,bad,-2,say think still review smell bad however open people i'll maybe half may since reviewer,-2,0
3089,bad,-2,say think still review smell bad open people i'll maybe know since however see read,-2,0
3090,bad,-2,say way without think though fine yes ton warn doubt meant let's title pastry sneak,-2,0
3091,bad,-2,say way without though fine think yes still ton warn doubt felt people meant either,-2,0
3092,bad,-2,say way without though fine think yes still ton warn doubt meant either felt people,-2,0
3093,bad,-2,say way without though think fine yes ton warn doubt meant let's title pastry either,-2,0
3094,bad,-2,say way without though think fine yes ton warn doubt still meant either let's parent,-2,0
3095,bad,-2,say without way fine though think still yes ton felt may warn doubt people meant,-2,0
3096,bad,2,science dseg current result skndiv pyron several driver else three scsi public mark window distribution,-2,1
3097,good,-2,science dseg pyron scientific skndiv result hypothesis current food mark else experiment rational process surprise,2,0
3098,good,2,science dseg scientific result hypothesis experiment theory pyron current gene skndiv rational process pilot organization,2,1
3099,good,2,science dseg scientific result hypothesis pyron experiment theory skndiv rational process lady organization current surprise,2,1
3100,bad,-2,science encryption orbit pres nasa thought maybe result standard earth hand clinton disk probe distribution,-2,0
3101,good,-2,science holland cult compass study tempest investigation methodology nixon psychology department star left colostate scientific,2,0
3102,good,2,science holland probe study earth orbit mission cult clinton lunar methodology scientific star pres tempest,2,1
3103,good,-2,science moral objective morality theory result keith scientific frank animal study values whether wrong natural,2,0
3104,good,2,science moral objective study morality disease result theory doctor natural scientific food animal values frank,2,1
3105,good,-2,science moral objective theory morality keith result scientific frank animal values wrong whether study natural,2,0
3106,bad,2,science moral study objective morality result theory scientific animal natural values frank disease food keith,-2,1
3107,good,-2,science objective frank values morality truth scientific value result wrong word basis body scientist explain,2,0
3108,good,-2,science objective frank values truth scientific morality absolute result value basis knowledge wrong reality scientist,2,0
3109,good,2,science orbit probe mission lunar earth holland clinton study pres cult scientific nasa mars hand,2,1
3110,bad,-2,science result moral objective frank wrong keith morality knowledge certain scientific agree whether thinking values,-2,0
3111,good,2,science scientific dseg theory experiment result hypothesis lady pyron rational organization skndiv process scientist russell,2,1
3112,good,2,science scientific theory dseg experiment result lady scientist hypothesis methodology rational russell study organization pyron,2,1
3113,good,2,science scientific theory dseg experiment result lady scientist hypothesis rational russell organization pyron process research,2,1
3114,good,2,science theory scientific knowledge process rochester experiment scientist dseg result study psychology methodology fred test,2,1
3115,good,2,science theory scientific knowledge process rochester experiment scientist dseg result study psychology methodology russell discover,2,1
3116,good,2,science theory scientific knowledge process rochester experiment scientist dseg result study psychology methodology test russell,2,1
3117,good,2,science theory scientific knowledge rochester experiment result dseg scientist process study methodology lady method hypothesis,2,1
3118,good,2,science theory scientific knowledge rochester experiment result process dseg scientist study psychology gene lady methodology,2,1
3119,good,2,science theory scientific rochester experiment dseg result knowledge scientist process lady study hypothesis gene methodology,2,1
3120,good,2,science theory scientific rochester experiment result dseg knowledge scientist process lady gene study hypothesis research,2,1
3121,good,2,science theory scientific scientist experiment dseg study result knowledge methodology psychology hypothesis lady russell discover,2,1
3122,good,2,science theory scientific scientist experiment knowledge dseg study result psychology methodology discover hypothesis lady process,2,1
3123,good,2,science theory scientific study experiment dseg scientist result methodology hypothesis knowledge psychology lady russell rational,2,1
3124,good,-2,science truth absolute objective frank values knowledge scientific agree experience value theory wrong understanding basis,2,0
3125,good,-2,science truth objective absolute frank values knowledge scientific experience value agree theory wrong basis morality,2,0
3126,good,-2,science truth objective absolute frank values knowledge scientific theory value experience agree wrong basis understanding,2,0
3127,good,-2,science truth objective absolute frank values scientific knowledge value experience basis wrong theory agree morality,2,0
3128,bad,-2,scott jeff phil dollar corp rich screw alot curve reliable curious heavy pound track income,-2,0
3129,bad,-2,scsi bike firearm code child font death distribution thought tape type allow smith carry matter,-2,0
3130,good,2,scsi controller disk card interface bios fast feature transfer speed jumper floppy board port rate,2,1
3131,good,2,scsi controller disk card interface speed transfer fast feature bios mode port floppy jumper rate,2,1
3132,bad,-2,scsi controller disk monitor sound driver price email attack anybody others else chip original machine,-2,0
3133,bad,2,scsi controller fast interface bios speed card transfer disk jumper feature pope mode standard devices,-2,1
3134,good,2,scsi controller fast interface speed bios transfer card disk jumper feature pope standard mode devices,2,1
3135,bad,2,scsi controller fast interface speed bios transfer card jumper disk feature pope mode standard devices,-2,1
3136,good,2,scsi controller fast interface speed bios transfer card jumper feature disk pope mode standard devices,2,1
3137,good,2,scsi controller fast interface speed transfer bios jumper card feature mode standard disk devices pope,2,1
3138,bad,2,scsi controller fast interface transfer bios speed card jumper disk feature standard devices mode pope,-2,1
3139,good,2,scsi controller fast interface transfer bios speed jumper card feature devices mode standard disk pope,2,1
3140,good,2,scsi controller interface disk card fast bios transfer speed feature jumper devices floppy chip board,2,1
3141,good,2,scsi controller interface disk fast card bios transfer feature speed jumper devices floppy chip board,2,1
3142,good,2,scsi controller interface disk transfer bios fast card feature speed devices jumper chip floppy standard,2,1
3143,bad,2,scsi controller interface transfer bios devices feature jumper fast standard setting speed card esdi chip,-2,1
3144,good,2,scsi controller interface transfer bios devices jumper feature fast standard card setting speed disk esdi,2,1
3145,bad,2,scsi controller interface transfer bios devices jumper feature fast standard card setting speed esdi disk,-2,1
3146,bad,2,scsi controller interface transfer bios disk devices jumper card feature fast standard speed setting chip,-2,1
3147,good,2,scsi controller interface transfer bios disk fast card feature devices jumper speed chip standard floppy,2,1
3148,good,2,scsi controller interface transfer bios disk feature devices jumper card fast setting speed floppy chip,2,1
3149,good,2,scsi controller interface transfer disk bios feature devices card jumper fast speed setting floppy standard,2,1
3150,good,2,scsi controller interface transfer disk bios feature devices card jumper fast speed setting standard floppy,2,1
3151,good,2,scsi disk controller card floppy port fast speed interface transfer bios board mode jumper feature,2,1
3152,good,2,scsi disk controller cause driver error tape adaptec memory floppy graphics works research fast free,2,1
3153,bad,2,scsi disk controller image speed fast card mode floppy standard board interface switch transfer signal,-2,1
3154,good,2,scsi disk controller port card floppy fast speed interface board bios transfer mode devices standard,2,1
3155,bad,-2,scsi fast model season thought hell view ever comment player anyway looking type light address,-2,0
3156,bad,-2,scsi hell lost model season anyway andrew ever range disclaimer thought james view init address,-2,0
3157,bad,-2,scsi monitor gainey nick keyboard attack timer sound military colors controller price apple always week,-2,0
3158,bad,-2,scsi religion card nothing able agree fast truth build phone become address require woman follow,-2,0
3159,bad,-2,seal weird comment dent smell previous crumb strange open complain somewhere hey leak badly buttermilk,-2,0
3160,good,2,season hockey goal player league playoff leaf flyer penalty next puck division coach draft montreal,2,1
3161,good,2,season hockey player league goal playoff leaf flyer penalty next puck shot coach draft division,2,1
3162,good,2,season hockey player league goal playoff leaf penalty flyer next shot puck pick draft coach,2,1
3163,bad,-2,seem may prefer soft version everyone super opinion slightly matter chewy short tart forward although,-2,0
3164,bad,-2,seem prefer may soft version everyone super opinion chewy matter slightly short tart forward mango,-2,0
3165,bad,-2,seem prefer soft version everyone super may opinion chewy matter short tart slightly forward mango,-2,0
3166,bad,-2,sell cereal chewy hop unfortunately pancake truly vendor surprised raisin grain appreciate muffin gooey bran,-2,0
3167,bad,-2,sell cereal chewy pancake hop truly unfortunately vendor surprised raisin gooey muffin bran grain dough,-2,0
3168,good,-2,sell cereal chewy pancake hop truly unfortunately vendor surprised raisin gooey muffin grain bran dough,2,0
3169,bad,-2,sell deal market teeth flour surprised bulk stale pancake pretzel pizza mill tin book muffin,-2,0
3170,good,2,semi auto firearm weapon safety police revolver house self action clipper handgun rifle license bill,2,1
3171,good,-2,send address email news request internet message copy usenet receive militia mailing newsgroup discussion free,2,0
3172,good,-2,send address email news request message internet copy usenet receive newsgroup mailing militia discussion service,2,0
3173,good,-2,send address email request news internet message copy usenet receive militia mailing discussion newsgroup free,2,0
3174,good,-2,send address request copy internet email usenet message militia mailing receive bear free discussion amendment,2,0
3175,good,-2,send address request copy usenet internet militia mailing email receive bear message free amendment arms,2,0
3176,good,-2,send address request email copy internet message usenet news militia receive mailing discussion bear newsgroup,2,0
3177,bad,-2,send address request receive bear militia free amendment shall arms constitution mailing organize sent regulate,-2,0
3178,bad,-2,send address request receive militia bear amendment mailing arms shall constitution organize regulate free expo,-2,0
3179,good,-2,send request address militia mailing usenet internet copy bear receive free amendment arms uunet user,2,0
3180,bad,2,serve per cheaper red spicy pepper alternative single ounce heat option kick alone fry mill,-2,1
3181,bad,-2,server application motif window resource client xterm manager display default string patch xlib running type,-2,0
3182,bad,2,server motif application user resource client unix xterm export subject contrib running patch release type,-2,1
3183,good,2,server resource unix motif directory library application user xterm export client type release contrib terminal,2,1
3184,good,-2,service hair seller customer contact email wine shampoo conditioner kit scalp prompt clam trap success,2,0
3185,bad,-2,set stash grey packed earl tuna dent staple twinings sardine bergamot bigelow cola buyer schedule,-2,0
3186,bad,-2,set stash packed grey earl tuna dent beautiful staple twinings sardine bigelow bergamot cola buyer,-2,0
3187,bad,-2,set stash packed grey earl tuna dent staple twinings sardine bigelow bergamot cola buyer schedule,-2,0
3188,good,-2,several deal smooth brew machine maker french pot shop sample espresso two drinker anymore every,2,0
3189,bad,-2,shake truffle maxwell chocolate degree antler house chew parchment paper melt storage room protein there's,-2,0
3190,bad,-2,shipping exactly seller stash beat grey earl prime charge dent beautiful pomegranate business twinings cent,-2,0
3191,bad,-2,shipping exactly seller stash grey earl beat prime charge dent beautiful pomegranate twinings business sardine,-2,0
3192,bad,-2,shipping exactly seller stash grey earl prime beat dent charge beautiful pomegranate twinings sardine cola,-2,0
3193,bad,-2,shipping exactly stash seller beat grey earl prime charge dent beautiful business pomegranate twinings cent,-2,0
3194,good,-2,signal helmet audio input switch level relay receiver circuit noise build output paint meet size,2,0
3195,good,2,signal switch helmet audio input level radio local receiver relay noise output circuit build paint,2,1
3196,good,2,signal switch helmet audio input level radio receiver local relay noise output circuit paint build,2,1
3197,good,2,signal switch helmet audio input level radio receiver relay local noise paint output circuit build,2,1
3198,bad,-2,simms apple drug record math simm access colorado news message free mark cigarette chips ripem,-2,0
