,text,topic,true_topic,cos_sim,cos_sim_class
1610,case salty live suggest sour hooked crispy cheddar tangy garbage heaven ahead regret mayo neighborhood,['flavor'],['cheddar'],0.6378118395805359,H
1612,cooky rice soup pasta season noodle cookie tomato tuna fudge hol wasabi bubble steak pea,['comfort foods'],"['restsurant', 'food', 'meal', 'cooking', 'rice', 'cooking ingredient', 'kitchen', 'food']",0.5932879969477654,M
1619,chew pod bone pound toy mouth puppy play last creamer around minute rawh senseo two,['playtime'],['chew'],0.5974567532539368,M
1620,bottle local shipping excellent grocery cost deal available cheaper save fast carry pay per online,['convenience'],"['pay per online', 'e commerce']",0.5053804814815521,M
1623,rice meal ginger content contain picky dinner sprinkle label eater cooked fairly thai snap reorder,['thai rice meal'],['dinner'],0.5053818821907043,M
1625,protein coconut fiber gram carbs splenda fat msg bpa g<br pineapple glutamate monosodium cholesterol hemp,['healthy'],['protein'],0.46989887952804565,M
1628,value teeth difficult msg pea bone spent rawh jasmine glutamate what's monosodium europe inexpensive potential,['nutrition'],['teeth'],0.524064302444458,M
1629,mix cream ice pour strawberry pancake baking waffle muffin pomegranate pan stir frozen whip grainy,['dessert'],"['ice cream', 'mix']",0.6130340099334717,H
1630,piece sell deal market glad online break hop teeth unfortunately surprised flour bulk whole stale,['market'],"['sell', 'shopping']",0.7535970211029053,H
1633,right calorie bean low amount fat candy high light content sodium small mango carbs carb,['healthy'],"['calorie', 'nutrition']",0.5700735449790955,M
1634,set stash grey packed earl tuna dent staple twinings sardine bergamot bigelow cola buyer schedule,['staple'],['camp'],0.6010247468948364,H
1635,vanilla iced indiv caffeine soda orange stevia lemon mango beverage ually flower herbal illy lipton,['beverage'],['drink and food'],0.7241718769073486,H
1637,top family nut extra plus apple mixed cake egg hit raspberry mess banana travel brownie,['dessert'],['food'],0.7563474178314209,H
1638,quality organic expensive real worth leaf care pleased fact high matter premium loose preservative likely,['premium'],['organic'],0.6019573211669922,H
1639,work package receive surprised sample description future careful party damage pleasantly chef co-worker correct fault,['work'],"['shipping', 'job']",0.7671985924243927,H
1644,natural real expensive fact syrup wheat leaf care artificial sweetener pleased flour chemical loose matter,['healthy'],['syrup'],0.4200320243835449,M
1646,thing quite expect probably i'd seem n't either wish stock certainly stir though kind end,['uncertainty'],['conversation'],0.5622533559799194,M
1658,stuff save hand market wife subscribe drop addict today square enough delighted dad grove haribo,['entertainment'],['market'],0.619529128074646,H
1661,mix cream ice pour strawberry stir pancake waffle muffin pomegranate frozen whip grainy instead lollipop,['dessert'],['cooking'],0.6308876872062683,H
1664,bottle hazelnut delivery cappuccino peach wine squeeze kit cost sparkle selection mio cola carbonate squirt,['drinks'],"['food', 'drink']",0.774358332157135,H
1665,piece sell deal market glad online break hop teeth unfortunately surprised packaging flour bulk whole,['commerce'],"['sell', 'sale of good']",0.7179213166236877,H
1666,sweet bar perfect milk texture yummy soft cinnamon plain granola strawberry yogurt blueberry combination addict,['sweetness'],"['drink', 'snack', 'sweet food']",0.7272875905036926,H
1669,chicken meat vegetable purchasing test hazelnut we're vegetarian steak exception real grill breast gloria rub,['food'],"['food', 'eat']",0.9129236936569214,VH
1672,oil popcorn spice pop olive christmas worst garlic italian kernel cooking regularly smoke sister popper,['popcorn'],['cooking'],0.43990200757980347,M
1674,purchase see happy company call ship website sent send impressed chance check contact directly email,['purchase'],"['send', 'company job']",0.6751618683338165,H
1675,hot milk cold stomach diet substitute shake warm sensitive nasty dissolve soy upset pain dairy,['digestion'],"['milk', 'food']",0.7225174307823181,H
1677,bit sauce regular serve per save hot red spicy pepper ounce subscribe heat option chili,['spicy'],"['hot sauce', 'spice']",0.7028860449790955,H
1678,texture actually cut wheat pasta version search miss office oat biscuit seriously cook minute winner,['food'],['taxture'],0.37128737568855286,M
1685,less buying regular definitely however cheaper serve red alternative ounce option lack alone twice compare,['alternative'],['buying'],0.6001794934272766,H
1688,put around real top popcorn place bowl close pop batch microwave cool movie another liqu,['popcorn'],"['cinema', 'see a movie', 'pop corn']",0.6160167455673218,H
1692,chip star potato salty corn veggie reason vinegar kettle rating think still whole addictive garden,['snack'],"['food', 'ingredient']",0.6778082549571991,H
1693,bought free cooky shipping butter peanut gluten cookie original sale melt mom reasonable prime party,['sale'],['cookie sale'],0.550175666809082,M
1694,put around top real popcorn place pop close bowl batch microwave movie liqu cool another,['popcorn'],['pop corn'],0.7128407955169678,H
1695,rice meal bowl ginger content picky label brown dinner sprinkle eater fairly cooked thai contain,['thai rice bowl'],['recipe'],0.46626347303390503,M
1696,blend morning breakfast packet indiv mild wrap stevia ual liqu pour afternoon convenient ually brew,['convenience'],['breakfast'],0.480566143989563,M
1699,sauce cheese bread salad flour chili stir garlic pancake dip baking dress pork pizza mill,['food'],"['food', 'bread']",0.8582875728607178,VH
1701,pod pound caramel machine maker pet filter safe begin senseo drip target perfectly two pig,['caramelizer'],['coffee maker'],0.5306724309921265,M
1708,every month week family friend gift two ago lose already weight grow life plant none,['growth'],['month'],0.5253978371620178,M
1711,chicken meat vegetable purchasing hazelnut ingredient filler test we're steak vegetarian by-product duck know grill,['food'],"['food', 'chicken']",0.7735699117183685,H
1713,worth packet waste splenda world horrible whenever direction follow sweeter every sucralose life town lemonade,['sugar'],['world'],0.5666425228118896,M
1716,rice season tomato tuna pea steak fudge hol mustard wasabi usa bubble oreo creme trader,['food'],"['kitchen', 'food']",0.8464285731315613,VH
1720,away dark full roast rich flavorful extremely rest double drinker steep world magic drank selection,['coffee'],['coffee'],1.0,VH
1721,bar crunchy yummy cinnamon sweet granola crunch yogurt cereal raisin combination flake blueberry almond addict,[' crunchy'],"['breakfast', 'cereal', 'cinnamon']",0.5558722615242004,M
1723,bar butter peanut nut almond granola yogurt oat raisin cashew quaker walnut bran graham flax,['snacks'],"['breakfast', 'oat', 'nut bar']",0.6219454010327657,H
1725,oil popcorn spice olive pop christmas worst garlic italian cooking kernel smoke coconut sister dress,['food'],['food'],1.0,VH
1726,vanilla iced indiv caffeine espresso stevia mango fuel ually flower herbal jet illy lipton jasmine,['coffee'],"['lipton and stevia flavour', 'drinking']",0.6365674734115601,H
1728,cooky butter free peanut gluten cookie sale we've reasonable walmart newman's allergy jam raisin consistency,['cookie'],"['grocery shopping', 'cookie']",0.76828932762146,H
1729,chicken meat vegetable purchasing test hazelnut we're vegetarian steak exception grill breast concern gloria rub,['food'],['food'],1.0,VH
1732,strong prefer bold orange ginger medium shake weak cherry stronger subtle intense bitterness slight twice,['spicy'],['cooking'],0.5606808066368103,M
1738,calorie low fat protein weight sodium high fiber gram diet content carbs lose substitute carb,['healthy diet'],"['low calorie food', 'weight']",0.4766126126050949,M
1739,sauce spicy noodle heat kick chili restaurant pepper lime wasabi asian hot soy taco ramen,['spicy'],"['food', 'cuisine']",0.590677410364151,M
1752,hot packet cream ice machine leaf cold mild iced indiv pot cocoa breakfast pour convenient,['convenience'],['drink'],0.6431334018707275,H
1753,morning light breakfast packet mild indiv pour convenient wrap easily usually liqu stevia way ual,['convenience'],['breakfast'],0.480566143989563,M
1755,packet hot ice cream machine leaf breakfast morning cold mild iced indiv pot cocoa pour,['cold'],['coffee related'],0.3756181001663208,M
1757,need result clean cheap basically breath greenies major pet tummy concerned trust finicky dental space,['eco-friendly'],['clean'],0.7486538887023926,H
1761,rice soup chicken gum noodle cooked pork season cook steak mustard curry bubble usa broth,['soup'],"['cooking', 'cooking']",0.7342079877853394,H
1763,mix sauce easy cheese recipe bread spicy pepper cook season cake chicken meal salad bake,['recipe'],"['food', 'cooking', 'cooking']",0.7868643403053284,H
1765,cooky cookie mouth raspberry thin brownie fudge xylitol bite oreo creme think pan gooey soft,['dessert'],['cookie'],0.7080201506614685,H
1766,item arrive soup candy gift rice company pasta sell noodle awesome white stock ever customer,['company'],['shopping grocery'],0.374995619058609,M
1769,bottle excellent available plastic everyone pleased delivery glass offer lemon mint sample travel clear lime,['travel'],['bottle'],0.7185819745063782,H
1773,market pasta difference stomach brown mean hold sour soda cook coat upset folk nicely finger,['digestion'],"['pasta preparation', 'food']",0.6578656435012817,H
1776,year old soup carry ago stock area longer prepare broth seafood college tax miso chowder,['soup'],['soup'],1.0000001192092896,VH
1781,hot milk start n't cold stomach substitute warm shake soy nasty dissolve upset sensitive pain,['comfort'],['drink'],0.6232013702392578,H
1784,ingredient natural list special contains raw berry china label usa book herb prov gross site,['natural'],"['cooking', 'cooking recipie']",0.3324330151081085,M
1785,son skin okay mom gas truffle winter strength station since grown english workout suck slow,['health'],['family'],0.5546464323997498,M
1789,high syrup artificial sweetener chemical sweeten maple extract agave blueberry fructose corn claim diabetic fake,['sweetener'],"['diabet', 'sugar', 'maple sirup']",0.5678523778915405,M
1790,green powder vitamin form supplement teaspoon tablespoon protein nutritional load outstanding smoothie grass calcium mineral,['superfood'],"['mineral', 'nutrition']",0.5390502214431763,M
1791,almond body blue magnesium diamond blood cause reminds bowel rda nutrient level approximately diarrhea source,['health'],['science'],0.5767031908035278,M
1794,salt bean dish sea kitchen gourmet pork ground rind basic grinder jamaica marley cooking shaker,['cuisine'],"['food', 'cooking']",0.8235337734222412,VH
1799,sauce serve spicy pepper hot subscribe heat save chili fry sour thai greasy asian sugar-free,['spicy'],"['food', 'sauce', 'tomyum']",0.5609500805536906,M
1803,natural list ingredient contains raw berry usa book herb gross health report aloe fruit root,['healthy living'],"['ingredient', 'food', 'ingredient list']",0.3715991775194804,M
1805,snack far fruit cake rest bite banana moist reason bacon broke apart however consistency inch,['snacking'],"['food', 'snack']",0.8734824657440186,VH
1807,right calorie bean low amount fat candy high light content sodium weight lower carbs mango,['healthy'],"['health', 'diet', 'diet', 'food ingredient']",0.5114754140377045,M
1810,sauce serve rice dish meal sprinkle content soy cooked contain dinner restaurant thai ginger brown,['thai cuisine'],"['food', 'fry rice']",0.5399222075939178,M
1811,sweet bar milk cereal texture yummy cinnamon kind granola strawberry soft crunchy blueberry crunch whole,['cereal'],['food'],0.553132176399231,M
1813,snack bar cooky cereal butter fruit peanut nut cookie cracker almond oatmeal granola strawberry crunch,['snack'],"['snack', 'snack', 'food and drink']",0.9187480211257935,VH
1815,cat feed meat ingredient pet chicken wellness vet diet salmon dry corn switch kibble filler,['pet food'],"['cat', 'cat supply']",0.3691793531179428,M
1816,soup rice candy pasta thanks noodle service customer vendor tuna gift contact country hol pea,['food'],['vendor'],0.6296982765197754,H
1817,quite bread recipe wish melt stock baking stir certainly homemade bake awful stuck gluten-free moist,['baking'],"['kitchen', 'cooking', 'cook']",0.7935601870218912,H
1819,thing quite expect probably i'd n't rather certainly either stir enough often awful seem though,['uncertainty'],"['adverb', 'quite']",0.6183657050132751,H
1821,per let must choice seed fish totally vegan age sit wine jelly simply kit mushroom,['veganism'],['diet'],0.5655527710914612,M
1822,right enjoy bean candy amount quick refresh cold sweetness mango beverage summer quantity warm grind,['summer'],['food'],0.4199953079223633,M
1827,quality organic expensive real leaf pleased worth care high fact preservative matter premium loose likely,['premium'],['quality'],0.8252134323120117,VH
1833,vanilla french aroma medium k-cup matcha roast creamer hint bitterness caribou though light wolfgang keurig,['coffee'],"['drink', 'matcha']",0.6013071537017822,H
1838,cooky butter peanut gluten cookie sale we've reasonable newman's walmart consistency celiac jam blow pamela's,['food'],['cookie'],0.5629727840423584,M
1840,oil salt help chew energy gum bone hair body toy olive skin blue night magnesium,['nourishment'],['body'],0.7057504653930664,H
1844,cookie cooky microwave package chewy chocolate soft annie newton garbage bad toilet plastic bowl put,[' microwave'],"['kitchen', 'food']",0.6665242910385132,H
1846,star potato corn often salty veggie reason kettle addictive garden rating carrot trap earth's sesame,['vegetables'],"['vegetable', 'fresh food']",0.8030122816562653,VH
1849,sell cereal chewy pancake hop truly unfortunately vendor surprised raisin gooey muffin grain bran dough,['food'],['sell'],0.5543646812438965,M
1850,snack chip healthy tasty family they're cheese apple potato alternative salty lunch satisfy crave enjoy,['snacking'],['healthy eat'],0.6518213748931885,H
1851,snack chip healthy tasty family cheese they're apple alternative potato salty lunch enjoy crave satisfy,['snack'],"['snack', 'snack']",1.0000001192092896,VH
1852,syrup high sometimes artificial sweetener chemical sweeten splenda stevia maple corn agave extract claim fructose,['sweetener'],"['food', 'sugar', 'syrup']",0.6809708476066589,H
1854,green protein powder vitamin meal mixed soy pouch shake contains fiber nutrition matcha form teaspoon,['superfood'],"['nutrition', 'supplement']",0.5949544906616211,M
1856,milk n't diet stomach start soy substitute shake something sensitive without nasty upset dissolve zero,['digestion'],['drink'],0.7655398845672607,H
1862,natural list ingredient contains raw berry usa book herb gross report health aloe root passion,['healthy'],"['nature', 'nutritional health', 'health']",0.6082326173782349,H
1863,roast com www http href keurig bold pod k-cup k-cups grey brewer earl blend gelatin,['coffee'],['coffee'],1.0,VH
1864,always case salty live awesome suggest sour hooked tuna since cheddar crispy pantry tangy heaven,['savory'],['taste'],0.8271888494491577,VH
1867,perfect easy shipping fast con quick delivery seller ering pro though tad reach reasonably meal,['convenience'],"['delivery', 'fast shipping', 'deliver', 'order', 'shipping']",0.5873258829116821,M
1875,year two every size old last month start long week several keep baby friend three,['growth'],['amount'],0.6518235206604004,H
1876,cereal sell unfortunately truly stale vendor appreciate understand allow fell threw fail longer basis pronounce,['stale'],['sale'],0.49423590302467346,M
1879,purchase happy company ship see website impressed directly email mother chance advertised way call around,['marketing'],['e commerce'],0.6630117297172546,H
1880,item deal glad shop anymore become donut many supply disappoint sampler costco kill two retail,['retail'],['deal'],0.5604721903800964,M
1882,sweet bar milk cereal texture yummy cinnamon granola strawberry crunchy soft blueberry kind almond yogurt,['sweetness'],"['food', 'snack']",0.5962807685136795,M
1883,ingredient organic natural real expensive corn syrup list label grain pet artificial ginger wheat contain,['natural'],"['ingredient', 'food', 'natural supplement']",0.6017701427141825,H
1884,fruit top plus nut fan cake hit mixed banana microwave dessert big flavour car etc,['dessert'],"['fruit cake', 'cooking']",0.6728497445583344,H
1885,chicken meat vegetable purchasing test hazelnut we're steak vegetarian real grill exception gloria rub enjoy,['food'],"['food', 'cooking']",0.8976049423217773,VH
1890,bottle shipping excellent local grocery cost available cheaper carry pay ship per delivery subscribe online,['grocery delivery'],"['store', 'bottle shipping']",0.5940297544002533,M
1897,chip snack healthy tasty excellent lunch crave healthier fiber salty dip satisfy alternative crunch cheddar,['snack'],"['snack', 'food', 'healthy snack alternative']",0.8494628071784973,VH
1900,back wonderful new home change amaze next absolutely issue thank left wait difficult office fantastic,['transformation'],['design'],0.7885740995407104,H
1902,green protein powder blue body vitamin soy daily magnesium source fiber shake blood almond nutrition,['nutrition'],"['nutrition', 'food', 'gym', 'vegetable']",0.7285624742507935,H
1906,texture cut wheat decaf miss oat biscuit party seriously country quaker winner absolute toss shred,['grain'],"['kitchen', 'cooking']",0.5224751830101013,M
1908,protein coconut fiber gram carbs splenda fat msg bpa yeast g<br pineapple glutamate monosodium cholesterol,['healthy'],['protein source'],0.31343597173690796,M
1914,mix cream ice strawberry pour pancake waffle muffin recipe pomegranate frozen grainy lollipop margarita fluffy,['dessert'],"['sweet', 'recipe', 'sweet food']",0.6500669519106547,H
1916,sweet delicious bar milk cereal texture nut almond yummy cinnamon fill granola strawberry chewy caramel,['sweetness'],"['candy', 'sweet']",0.8195706307888031,VH
1917,calorie serve low fat protein coconut diet juice per powder health fiber weight sodium gram,['healthy diet'],"['calorie', 'food', 'diet']",0.5404221415519714,M
1918,package shipping plastic offer delivery four glass lemon seal broken seller mint happen peach forward,['offer'],['good'],0.7042582035064697,H
1919,dry feel pasta brown stomach cook pill extremely liver dont tiny sensitive effect guy freeze,['gastrointestinal'],['reactionsensitivity'],0.503178596496582,M
1923,star pretty fruit juice cut orange mind soda instant espresso exactly raspberry decent five substitute,['drink'],['beverage'],0.8877449631690979,VH
1925,arrive second gum hope online date original past already soon finish today broken stale plan,['anticipation'],['date'],0.6927955150604248,H
1931,package item receive rice fresh soup disappointed absolutely white fast anyone wrong noodle awesome return,['disappointment'],['delivery'],0.5509719252586365,M
1934,dog treat chew piece size small take bone toy seem teeth keep smell two last,['treats'],['dog food'],0.48531919717788696,M
1935,easy fruit top family plus nut apple cake hit caramel mixed egg extra banana mess,['dessert'],"['baker', 'food', 'fruit bar', 'breakfast', 'eatable', 'recipe']",0.6902852555116018,H
1937,bar yummy cinnamon crunchy granola crunch yogurt blueberry combination addict chewy tart raisin almond flake,['snack'],['yummy'],0.6901066899299622,H
1944,sauce serve regular per save bit hot red spicy pepper ounce subscribe heat option single,['spicy sauce'],['serve'],0.4911167621612549,M
1948,organic natural real expensive syrup high artificial sweetener pleased flour wheat corn leaf chemical ingredient,['healthy'],"['list of ingredient', 'food', 'drink', 'ingredient', 'chemical sweetener']",0.43707037568092344,M
1950,feed change vet pet switch diet wellness crazy eats research kibble formula science human coat,['nutrition'],['health'],0.7880412936210632,H
1951,packet hot cream ice machine leaf cold mild iced indiv breakfast pot cocoa pour morning,['coffee'],"['breakfast', 'coffee']",0.8274641335010529,VH
1952,vanilla chew pod bone pound toy mouth puppy play creamer rawh senseo around finally minute,['playtime'],['puppy'],0.41841909289360046,M
1953,diet feed change pet vet switch formula wellness grain research kibble allergy eats science week,['nutrition'],"['diet', 'health']",0.819444864988327,VH
1954,strong highly flavorful twice cherry stronger slight wake san chamomile clam pricing weaker shake bay,['flavor'],['shake'],0.6026732921600342,H
1956,think review smell say bad pretty people know though i'll may see read seem n't,['opinion'],['smell'],0.7247323989868164,H
1957,snack bar cooky cereal butter peanut fruit nut cookie cracker almond oatmeal granola strawberry crunch,['snacks'],"['healthy snack', 'fruit bar', 'snack']",0.8004836042722067,VH
1959,coconut help difference everyday benefit cannot pleasant tell told improve health munch many skin along,['coconut'],"['coconut benefit', 'coconut']",0.9374300837516785,VH
1965,peanut cookie gum reasonable prime cooky fudge walmart bubble celiac birthday oreo gooey absolute saver,['treats'],['cookie'],0.7516707181930542,H
1970,size baby quickly daughter thanks night start work formula month since child pump move bed,['growth'],['baby'],0.5571491122245789,M
1981,bottle usually sale glass lemon delivery offer mint broken peach forward plastic half iced mio,['lemonade'],['supeemarket'],0.5555122494697571,M
1983,free packaging value big con available hair shipping difficult damage prime clear ering dent search,['convenience'],"['shipping', 'produce', 'shopping']",0.5611399213473002,M
1984,package fresh item receive rice arrive gift disappointed white fast noodle awesome packaging anyone return,['delivery'],"['delivery', 'delivery']",1.0,VH
1986,year month friend husband gift ago weight lose already none thrill originally loss gain quit,['change'],"['gift', 'hustband']",0.7097268998622894,H
1989,vanilla french aroma medium k-cup hint matcha bitterness creamer burnt caribou wolfgang press match puck,['coffee'],['cofee add'],0.5542396903038025,M
1990,dark full away roast rich flavorful extremely double drinker steep magic drank half selection odd,['coffee'],['drink'],0.6800295114517212,H
1993,butter peanut apple orange jelly grape aware poor choke formula fact belly watch risk transition,['nutrition'],['food'],0.7693726420402527,H
1998,cheese bread bake homemade spread slice toast spoon onion put fry sandwich oven direction could,['baking'],"['baking', 'food']",0.8046984076499939,VH
1999,chip sauce www http href com cheese potato chili garlic vinegar dip pie bbq kettle,['condiments'],"['food', 'chip']",0.714208334684372,H
2000,free packaging value big hair shipping con difficult damage prime clear ering dent available search,['convenience'],['shopping'],0.5080380439758301,M
2006,per let must choice seed fish totally simply sit age vegan wine kit sesame sprout,['healthy'],['selection'],0.42802223563194275,M
2010,snack healthy tasty excellent fiber lunch healthier satisfy enjoy something dip yum crave grain without,['healthy snack'],"['food', 'eat', 'snack']",0.6805310448010763,H
2012,recipe bread flour baking simple traditional toast sandwich pizza mustard member crust celiac disease rise,[' baking'],"['food', 'bread']",0.6905225813388824,H
2016,review see disappointed reviewer call similar read base write label reading another say comment sure,['disappointment'],"['customer review', 'read', 'reporter']",0.4640260537465413,M
2018,snack chip healthy tasty family they're cheese potato apple alternative quick meal salty satisfy lunch,['snacking'],"['food', 'food term', 'snack', 'snack chip']",0.8287898451089859,VH
2021,sweet delicious bar milk cereal texture nut almond yummy fill cinnamon oatmeal granola strawberry breakfast,['satisfying'],"['breakfast', 'milk and cereal']",0.32593493163585663,M
2026,cheese bread chili garlic sauce thai pan pizza curry crust whip dip chef boil rub,['spicy'],"['food', 'cooking', 'cooking']",0.5557279586791992,M
2028,hair thick clear heard wash head scent shampoo conditioner oily scalp apply manufacturer shiny shower,['grooming'],['hair'],0.725752592086792,H
2030,quality organic expensive real leaf worth pleased care high fact matter preservative premium loose likely,['premium'],"['organic food', 'quality']",0.6224112212657928,H
2032,perfect fresh packaging honey cracker plastic fit lover seal condition packed convenience mini touch described,['convenience'],['product'],0.620469331741333,H
2034,oil ever popcorn spice jar pop season cooking olive salad cook top search christmas sprinkle,['spice'],"['popcorn', 'cooking']",0.5893261134624481,M
2037,always case salty awesome live sour hooked tuna cheddar crispy pantry suggest since new tangy,['snacks'],['food texture and taste'],0.6965906620025635,H
2039,tasty healthy snack fiber healthier lunch dip gram satisfy yum alternative enjoy bill touch crunch,['snack'],"['crunchy snack', 'diet', 'junk food']",0.68181245525678,H
2041,bit hot buying sauce serve per save cost cheaper red spicy pepper pay ounce subscribe,['spicy'],['hot sauce'],0.6241054534912109,H
2042,delicious small anyone smaller pricey six except somewhat near tire handy trader definately jam experienced,['food'],['tire'],0.48396751284599304,M
2043,review see disappointed reviewer call similar read base write label reading another comment saw sure,['disappointment'],['review'],0.6082402467727661,H
2044,absolutely white fast super return customer service experience process terrible horrible satisfied replace sticky lol,['satisfaction'],['costumer service'],0.4637755751609802,M
2046,cheese bake could homemade fry slice spoon onion spread style put sandwich contact cardboard oven,['baking'],"['kitchen', 'kitchen', 'cooking', 'cooking']",0.7926580607891083,H
2047,something put know sure thought anything nothing end else never stick let could everything turn,['uncertainty'],['school'],0.47243019938468933,M
2050,sauce cheese bread salad flour chili baking stir garlic pancake dip dress pork pizza mill,['food'],"['bakery', 'food', 'cooking']",0.8106158177057902,VH
2051,calorie protein low amount fat i'd sodium gram weight carbs carb daily msg diabetic lose,['diet'],"['diet and healthy food', 'healthy', 'weight loss']",0.6021208465099335,H
2052,hot milk diet stomach cold soy shake substitute sensitive nasty start dissolve upset warm n't,['discomfort'],"['food', 'diet']",0.44012051820755005,M
2056,ever cereal sell unfortunately truly stale pancake vendor appreciate think threw understand fell could never,['stale'],['cereal sell'],0.30781883001327515,M
2057,bar cereal butter peanut nut almond granola yogurt oat raisin quaker cashew flax walnut bran,['grains'],"['breakfast', 'cereal', 'breakfast diet']",0.45291560888290405,M
2060,stuff far coconut friend health tell difference cannot please believe benefit pure realize horrible share,['healthy'],['history'],0.27802813053131104,L
2066,company available awesome sent care licorice search email send affordable business since premium back beyond,['corporate'],['work'],0.5562566518783569,M
2068,tasty cheese apple lunch crave crunchy healthier satisfy they're dip cheddar crisp school alternative yum,['satisfy'],['snack choice'],0.4897603988647461,M
2069,favorite oil ever popcorn black far spice pop season cooking olive salad chai top garlic,['spice'],"['favorite oil', 'food']",0.55666384100914,M
2071,cereal sell chewy hop unfortunately truly pancake vendor surprised raisin packaging fudge muffin understand bran,['food'],['vendor'],0.6296982765197754,H
2073,year month friend husband gift weight ago lose already none week healthy two thrill start,['celebration'],['gift'],0.7635966539382935,H
2074,oil popcorn spice olive pop christmas worst garlic cooking italian coconut kernel smoke dress sister,['food'],"['nutrition', 'cooking']",0.7822910845279694,H
2076,work hour energy husband everyone minute night effect drinking felt sleep shot level boost pizza,['productivity'],['work'],0.7797831892967224,H
2077,syrup high artificial sweetener chemical sweeten maple blueberry agave corn extract fructose diabetic fake think,[' syrup'],"['cooking', 'drink']",0.6220367252826691,H
2079,cheese bread sauce chili stir garlic pizza waffle thai pan curry crust jalapeno dip whip,['spicy'],"['food', 'cooking']",0.5532515048980713,M
2080,could cheese bake homemade slice spoon fry spread onion style finally stand cardboard paper oven,['baking'],"['baking', 'question']",0.7316928654909134,H
2082,bread flour traditional toast baking mustard member recipe celiac disease yeast needle dough chinese rise,['baking'],"['meal', 'traditional']",0.5207342803478241,M
2085,old soup carry year stock area tomato discover longer since prepare course broth seafood chili,['soup'],"['soup', 'cooking']",0.8671039938926697,VH
2086,sweet snack bar milk cereal fruit cooky butter delicious peanut texture nut cookie healthy cracker,['snack'],"['snack', 'food', 'meal or buffet']",0.8488508462905884,VH
2090,organic quality expensive leaf pleased loose eye personal certify whether preference club among hunt rat,['certification'],['leaf'],0.6375378966331482,H
2091,rice meal ginger content contain picky sprinkle dinner eater label cooked thai fairly serve snap,['rice'],['meal'],0.5611870288848877,M
2094,review see disappointed reviewer call say similar write base open reading another read mail sure,['disappointment'],['review'],0.6082402467727661,H
2095,magnesium oil olive energy diamond bowel blue rda body blood almond tolerance skin allowance source,['health'],"['nutrition', 'science']",0.6823723316192627,H
2096,green powder vitamin supplement form teaspoon tablespoon nutritional grass smoothie protein outstanding calcium hemp mineral,['superfood'],"['green powder', 'vitamin supplement', 'supplement']",0.5683103203773499,M
2097,sauce spicy noodle heat kick restaurant lime chili pepper hot wasabi asian bbq ramen jasmine,['spicy'],"['asian food', 'asian cuisine', 'soicy food', 'food']",0.6029919683933258,H
2098,green powder vitamin amaze aroma grow matcha form teaspoon supplement extract tablespoon mountain protein nutritional,['superfood'],['beverage'],0.5970423221588135,M
2102,hot keurig salad k-cup cold brewer filter dress curry paste others creamy square grove call,['coffee'],['hot'],0.5016990303993225,M
2103,ever smooth night exactly become soda sweetness choose cappuccino bed various intense beer fabulous advertised,['coffee'],"['drink', 'drink']",0.6800296306610107,H
2114,brew bitter bold starbucks decaf instant drinker weak via smooth mocha strong peppermint yet ground,['coffee'],"['starbucks', 'cofee']",0.721443384885788,H
2115,rice meal ginger content picky contain dinner sprinkle label eater cooked fairly thai snap reorder,[' thai'],"['rice meal', 'thai restaurant']",0.5638260543346405,M
2116,piece beef jerky everything season break pill training pocket jack two tender crush nose garbage,['snacks'],['training'],0.40904244780540466,M
2118,free cooky butter peanut gluten cookie gum shipping original reasonable prime vegan sale walmart fudge,['sale'],['shopping'],0.7162864208221436,H
2122,bit hot buying sauce serve per save cost cheaper red spicy pepper ounce subscribe heat,['spicy'],['buying'],0.5077108144760132,M
2123,www http href com roast pie dark chocolate pack wolfgang puck g<br ham smokehouse fudge,['gourmet'],['www'],0.5092483758926392,M
2126,snack far fruit cake rest banana moist bacon bite reason broke apart however inch lick,['food'],"['enjoy food', 'cooking']",0.821471631526947,VH
2127,enjoy strong blend morning brew bitter smooth packet light machine leaf starbucks aftertaste prefer ice,['coffee'],['brew drink'],0.7612049579620361,H
2129,could n't money new fine juice either least color guess wrong end waste throw show,['waste'],['juice'],0.5320127010345459,M
2136,need clean result cheap vet basically still issue seem breath greenies pet high digestive dental,['health'],"['clean', 'pet dentist', 'veterinary']",0.5841174920399984,M
2137,actually texture cut wheat miss oat biscuit unlike seriously quaker country winner absolute whole swiss,['biscuit'],['oat'],0.7970930337905884,H
2138,green powder vitamin supplement form teaspoon tablespoon nutritional organic grass protein smoothie hemp outstanding mineral,['superfood'],"['smoothy', 'supllement', 'supplement']",0.6811698277791342,H
2139,green powder leaf vitamin grow form matcha aroma teaspoon tablespoon supplement mixed along milk protein,['matcha'],"['food seasoning', 'drink']",0.5364092141389847,M
2140,baby pill jerky pump cost liter gerber sodastream hairball reflux teriyaki nursing whatever med fenugreek,['medication'],"['baby', 'pregnant mum']",0.5148116201162338,M
2143,year two every size old last month start long week keep several baby three friend,['growth'],['baby'],0.5571491122245789,M
2144,market tell turn difference cook pasta brown stomach soda hold mean suppose sour coat nicely,['food'],['health'],0.5130406618118286,M
2148,strong prefer bold orange ginger people medium weak shake cherry stronger subtle bitterness intense think,['spicy'],['fitness'],0.4453895092010498,M
2149,green powder vitamin supplement form teaspoon tablespoon protein nutritional outstanding smoothie grass calcium mineral hemp,['healthy'],['supplement'],0.5253446102142334,M
