,task,true,model,model_extracted,true_num,classification_metric
3535,keyboard nick gainey attack forward greg ever player richard timer wayne style hand fred gilmour,bad, NO</s>,-2,-2,0
3536,chip star potato corn reason yellow kettle vinegar blue rating addictive garden tortilla trap think,bad, NO</s>,-2,-2,0
3537,year old easy save soup carry subscribe area since tomato buying prepare almost sign seafood,bad, YES</s>,2,-2,1
3538,old soup carry year stock area tomato discover longer since prepare course broth seafood chili,good, YES</s>,2,2,1
3539,player hockey season league goal leaf playoff next flyer penalty draft division puck final shot,good, YES</s>,2,2,1
3540,water marc tower heat nuclear internet cool plant cold ripem cooling energy nist temperature needle,good, YES</s>,2,2,1
3541,love uiuc cwru thought hell frank keith guess sorry mine nothing objective wrong uucp ever,bad, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YESlove uiuc cwru thought hell frank keith guess sorry mine nothing objective wrong uucp ever - NO</s>,2,-2,1
3542,rice add soup gum cook pasta brown chicken stuff noodle wish review dish beef recipe,good, YES</s>,2,2,1
3543,can't run wait cocoa iced bone beat steep alot mug least watery house sure say,bad, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YEScan't run wait cocoa iced bone beat steep alot mug least watery house sure say - NO</s>,2,-2,1
3544,lamb girl broth carrot soothe taffy absorb air neck head expense part gusto beaba guarantee,bad," bike, firearm, knife, criminal, carry, death, weapon, scsi, murder, smith, handgun, moral, child, defense, tape - YESappreciate, advance, anybody, info, thank, experience, hello, greatly, suggestion, wonder, edge, able, email, recently, thanx - NObible, christ, matthew, heaven, scripture, lord, father, word, passage, teach, mary, spirit, doctrine, verse, faith - YESlamb, girl, broth, carrot, soothe, taffy, absorb, air, neck, head, expense, part, gusto, beaba, guarantee - NO</s>",2,-2,1
3545,israel israeli kill innocent civilian murder soldier arab country lebanon nothing hold peace bill security,good, YES</s>,2,2,1
3546,religion atheist check atheism message monitor email center following religious subject application command send access,bad, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YESreligion atheist check atheism message monitor email center following religious subject application command send access - YES</s>,2,-2,1
3547,smaller liver freeze training locally six near tire cube handy crazy appear effect definately apart,bad, NO</s>,-2,-2,0
3548,argument colorado conclusion music fallacy letter form flame japanese motorcycle therefore occur denizen onur yalcin,bad, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YESargument colorado conclusion music fallacy letter form flame japanese motorcycle therefore occur denizen onur yalcin - NO</s>,2,-2,1
3549,help chew hour honey energy night hair bone toy keep skin minute need last sleep,bad, NO</s>,-2,-2,0
3550,market brown mean coat turn suppose dollar nicely cook folk worse finger rather awful awhile,bad, NO</s>,-2,-2,0
3551,friend uiuc steve looking battery pain month week doctor craig doug taste cause remember phil,bad, YES</s>,2,-2,1
3552,package fresh receive absolutely disappointed white fast return customer service terrible horrible satisfied sticky amazon's,bad," bike, firearm, knife, criminal, carry, death, weapon, scsi, murder, smith, handgun, moral, child, defense, tape - YESappreciate, advance, anybody, info, thank, experience, hello, greatly, suggestion, wonder, edge, able, email, recently, thanx - NObible, christ, matthew, heaven, scripture, lord, father, word, passage, teach, mary, spirit, doctrine, verse, faith - YESpackage, fresh, receive, absolutely, disappointed, white, fast, return, customer, service, terrible, horrible, satisfied, sticky, amazon's - NO</s>",2,-2,1
3553,woman building apartment city left water home azerbaijani face father sumgait dept neighbor live later,bad, NO</s>,-2,-2,0
3554,right calorie bean low fat candy amount high small content sodium serve lower carbs prov,good, YES</s>,2,2,1
3555,purchase see happy around away can't always able place ship date dec another saw never,bad, YES</s>,2,-2,1
3556,church truth absolute doug symbol borland libxmu scripture bible paradox matter reading interpretation exercise error,good," bike, firearm, knife, criminal, carry, death, weapon, scsi, murder, smith, handgun, moral, child, defense, tape - YESappreciate, advance, anybody, info, thank, experience, hello, greatly, suggestion, wonder, edge, able, email, recently, thanx - NObible, christ, matthew, heaven, scripture, lord, father, word, passage, teach, mary, spirit, doctrine, verse, faith - YESchurch, truth, absolute, doug, symbol, borland, libxmu, scripture, bible, paradox, matter, reading, interpretation, exercise, error - YES</s>",2,2,1
3557,keep container easily melt hold mess shape stuck plastic room bigger loose together expectation separate,bad, YES</s>,2,-2,1
3558,sweet delicious bar milk cereal texture nut almond yummy cinnamon oatmeal fill granola chewy caramel,good, NO</s>,-2,2,0
3559,per red spicy pepper heat option ounce brownie kick alone alternative single mill jalapeno popchips,good, NO</s>,-2,2,0
3560,sure they're that's couple whole maybe part mine ate open someone pouch share con pretzel,bad, YES</s>,2,-2,1
3561,attack tank buffalo fire ncsu away cover brad stand hernlem limbaugh hawk stop pray fight,bad, NO</s>,-2,-2,0
3562,enjoy right candy amount refresh summer plain quantity unique chunk ant outstanding relatively pineapple antiox,bad, YES</s>,2,-2,1
3563,son skin okay mom gas happen truffle strength winter since workout grown complete station suck,bad, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YESson skin okay mom gas happen truffle strength winter since workout grown complete station suck - NO</s>,2,-2,1
3564,child michael koresh rutgers phil radio rock witness trial kaldis judge georgia ence ians covington,bad, NO</s>,-2,-2,0
3565,nasa radar detector command ball antenna baalke loss surface vnews kelvin spacecraft april atmosphere galileo,bad, NO</s>,-2,-2,0
3566,purchase happy item company ship see bulk exactly sent condition offer packed website impressed chance,good, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YESpurchase happy item company ship see bulk exactly sent condition offer packed website impressed chance - NO</s>,2,2,1
3567,lot big include line overall finish addition con however think comparable pro frequently gotten bottom,bad, NO</s>,-2,-2,0
3568,saffron stevia lavender dang soap erythritol freshly bad ive cool sweeten salad jambalaya bloating mess,bad, NO</s>,-2,-2,0
3569,baby jerky broken ready veggie pump increase fall tender barely carrot freezer previously gerber earth's,bad, NO</s>,-2,-2,0
3570,request address militia amendment bear send arms constitution shall mailing organize regulate free expo sentence,bad," bike, firearm, knife, criminal, carry, death, weapon, scsi, murder, smith, handgun, moral, child, defense, tape - YESappreciate, advance, anybody, info, thank, experience, hello, greatly, suggestion, wonder, edge, able, email, recently, thanx - NObible, christ, matthew, heaven, scripture, lord, father, word, passage, teach, mary, spirit, doctrine, verse, faith - YESrequest, address, militia, amendment, bear, send, arms, constitution, shall, mailing, organize, regulate, free, expo, sentence - YES</s>",2,-2,1
3571,offer copy sale asking condition manual email title sell price excellent brand original shipping send,good, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YESoffer copy sale asking condition manual email title sell price excellent brand original shipping send - YES</s>,2,2,1
3572,bike engine front mile speed tire road turn light motorcycle wheel driving model left ford,good, YES</s>,2,2,1
3573,could local piece grocery sell deal wish carry market glad online break hop surprised unfortunately,bad, YES</s>,2,-2,1
3574,bottle shipping plastic iced delivery glass lemon seller mint lime peach forward drinking count gallon,good, NO</s>,-2,2,0
3575,appreciate advance anybody info looking keyboard thank hello greatly email experience wonder access thanx upenn,bad, YES</s>,2,-2,1
3576,something put know sure thought anything nothing end else never stick let could everything turn,bad, YES</s>,2,-2,1
3577,back wonderful home next thank left fantastic issue brought thrill mouth word post mini fabulous,bad, YES</s>,2,-2,1
3578,thought stick end else boil cover air china burn die min power storage trick bully,bad, NO</s>,-2,-2,0
3579,dark full roast away rich flavorful extremely long double drinker steep magic drank half odd,bad, YES</s>,2,-2,1
3580,nist ground water internet distribution contact cooling ncsl tower circuit connect address machine security email,bad, NO</s>,-2,-2,0
3581,ground food water cause wire disease doctor health medical patient test study light result current,bad, YES</s>,2,-2,1
3582,israel israeli kill country arab innocent murder civilian peace soldier palestinian hold bill nothing gaza,good, YES</s>,2,2,1
3583,islamic ohio sandvik kent muslim cheer apple newton islam tube magnus upenn activity rice monash,good, NO</s>,-2,2,0
3584,wish toy picky larger ball fun locally eater table play could offer beware put two,bad, YES</s>,2,-2,1
3585,israel israeli arab kill palestinian civilian lebanese innocent human attack trial lebanon village peace soldier,good, YES</s>,2,2,1
3586,wire ground circuit connect outlet wiring current electrical panel voltage neutral cable usually risc plastic,good, YES</s>,2,2,1
3587,enjoy strong blend morning brew bitter smooth packet light machine starbucks aftertaste prefer cold leaf,good, YES</s>,2,2,1
3588,insurance care business mark ohio marriage school parent child couple married money magnus greg prince,good, YES</s>,2,2,1
3589,thing quite expect recipe bread wish i'd kind melt bake follow baking way stir stuck,bad, YES</s>,2,-2,1
3590,pack variety roast com dark www http href pod smooth medium pie ground grey french,bad, NO</s>,-2,-2,0
3591,vanilla iced indiv soda orange stevia caffeine mango beverage ually flower herbal illy lipton jasmine,bad, NO</s>,-2,-2,0
3592,israeli jewish israel arab policy peace research center citizen strip authorities intelligence gaza east subject,good, YES</s>,2,2,1
3593,delicious small anyone smaller pricey except six somewhat near tire handy trader definately jam joe's,bad, YES</s>,2,-2,1
3594,hot milk diet stomach cold soy shake substitute start nasty sensitive upset dissolve n't warm,bad, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YEShot milk diet stomach cold soy shake substitute start nasty sensitive upset dissolve n't warm - NO</s>,2,-2,1
3595,nice hard kind definitely never back please bring describe overpower surprise lighter sure pa enough,bad, YES</s>,2,-2,1
3596,chip star potato corn vinegar kettle yellow blue addictive garden trap tortilla reason think whole,bad, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YESchip star potato corn vinegar kettle yellow blue addictive garden trap tortilla reason think whole - NO</s>,2,-2,1
3597,able amaze fill stop glad daily fantastic move plenty prime empty job subtle strongly litter,bad, NO</s>,-2,-2,0
3598,n't money juice color guess wrong could bought think fine waste throw either show picture,bad, YES</s>,2,-2,1
3599,command religious cycle atheism ford religion saturn prof dealer atheist duty response profit finally boot,bad, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YEScommand religious cycle atheism ford religion saturn prof dealer atheist duty response profit finally boot - NO</s>,2,-2,1
3600,woman building city left child home face helmet apartment kill wife azerbaijani live father later,bad, NO</s>,-2,-2,0
3601,right calorie bean low amount fat candy high light content sodium small mango carbs carb,good, YES</s>,2,2,1
3602,ingredient corn color allergy puppy source stevia filler research main list yellow allergic soy human,bad, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YESingredient corn color allergy puppy source stevia filler research main list yellow allergic soy human - YES</s>,2,-2,1
3603,service hair seller customer contact email wine shampoo conditioner kit scalp prompt clam trap success,good, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YESservice hair seller customer contact email wine shampoo conditioner kit scalp prompt clam trap success - NO</s>,2,2,1
3604,texture actually cut wheat pasta version miss search office oat cook biscuit seriously minute winner,bad, YES</s>,2,-2,1
3605,test ever else discussion ence mike others large result address week belief mark nasa important,bad, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YEStest ever else discussion ence mike others large result address week belief mark nasa important - NO</s>,2,-2,1
3606,unix directory comp package email library linux workstation vendor graphics export user hardware platform product,good, YES</s>,2,2,1
3607,font pitt unit gordon soon cross output input link banks surrender skepticism newsreader current voltage,bad, NO</s>,-2,-2,0
3608,weapon firearm police carry criminal self crime safety handgun license auto semi officer public kill,good, YES</s>,2,2,1
3609,paul rate study homic risk worship sabbath rates handgun crime vancouver seattle death matt laws,bad, YES</s>,2,-2,1
3610,hell love uiuc frank thought objective ever keith mine sorry uucp guess nothing newsgroup james,bad, YES</s>,2,-2,1
3611,last long gum hope date online dec original past shipment true expiration plan anywhere could,bad, YES</s>,2,-2,1
3612,engine radar detector model foot rocket rock exhaust small pound phone injury station motor pressure,bad, YES</s>,2,-2,1
3613,star caffeine child sometimes five hop office gelatin calm help program terrific golden heck carbonate,bad, NO</s>,-2,-2,0
3614,window display server application motif screen color font function client manager code resource create event,good, YES</s>,2,2,1
3615,ingredient color corn stevia allergy source filler puppy research main meal pet human yellow grain,bad, YES</s>,2,-2,1
3616,tank attack buffalo ncsu brad limbaugh dean fire hawk fight defend curtis shit adobe jackson,bad, NO</s>,-2,-2,0
3617,market turn mean rather suppose yes coat brown dollar awful nicely finger worse folk staple,bad, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YESmarket turn mean rather suppose yes coat brown dollar awful nicely finger worse folk staple - NO</s>,2,-2,1
3618,city matthew young hang word judas greek hanging fall tree acts hearing sdsu present thus,bad, YES</s>,2,-2,1
3619,coconut water protein bottle calorie soda syrup fat vitamin gram splenda sugar juice carbs msg,bad, NO</s>,-2,-2,0
3620,feel friend actually fact notice normal particular lower otherwise sort crisp bit sensitive gummy trouble,bad, NO</s>,-2,-2,0
3621,water cold nuclear marc tower heat cool plant cooling energy nist temperature needle ncsl steam,good, YES</s>,2,2,1
3622,bike speed turn mile apple tire simms fast front wheel rear brake engine motorcycle left,good, YES</s>,2,2,1
3623,church bible christ catholic matthew faith lord scripture father word spirit holy paul passage interpretation,good, YES</s>,2,2,1
3624,green wonderful bean vanilla drinking black honey ice orange cold iced indiv aftertaste lemon caffeine,good, YES</s>,2,2,1
3625,hair clear felt wash end thick scent shampoo conditioner manufacturer job heard opening oily major,good, NO</s>,-2,2,0
3626,company treat bell positive larc negative worry patient recent lyme current carl complaint strength reaction,bad, YES</s>,2,-2,1
3627,sweet snack bar milk cereal fruit cooky butter delicious peanut texture nut cookie healthy cracker,good, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YESsweet snack bar milk cereal fruit cooky butter delicious peanut texture nut cookie healthy cracker - NO</s>,2,2,1
3628,flour egg grain large boy mill disease poor celiac kibble recipe choke allergy formula risk,good, NO</s>,-2,2,0
3629,item deal glad shop anymore become donut many supply disappoint sampler kill costco retail two,bad, YES</s>,2,-2,1
3630,dog treat chew toy bone teeth ball puppy training liver piece bread pet play vet,good, YES</s>,2,2,1
3631,pres jewish russian sandvik sexual homosexual russia activity newton percent continue administration talking kent maybe,bad, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YESpres jewish russian sandvik sexual homosexual russia activity newton percent continue administration talking kent maybe - NO</s>,2,-2,1
3632,pres money clinton talk working important kind continue official koresh george press decision business school,bad," bike, firearm, knife, criminal, carry, death, weapon, scsi, murder, smith, handgun, moral, child, defense, tape - YESappreciate, advance, anybody, info, thank, experience, hello, greatly, suggestion, wonder, edge, able, email, recently, thanx - NObible, christ, matthew, heaven, scripture, lord, father, word, passage, teach, mary, spirit, doctrine, verse, faith - YESpres, money, clinton, talk, working, important, kind, continue, official, koresh, george, press, decision, business, school - YES</s>",2,-2,1
3633,food disease medical doctor health patient cause treatment report cancer study blood cand medicine body,good, YES</s>,2,2,1
3634,greek turkish cross henrik armenia turkey azeri unit turk link cyprus allocation conflict karabakh plane,bad, YES</s>,2,-2,1
3635,green powder leaf vitamin grow form matcha aroma teaspoon tablespoon supplement mixed along milk protein,good, YES</s>,2,2,1
3636,south massacre begin father island russian secret kaldis rockefeller plan rutgers force nuclear naval attack,bad," bike, firearm, knife, criminal, carry, death, weapon, scsi, murder, smith, handgun, moral, child, defense, tape - YESappreciate, advance, anybody, info, thank, experience, hello, greatly, suggestion, wonder, edge, able, email, recently, thanx - NObible, christ, matthew, heaven, scripture, lord, father, word, passage, teach, mary, spirit, doctrine, verse, faith - YESsouth, massacre, begin, father, island, russian, secret, kaldis, rockefeller, plan, rutgers, force, nuclear, naval, attack - YES</s>",2,-2,1
3637,need mix could keep lot less problem diet hand clean easily ball figure leave mess,bad, YES</s>,2,-2,1
3638,spend gary money country costs market health care america columbia company ucsc private perry canadian,bad, NO</s>,-2,-2,0
3639,health medical increase national cancer report among child april center newsletter page disease research volume,good, YES</s>,2,2,1
3640,sweet delicious bar milk cereal texture nut almond yummy cinnamon granola fill strawberry chewy caramel,good, NO</s>,-2,2,0
3641,mio dental lollipop wing sriracha apple peach vietnamese healthful sauce tootsie candy nutritional kale article,bad, NO</s>,-2,-2,0
3642,hell quote love feel evil stup brian death context accept live learn maybe sorry choose,bad," bike, firearm, knife, criminal, carry, death, weapon, scsi, murder, smith, handgun, moral, child, defense, tape - YESappreciate, advance, anybody, info, thank, experience, hello, greatly, suggestion, wonder, edge, able, email, recently, thanx - NObible, christ, matthew, heaven, scripture, lord, father, word, passage, teach, mary, spirit, doctrine, verse, faith - YEShell, quote, love, feel, evil, stup, brian, death, context, accept, live, learn, maybe, sorry, choose - NO</s>",2,-2,1
3643,insurance care mark business ohio marriage child parent school couple married money greg magnus prince,bad, NO</s>,-2,-2,0
3644,free gluten salmon wet bpa turkey balance higher sol fussy natural diet cancer allergy tomato,bad, NO</s>,-2,-2,0
3645,wire wiring machine ground neutral cwru swap cleveland numbers code cause panel math freenet conductor,bad, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YESwire wiring machine ground neutral cwru swap cleveland numbers code cause panel math freenet conductor - NO</s>,2,-2,1
3646,woman city home left building apartment mother father room door neighbor azerbaijani live later sumgait,good, YES</s>,2,2,1
3647,vanilla several deal brew smooth machine french house starbucks maker pot shop espresso sample drinker,good, NO</s>,-2,2,0
3648,ingredient honey list special label contains raw splenda test contain berry prov china process book,bad, YES</s>,2,-2,1
3649,dry feel pasta brown stomach soft coat extremely pill training liver dont wet cook upset,bad, NO</s>,-2,-2,0
3650,crime criminal indiv self citizen public commit defense knife violent cause firearm uals abuse protect,good, NO</s>,-2,2,0
3651,pretty especially often set mind instant decent starbucks total five roll point oat via plenty,bad, NO</s>,-2,-2,0
3652,sauce serve spicy pepper hot subscribe heat save chili fry sour thai greasy asian sugar-free,good, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YESsauce serve spicy pepper hot subscribe heat save chili fry sour thai greasy asian sugar-free - NO</s>,2,2,1
3653,image graphics format package user code object motif send application processing database site interface server,bad, YES</s>,2,-2,1
3654,player season hockey league baseball goal division period leaf pittsburgh pick next chicago score boston,good, YES</s>,2,2,1
3655,price offer monitor apple sell sale shipping asking condition selling pitt manual model email soon,bad, YES</s>,2,-2,1
3656,pod pound caramel machine maker pet filter safe begin senseo drip target perfectly two pig,bad, NO</s>,-2,-2,0
3657,kill innocent civilian killing murder death trial guilty soldier bomb military court jury bombing village,good," YES for the first set of words, and NO for the second set of words.</s>",2,2,1
3658,scsi monitor gainey nick keyboard attack timer sound military colors controller price apple always week,bad, NO</s>,-2,-2,0
3659,star fruit pretty juice gift orange soda mind instant espresso raspberry five decent substitute especially,bad, YES</s>,2,-2,1
3660,israel israeli encryption pres country arab drug clipper attack chip security policy administration health secret,bad, YES</s>,2,-2,1
3661,european hockey image window player canadian application server distribution compass next machine nothing hope rauser,bad, NO</s>,-2,-2,0
3662,piece beef jerky bowl turn break picky pill training dont two gravy eater bite cut,bad, NO</s>,-2,-2,0
3663,dry feel worth pasta brown stomach pill liver cook extremely money dont coat wet waste,bad, NO</s>,-2,-2,0
3664,center nasa research image internet graphics cancer virginia health medical contact april email mike archive,bad, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YEScenter nasa research image internet graphics cancer virginia health medical contact april email mike archive - YES</s>,2,-2,1
3665,snack far fruit cake bite rest reason banana moist bacon broke preservative pear drizzle instead,good, YES</s>,2,2,1
3666,internet research phone center email institute organization technology office voice address department virginia national engineering,good, YES</s>,2,2,1
3667,purchase happy company see ship website impressed call directly chance email mother send contact gold,good, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YESpurchase happy company see ship website impressed call directly chance email mother send contact gold - NO</s>,2,2,1
3668,window display screen color server application manager client create default resource visual memory colors running,good, YES</s>,2,2,1
3669,thing quite probably i'd expect n't seem certainly stir enough often either awful rather actually,bad, YES</s>,2,-2,1
3670,period pittsburgh player boston detroit chicago third louis lemieux score toronto dave scorer division murray,good, NO</s>,-2,2,0
3671,israeli israel arab palestinian human jewish occupy territory citizen gaza palestine zionist country solution jerusalem,good, YES</s>,2,2,1
3672,lost james model disclaimer houston callison navy init uoknor andrew presentation weight bird stick height,bad, NO</s>,-2,-2,0
3673,anything juice guess wrong throw picture immediately actual concentrate think squeeze strip photo might funny,bad, NO</s>,-2,-2,0
3674,drug country nazi german anti germany party society insurance political freedom care free child hitler,good, NO</s>,-2,2,0
3675,change feed vet switch diet formula wellness crazy eats whatever kibble pet science kitten gobble,bad, YES</s>,2,-2,1
3676,star fruit pretty juice gift orange mind soda instant five espresso substitute raspberry decent via,bad, YES</s>,2,-2,1
3677,purchase happy around arrive company away see ship date place throw sent shipping condition another,good, YES</s>,2,2,1
3678,delicious small smaller anyone locally six comment tire handy trader cheap definately inch though joe's,bad, NO</s>,-2,-2,0
3679,water nist internet tower cooling plant connect circuit ground contact ncsl security site steam heat,bad, YES</s>,2,-2,1
3680,hair conditioner manufacturer trust trash lead cheap ingredient cat feed vet highest thing basically grass,bad, NO</s>,-2,-2,0
3681,request militia amendment bear arms constitution send shall address regulate organize sentence free mailing infringe,bad, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YESrequest militia amendment bear arms constitution send shall address regulate organize sentence free mailing infringe - NO</s>,2,-2,1
3682,vanilla light keurig k-cups french k-cup aroma medium chai mountain smooth starbucks brewer matcha hint,bad, NO</s>,-2,-2,0
3683,less calorie protein amount low fat fiber weight sodium gram substitute carbs lower lose diet,good, YES</s>,2,2,1
3684,drug libertarian dollar curve choice result fantasy curious reading spend theory mark rational crack free,good, YES</s>,2,2,1
3685,back wonderful new drinking home change amaze highly next issue thank left set excite share,bad, YES</s>,2,-2,1
3686,bottle shipping available plastic everyone offer pleased delivery glass lemon seller mint sample purchasing peach,good, YES</s>,2,2,1
3687,quality organic expensive leaf pleased ground high eye since although fact preference certify among club,bad, YES</s>,2,-2,1
3688,delivery seller service email clam shipping fda chowder bottle cane beauty france chow tahini sweat,bad, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YESdelivery seller service email clam shipping fda chowder bottle cane beauty france chow tahini sweat - NO</s>,2,-2,1
3689,bottle shipping grocery cost carry available pay subscribe delivery local pleased per free cheaper seller,good, YES</s>,2,2,1
3690,purchase see happy company call ship website sent send impressed chance check contact directly email,good, YES</s>,2,2,1
3691,window display image server application graphics code user screen color motif mouse format font running,good, YES</s>,2,2,1
3692,south island secret ship rutgers nuclear military begin british kaldis rockefeller plan naval easter georgia,bad, YES</s>,2,-2,1
3693,drug court legal police illegal laws charge property hate federal francisco lawyer anti civil angeles,good, YES</s>,2,2,1
3694,pres sexual homosexual russia russian sandvik jewish administration activity newton private percent continue kent apple,bad, YES</s>,2,-2,1
3695,hair end clear felt thick heard wash opening scent job shampoo manufacturer conditioner major oily,good, NO</s>,-2,2,0
3696,pres clinton money business child rule entry house koresh congress care today administration food school,bad, YES</s>,2,-2,1
3697,doctor disease patient treatment cand cause test yeast treat medicine discussion body infection medical blood,good, YES</s>,2,2,1
3698,homosexual cramer male sexual gatech clayton phil prism hell houston rose navy behanna atlanta optilink,bad, NO</s>,-2,-2,0
3699,printer radio design technology quality laser byte print signal project cost component phone engineering engineer,good, NO</s>,-2,2,0
3700,local piece grocery sell deal carry market glad online break hop surprised unfortunately whole flour,good, YES</s>,2,2,1
3701,price phone bike email sell internet technology company offer cost send sale distribution radio network,bad, YES</s>,2,-2,1
3702,mouse speed robert move fast clock processor somebody slow jason chicago pretty intel week motorola,good, YES</s>,2,2,1
3703,crime firearm weapon defense criminal court federal police handgun bill vote assault public laws citizen,good, YES</s>,2,2,1
3704,israel west bank israeli medium palestinian joke suck bias territory arab report east palestine jerusalem,good, YES</s>,2,2,1
3705,water marc tower nuclear heat plant cool cooling nist cold temperature needle ncsl steam telnet,good, NO</s>,-2,2,0
3706,package item receive rice fresh disappointed white fast soup absolutely anyone wrong noodle awesome return,bad, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YESpackage item receive rice fresh disappointed white fast soup absolutely anyone wrong noodle awesome return - NO</s>,2,-2,1
3707,card driver memory simms cards crash gateway battery backup diamond tower accelerator tape boot color,bad, YES</s>,2,-2,1
3708,science theory scientific rochester experiment dseg result knowledge scientist process lady study hypothesis gene methodology,good, YES</s>,2,2,1
3709,science moral objective study morality disease result theory doctor natural scientific food animal values frank,good, YES</s>,2,2,1
3710,rice meal bowl ginger content picky label brown dinner sprinkle eater fairly cooked thai contain,bad, YES</s>,2,-2,1
