,text,true,model,model_extracted
2898,religion atheist argument religious atheism ence belief existence faith universe statement christianity islam risc theist,2,1,1
2899,religion atheist atheism belief religious existence argument statement ence universe faith cause strong sense wrong,0,1,1
2900,religion atheist atheism religious belief existence universe risc strong cause statement means theist instruction nothing,2,-1,-1
2901,religion atheist atheism religious belief faith strong theist universe command saturn position cause response statement,1,1,1
2902,religion atheist atheism religious belief faith strong theist universe existence saturn christianity position cause statement,2,1,1
2903,religion atheist belief argument atheism religious existence ence statement faith cause universe sense therefore wrong,2,1,1
2904,religion atheist belief religious atheism faith christianity existence strong theist universe follow become convert accept,2,1,1
2905,religion atheist belief religious atheism faith christianity existence strong universe follow theist become accept statement,2,1,1
2906,religion atheist belief religious atheism faith christianity existence strong universe theist become follow convert statement,2,1,1
2907,religion atheist belief religious atheism faith christianity existence strong universe theist follow become convert accept,2,1,1
2908,religion atheist belief religious atheism faith christianity existence strong universe theist follow become statement accept,2,1,1
2909,religion atheist belief religious faith atheism christianity existence follow strong universe theist become statement accept,2,1,1
2910,religion atheist belief religious faith atheism christianity existence strong follow universe theist become accept bible,2,1,1
2911,religion atheist check atheism message monitor email center following religious subject application command send access,-2,1,1
2912,religion belief atheist atheism existence christianity faith ence cannot universe truth religious argument accept strong,2,1,1
2913,religion belief atheist atheism faith existence ence religious christianity argument cannot statement universe strong prove,0,1,1
2914,religion belief atheist ence argument atheism faith christianity existence religious cannot statement universe prove truth,2,1,1
2915,religion belief atheist ence atheism argument faith existence christianity religious cannot statement universe prove truth,2,1,1
2916,religion belief atheist faith atheism existence christianity religious ence cannot argument universe statement nature follow,2,1,1
2917,religion belief atheist faith atheism existence christianity religious ence cannot argument universe statement strong nature,2,1,1
2918,religion belief atheist faith atheism existence christianity religious ence cannot argument universe strong truth nature,1,1,1
2919,religion muslim islam religious christianity follow kent sandvik woman newton islamic apple bobby activity mozumder,2,1,1
2920,religion port batf serial bill company stratus public country able clinton news talk modem washington,-2,1,1
2921,religion religious atheist atheism command cycle prof boot ford saturn everything symposium profit response dealer,2,1,1
2922,religion religious christianity follow islam utexas woman muslim sandvik kent newton islamic bobby activity apple,2,1,1
2923,religion religious utexas follow woman islam christianity muslim evil bobby discus islamic deny thought ccwf,2,1,1
2924,religion religious utexas follow woman islam muslim evil discus bobby ccwf human truth ignore heart,1,1,1
2925,religion religious utexas follow woman islam muslim evil discus bobby christianity human ccwf truth thought,2,1,1
2926,religion utexas religious follow woman islam muslim discus evil bobby truth ccwf human rochester heart,-1,1,1
2927,remember andrew face reading dave reduce risc instruction duke intel instructions icon clone dear powerbook,-2,1,1
2928,remember andrew face reading risc reduce instruction duke intel instructions clone dave dear powerbook architecture,-1,1,1
2929,remember duke risc reduce intel instruction face andrew road reading cica clone architecture instructions address,-2,1,1
2930,request address militia amendment bear send arms constitution shall mailing organize regulate expo free receive,2,1,1
2931,request address militia amendment bear send arms constitution shall mailing organize regulate free expo sentence,0,1,1
2932,request address militia bear amendment send arms constitution shall mailing organize regulate receive expo free,-1,1,1
2933,request address send bear militia amendment constitution arms receive shall mailing free organize regulate expo,-1,1,1
2934,request amendment militia bear shall constitution arms mailing regulate organize send free liberty standing infringe,-2,1,1
2935,request amendment militia bear shall constitution arms mailing send regulate organize liberty standing free infringe,0,1,1
2936,request militia amendment arms bear address constitution send shall regulate organize free sentence receive form,-2,1,1
2937,request militia amendment bear address arms constitution send shall receive organize regulate free mailing sentence,-2,1,1
2938,request militia amendment bear arms address constitution send shall organize regulate free mailing sentence receive,-2,1,1
2939,request militia amendment bear arms constitution send shall address regulate organize sentence free mailing infringe,-2,1,1
2940,request militia amendment bear arms constitution shall send mailing address regulate organize expo free sentence,-1,1,1
2941,research center april health national medical washington report institute cancer department among page virginia child,2,1,1
2942,research center april medical health national report nasa washington cancer institute virginia page among disease,-2,-2,-2
2943,research center april medical health national report washington institute cancer nasa disease virginia page child,1,1,1
2944,research center april washington national health medical report institute department cancer among page child virginia,0,1,1
2945,research center internet phone office email virginia institute north national computing department technology film organization,-1,1,1
2946,research center internet phone office virginia email north computing institute national film nasa cray contact,-2,1,1
2947,research center nasa april medical health national report cancer virginia washington page institute volume among,2,1,1
2948,research center nasa medical april health report national cancer virginia page volume washington newsletter office,0,1,1
2949,research center washington april national health report institute medical department among page child virginia office,2,-2,-2
2950,research center washington april national health report medical institute department among page child virginia office,0,-2,-2
2951,research center washington april national report health institute medical department among child page virginia study,2,1,1
2952,research center washington april national report institute health medical department among virginia page child study,2,1,1
2953,research design cost market technology project small development launch radio engineering institute quality center station,-2,1,1
2954,research phone center organization technology office institute department national email engineering conference contact computing virginia,2,1,1
2955,research technology project cost radio design station development build engineering phone science commercial market center,2,1,1
2956,research technology radio cost project design station engineering development build center science launch institute market,2,1,1
2957,research technology radio cost project design station engineering development build science center launch market institute,2,1,1
2958,research technology radio cost project station design engineering development center science launch build national institute,2,1,1
3005,risc week driver instruction spacecraft picture large adaptec mode next orbit cause memory blah rose,0,-1,-1
3006,risc week picture large instruction adaptec rose spacecraft blah reduce timer gain cause memory architecture,-2,1,1
3017,robert carry fast speed week weapon chicago application processor anyway move mouse tool distribution powerpc,-2,1,1
3018,robert chicago carry speed week fast processor info anyway weapon member jason wait powerpc away,-2,1,1
3019,robert chicago jason education pretty univ remember somebody anymore info weird shaft everybody member love,-2,1,1
3020,robert chicago jason info education member pretty uchicago anyway fast univ week remember veal weird,-2,1,1
3021,robert chicago jason pretty education univ somebody remember anymore everybody weird shaft laugh love info,-2,1,1
3022,rule entry test output define section return check size count build author remark larry open,-2,1,1
3023,rule entry test output define section return size check count build author larry remark open,-1,1,1
3024,rule entry test output define section size check count return build author remark larry open,-1,1,1
3025,rutgers kaldis child koresh easter michael radio homosexual ence trial witness georgia germany theodore covington,-2,1,1
3026,ryan story stephen wave canada indiana smoke ottawa mike danny funny udel guess result gibson,-2,1,1
3027,ryan wave story stephen indiana guess ottawa smoke danny coming canada mike udel previous gibson,-2,1,1
3028,ryan wave story stephen indiana ottawa smoke guess canada danny mike coming udel funny gibson,-2,1,1
3030,sale monitor offer copy beck andre sell price dresden looking sequence machine distribution upgrade running,2,1,1
3031,sale offer sell condition price asking copy brand title distribution sequence andre beck utility upgrade,1,1,1
3042,saturn liar nasa fool crazy dealer gsfc lunatic columbia wrong caltech price advertising billboard lawrence,-1,1,1
3043,saturn liar nasa fool crazy dealer lunatic natural wrong gsfc caltech columbia price advertising billboard,-2,1,1
3044,saturn liar nasa natural crazy fool dealer wrong lunatic canon caltech price columbia gsfc honda,-2,1,1
3045,saturn liar nasa wrong canon moral natural lunatic crazy away price morality dealer bible fool,-2,-1,-1
3046,saturn nasa liar fool crazy dealer gsfc lunatic columbia lawrence advertising dealy billboard marketing price,-2,1,1
3096,science dseg current result skndiv pyron several driver else three scsi public mark window distribution,-1,1,1
3097,science dseg pyron scientific skndiv result hypothesis current food mark else experiment rational process surprise,2,1,1
3098,science dseg scientific result hypothesis experiment theory pyron current gene skndiv rational process pilot organization,2,1,1
3099,science dseg scientific result hypothesis pyron experiment theory skndiv rational process lady organization current surprise,2,1,1
3100,science encryption orbit pres nasa thought maybe result standard earth hand clinton disk probe distribution,-1,1,1
3101,science holland cult compass study tempest investigation methodology nixon psychology department star left colostate scientific,2,1,1
3102,science holland probe study earth orbit mission cult clinton lunar methodology scientific star pres tempest,2,1,1
3103,science moral objective morality theory result keith scientific frank animal study values whether wrong natural,1,1,1
3104,science moral objective study morality disease result theory doctor natural scientific food animal values frank,2,1,1
3105,science moral objective theory morality keith result scientific frank animal values wrong whether study natural,2,1,1
3106,science moral study objective morality result theory scientific animal natural values frank disease food keith,-1,1,1
3107,science objective frank values morality truth scientific value result wrong word basis body scientist explain,0,1,1
3108,science objective frank values truth scientific morality absolute result value basis knowledge wrong reality scientist,2,1,1
3109,science orbit probe mission lunar earth holland clinton study pres cult scientific nasa mars hand,1,1,1
3110,science result moral objective frank wrong keith morality knowledge certain scientific agree whether thinking values,-2,1,1
3111,science scientific dseg theory experiment result hypothesis lady pyron rational organization skndiv process scientist russell,1,1,1
3112,science scientific theory dseg experiment result lady scientist hypothesis methodology rational russell study organization pyron,2,1,1
3113,science scientific theory dseg experiment result lady scientist hypothesis rational russell organization pyron process research,2,1,1
3114,science theory scientific knowledge process rochester experiment scientist dseg result study psychology methodology fred test,2,1,1
3115,science theory scientific knowledge process rochester experiment scientist dseg result study psychology methodology russell discover,2,1,1
3116,science theory scientific knowledge process rochester experiment scientist dseg result study psychology methodology test russell,2,1,1
3117,science theory scientific knowledge rochester experiment result dseg scientist process study methodology lady method hypothesis,2,1,1
3118,science theory scientific knowledge rochester experiment result process dseg scientist study psychology gene lady methodology,2,1,1
3119,science theory scientific rochester experiment dseg result knowledge scientist process lady study hypothesis gene methodology,2,1,1
3120,science theory scientific rochester experiment result dseg knowledge scientist process lady gene study hypothesis research,2,1,1
3121,science theory scientific scientist experiment dseg study result knowledge methodology psychology hypothesis lady russell discover,2,1,1
3122,science theory scientific scientist experiment knowledge dseg study result psychology methodology discover hypothesis lady process,2,1,1
3123,science theory scientific study experiment dseg scientist result methodology hypothesis knowledge psychology lady russell rational,1,1,1
3124,science truth absolute objective frank values knowledge scientific agree experience value theory wrong understanding basis,2,1,1
3125,science truth objective absolute frank values knowledge scientific experience value agree theory wrong basis morality,2,1,1
3126,science truth objective absolute frank values knowledge scientific theory value experience agree wrong basis understanding,2,1,1
3127,science truth objective absolute frank values scientific knowledge value experience basis wrong theory agree morality,2,1,1
3128,scott jeff phil dollar corp rich screw alot curve reliable curious heavy pound track income,-2,1,1
3129,scsi bike firearm code child font death distribution thought tape type allow smith carry matter,-2,-1,-1
3130,scsi controller disk card interface bios fast feature transfer speed jumper floppy board port rate,2,1,1
3131,scsi controller disk card interface speed transfer fast feature bios mode port floppy jumper rate,2,1,1
3132,scsi controller disk monitor sound driver price email attack anybody others else chip original machine,-2,1,1
3133,scsi controller fast interface bios speed card transfer disk jumper feature pope mode standard devices,-2,1,1
3134,scsi controller fast interface speed bios transfer card disk jumper feature pope standard mode devices,2,1,1
3135,scsi controller fast interface speed bios transfer card jumper disk feature pope mode standard devices,-2,1,1
3136,scsi controller fast interface speed bios transfer card jumper feature disk pope mode standard devices,1,1,1
3137,scsi controller fast interface speed transfer bios jumper card feature mode standard disk devices pope,2,-2,-2
3138,scsi controller fast interface transfer bios speed card jumper disk feature standard devices mode pope,-2,-2,-2
3139,scsi controller fast interface transfer bios speed jumper card feature devices mode standard disk pope,1,-2,-2
3140,scsi controller interface disk card fast bios transfer speed feature jumper devices floppy chip board,1,-2,-2
3141,scsi controller interface disk fast card bios transfer feature speed jumper devices floppy chip board,2,-2,-2
3142,scsi controller interface disk transfer bios fast card feature speed devices jumper chip floppy standard,2,1,1
3143,scsi controller interface transfer bios devices feature jumper fast standard setting speed card esdi chip,-2,1,1
3144,scsi controller interface transfer bios devices jumper feature fast standard card setting speed disk esdi,2,1,1
3145,scsi controller interface transfer bios devices jumper feature fast standard card setting speed esdi disk,-2,1,1
3146,scsi controller interface transfer bios disk devices jumper card feature fast standard speed setting chip,-2,1,1
3147,scsi controller interface transfer bios disk fast card feature devices jumper speed chip standard floppy,2,1,1
3148,scsi controller interface transfer bios disk feature devices jumper card fast setting speed floppy chip,2,1,1
3149,scsi controller interface transfer disk bios feature devices card jumper fast speed setting floppy standard,2,1,1
3150,scsi controller interface transfer disk bios feature devices card jumper fast speed setting standard floppy,2,1,1
3151,scsi disk controller card floppy port fast speed interface transfer bios board mode jumper feature,2,1,1
3152,scsi disk controller cause driver error tape adaptec memory floppy graphics works research fast free,2,1,1
3153,scsi disk controller image speed fast card mode floppy standard board interface switch transfer signal,-1,1,1
3154,scsi disk controller port card floppy fast speed interface board bios transfer mode devices standard,2,1,1
3155,scsi fast model season thought hell view ever comment player anyway looking type light address,-2,1,1
3156,scsi hell lost model season anyway andrew ever range disclaimer thought james view init address,-1,-1,-1
3157,scsi monitor gainey nick keyboard attack timer sound military colors controller price apple always week,-2,1,1
3158,scsi religion card nothing able agree fast truth build phone become address require woman follow,-2,-1,-1
3160,season hockey goal player league playoff leaf flyer penalty next puck division coach draft montreal,2,1,1
3161,season hockey player league goal playoff leaf flyer penalty next puck shot coach draft division,2,1,1
3162,season hockey player league goal playoff leaf penalty flyer next shot puck pick draft coach,2,1,1
3170,semi auto firearm weapon safety police revolver house self action clipper handgun rifle license bill,2,1,1
3171,send address email news request internet message copy usenet receive militia mailing newsgroup discussion free,2,1,1
3172,send address email news request message internet copy usenet receive newsgroup mailing militia discussion service,2,1,1
3173,send address email request news internet message copy usenet receive militia mailing discussion newsgroup free,2,1,1
3174,send address request copy internet email usenet message militia mailing receive bear free discussion amendment,2,1,1
3175,send address request copy usenet internet militia mailing email receive bear message free amendment arms,1,1,1
3176,send address request email copy internet message usenet news militia receive mailing discussion bear newsgroup,2,1,1
3177,send address request receive bear militia free amendment shall arms constitution mailing organize sent regulate,-2,1,1
3178,send address request receive militia bear amendment mailing arms shall constitution organize regulate free expo,-2,1,1
3179,send request address militia mailing usenet internet copy bear receive free amendment arms uunet user,2,1,1
3181,server application motif window resource client xterm manager display default string patch xlib running type,-2,1,1
3182,server motif application user resource client unix xterm export subject contrib running patch release type,-2,1,1
3183,server resource unix motif directory library application user xterm export client type release contrib terminal,2,1,1
3194,signal helmet audio input switch level relay receiver circuit noise build output paint meet size,2,1,1
3195,signal switch helmet audio input level radio local receiver relay noise output circuit build paint,2,1,1
3196,signal switch helmet audio input level radio receiver local relay noise output circuit paint build,2,1,1
3197,signal switch helmet audio input level radio receiver relay local noise paint output circuit build,2,1,1
3198,simms apple drug record math simm access colorado news message free mark cigarette chips ripem,-2,-1,-1
3199,simms apple drug record simm access math free news mark colorado allow price memory message,-2,1,1
3274,soon font pitt cross unit gordon banks link surrender character skepticism intellect type cadre shameful,-2,-1,-1
3275,soon pitt gordon banks blood surrender brain skepticism intellect cadre shameful chastity type teenager wash,-1,-1,-1
3276,soon pitt gordon blood banks brain surrender skepticism intellect cadre shameful chastity wash teenager peace,-2,1,1
3277,soon pitt gordon blood banks brain surrender skepticism intellect cadre shameful chastity wash type teenager,-2,1,1
3278,soon pitt gordon brain blood banks surrender hall skepticism intellect cadre shameful chastity smith wash,-2,1,1
3279,soon unit font pitt cross gordon banks link character surrender skepticism intellect cadre shameful chastity,-2,-1,-1
3282,south george island secret military ship british employer jake york nuclear bony rockefeller naval plan,-2,1,1
3283,south george island secret military ship british jake employer bony nuclear rockefeller york naval plan,-2,1,1
3284,south george island secret ship employer jake military british nuclear bony rockefeller naval york plan,-2,1,1
3285,south george island secret ship military british jake employer bony rockefeller nuclear york naval plan,-2,1,1
3286,south george island ship military secret british jake employer bony rockefeller nuclear york naval plan,-2,1,1
3287,south island secret jake ship military british employer nuclear bony rockefeller naval york plan arrest,-1,1,1
3288,south island secret ship jake military employer british nuclear bony rockefeller york naval plan arrest,-2,1,1
3289,south island secret ship rutgers nuclear military begin british kaldis rockefeller plan naval easter georgia,-1,1,1
3290,south island ship secret military rutgers british newspaper nuclear kaldis rockefeller plan naval easter sport,-1,1,1
3291,south island ship secret military rutgers british newspaper nuclear kaldis rockefeller sport plan naval easter,-2,1,1
3292,south island ship secret military rutgers british nuclear newspaper kaldis rockefeller naval easter plan installation,-1,1,1
3293,south island ship secret military rutgers british nuclear newspaper kaldis rockefeller naval plan easter installation,1,1,1
3294,south island ship secret military rutgers british nuclear newspaper kaldis rockefeller naval plan easter sport,0,1,1
3295,south island ship secret military rutgers nuclear british kaldis rockefeller begin naval easter plan newspaper,-1,1,1
3296,south massacre begin father island russian secret kaldis rockefeller plan rutgers force nuclear naval attack,-1,1,1
3297,south secret island jake nuclear bony rockefeller british employer york george ship attack occupy mass,-2,1,1
3298,south secret island jake nuclear bony rockefeller british employer york ship george attack occupy mass,-2,1,1
3299,south ship island secret british newspaper rutgers nuclear military sport kaldis rockefeller naval easter plan,-2,1,1
3300,south ship island secret british rutgers newspaper military nuclear sport kaldis rockefeller naval plan easter,0,1,1
3301,speed bike apple turn mouse fast simms mile driver tire brake machine disk wheel card,0,1,1
3302,spend gary money country costs market health care america columbia company ucsc private perry canadian,-2,1,1
3322,station cramer clayton tool uunet mine phone optilink option free module consent plot design service,-2,1,1
3323,station cramer uunet mine clayton option optilink consent service phone relations homosexual oracle pyram mutual,-2,1,1
3324,steve copy thor electronics libertarian steveh hendricks fail tamu measure eliminate regulation limited protection free,-2,1,1
3325,steve copy thor electronics libertarian steveh measure hendricks tamu fail bell regulation limited protection eliminate,-2,-1,-1
3326,steve libertarian thor vice steveh blow hendricks dream beauchaine bobbe sink eliminate regulation rally fail,-1,1,1
3327,steve thor libertarian vice steveh benefit hendricks blow smith cell beauchaine bobbe uucp fail regulation,-2,1,1
3328,steve thor libertarian vice uucp steveh benefit cell hendricks beauchaine bobbe blow fail smith regulation,-2,1,1
3329,steve thor vice libertarian print uucp steveh cell benefit hendricks beauchaine bobbe blow fail regulation,-2,1,1
3330,steve thor vice libertarian print uucp steveh cell benefit hendricks beauchaine bobbe blow regulation fail,-2,-1,-1
3331,steve thor vice libertarian uucp steveh cell benefit hendricks beauchaine bobbe print blow fail regulation,-2,1,1
3332,stratus modem port serial company bill batf packet block news talk connect baud fire clinton,-2,1,1
3388,stup live maybe somebody mouse helmet stuff andy remember folks getting guess else carry safety,-2,1,1
3389,stup live maybe somebody stuff helmet mouse andy folks remember getting guess else carry pretty,-1,1,1
3390,stup maybe live somebody stuff folks helmet pretty else guess remember anyway getting andy love,-2,1,1
3391,stup newsreader listen phone walker intercon amanda wait distribution hell cheap next ohio easy talk,-2,1,1
3392,stup newsreader phone listen wait walker intercon amanda distribution cheap next talk easy traffic corporation,-2,1,1
3393,stup newsreader phone wait listen walker intercon amanda cheap distribution talk traffic next corporation easy,-2,1,1
3394,stup newsreader walker intercon listen amanda hell phone distribution wait ohio next cheap easy money,-2,1,1
3395,suck west bank thought agree joke carry stup fake cause inhabitant cover tire ling land,-2,-1,-1
3431,switch input signal audio circuit helmet level output voltage noise build relay receiver plastic frequency,2,1,1
3432,switch input signal audio circuit helmet output level voltage build radio relay receiver noise frequency,2,1,1
3433,switch radio signal input audio helmet level output receiver local noise relay circuit east paint,2,-1,-1
3434,switch signal helmet audio input radio level output receiver local relay noise circuit paint build,2,1,1
3435,switch signal radio audio input helmet level output receiver local noise relay circuit paint east,2,-1,-1
3436,switch signal radio input audio helmet level output local receiver noise relay circuit build east,2,1,1
3445,tank attack buffalo ncsu brad limbaugh dean fire hawk fight defend curtis shit adobe jackson,-2,-1,-1
3446,tank buffalo ncsu brad limbaugh fire liberal fight hawk dean attack defend shit curtis adobe,-1,-1,-1
3447,tank fire buffalo ncsu limbaugh brad fight attack defend hawk liberal shit away curtis adobe,-2,-1,-1
3448,tank medium ticket hitler buffalo ncsu fire limbaugh dean brad nazi black electric white irvine,-2,-1,-1
3449,tank ticket hitler medium attack buffalo fire ncsu brad limbaugh white away black dean irvine,-2,-1,-1
3453,technology project research cost design radio contact development station satellite phone build email looking package,2,1,1
3454,technology project station development market product services billion commercial cost launch georgia management research produce,2,1,1
3455,technology project station development market product services research billion commercial cost management remote produce byte,2,1,1
3456,test discussion cand ence others uiuc else large ever yeast faith result week belief mike,-2,1,1
3457,test ever else discussion ence mike others large result address week belief mark nasa important,-2,1,1
3500,thor vice jake george informatik fail libertarian steve employer bony hamburg replace steveh hendricks carter,-1,-1,-1
3501,thor vice jake informatik fail george steve libertarian bony hamburg employer replace steveh print carter,-2,1,1
3502,thor vice jake informatik fail steve print bony george libertarian hamburg employer steveh replace cell,-1,1,1
3511,thousand none mass policy trial border bullet former prison switzerland israeli destruction prisoner building slaughter,0,-1,-1
3512,tool station option cramer uunet clayton optilink consent module orientation relations micro store preferably pyram,-2,-1,-1
3516,trade berkeley andy names rick tyre prince business uucp seattle division stop else custom forsale,-1,1,1
3517,trade berkeley andy names rick tyre uucp prince seattle business division stop else custom wisdom,-2,1,1
3518,trade berkeley andy names tyre rick business prince division seattle stop uucp else custom forsale,-2,1,1
3519,trade berkeley andy names tyre rick business prince division seattle uucp stop custom else forsale,-2,1,1
3520,trade berkeley married care division rick seattle become custom forsale stop rwing uucp scores email,-2,1,1
3521,trade berkeley names rick wisdom division custom married whenever become seattle uucp rwing scores mario,-2,1,1
3522,trade berkeley names rick wisdom division custom whenever married seattle become uucp rwing scores mario,-2,1,1
3523,trade berkeley prince division tyre care company business stop rick email seattle compile forsale become,-1,1,1
3524,trade berkeley rick married division seattle names become uucp care custom stop forsale rwing scores,-2,1,1
3525,trade berkeley tyre prince rick division business names stop seattle email care custom forsale company,0,1,1
3526,trade care berkeley married division seattle become forsale custom rick email stop marriage rwing scores,-2,1,1
3527,trade uucp berkeley andy names rick tyre update uunet seattle wisdom athena dumb whenever custom,-2,1,1
3528,treat company larc patient nasa lyme negative quack culture doctor khan saying carl nova tammy,-2,1,1
3529,treat larc company patient lyme nasa quack doctor culture ence khan physician tammy negative action,-2,-1,-1
3530,treat larc ence patient lyme quack action nasa company unit population argument egalon test color,-2,-1,-1
3531,truth absolute doug description symbol borland slave libxmu paradox darren arrogant scripture bible error trust,-2,1,1
3532,truth absolute doug symbol description borland slave libxmu bible paradox scripture darren arrogant error exercise,-1,-1,-1
3533,truth absolute doug symbol libxmu borland scripture paradox bible microsoft library slave undefined interpretation slavery,-1,1,1
3534,turkish armenia henrik unit greek azeri allocation cross turk kill link country live else error,-2,-1,-1
3535,turkish history today muslim greek turk turkey close serve armenia million escape population genoc longer,1,1,1
3536,turkish muslim greek turk turkey islam population islamic genoc today history soviet mountain army village,2,1,1
3537,turkish muslim turk greek turkey armenia genoc soviet russian history islamic massacre mountain army escape,-2,1,1
3538,turkish muslim turk greek turkey armenia genoc soviet russian islamic history mountain massacre army escape,0,1,1
3539,turkish muslim turk greek turkey armenia genoc soviet russian islamic history mountain massacre army islam,2,1,1
3540,turkish muslim turk greek turkey armenia history genoc russian soviet today islam islamic massacre mountain,2,1,1
3541,turkish muslim turk greek turkey armenia history genoc russian soviet today islamic islam massacre mountain,2,1,1
3542,turkish muslim turk greek turkey armenia history genoc russian soviet today islamic massacre islam mountain,2,1,1
3543,turkish muslim turk greek turkey armenia history genoc russian soviet today islamic massacre mountain army,2,1,1
3544,turkish muslim turk greek turkey history genoc armenia soviet islam russian today islamic mountain massacre,2,1,1
3545,turkish turk genoc soviet turkey armenia nazi today german russian ottoman captain serdar serve argic,0,1,1
3546,turkish turk genoc soviet turkey russian armenia muslim today ottoman serve population serdar argic mountain,2,1,1
3547,turkish turk genoc soviet turkey russian armenia muslim today ottoman serve population serdar nazi argic,2,1,1
3548,turkish turk genoc soviet turkey russian armenia nazi muslim today ottoman serve population serdar argic,2,1,1
3549,turkish turk genoc turkey soviet armenia russian muslim today nazi ottoman serve population serdar argic,0,1,1
3550,turkish turk genoc turkey soviet nazi german armenia today captain ottoman pass argic serdar extermination,2,-2,-2
3551,turkish turk greek turkey armenia genoc nazi soviet history russian today azeri muslim henrik massacre,2,1,1
3552,turkish turk greek turkey armenia genoc russian henrik soviet today history muslim greece ottoman village,2,1,1
3553,turkish turk greek turkey armenia genoc soviet nazi history russian today azeri muslim henrik massacre,2,1,1
3554,turkish turk greek turkey armenia genoc soviet russian history today azeri muslim massacre henrik escape,1,1,1
3555,turkish turk greek turkey armenia nazi genoc soviet history german russian today azeri henrik escape,2,1,1
3556,turkish turk greek turkey armenia nazi genoc soviet history german today azeri russian henrik escape,2,1,1
3557,turkish turk greek turkey armenia nazi genoc soviet history russian german today azeri henrik muslim,2,1,1
3558,turkish turk greek turkey armenia nazi genoc soviet history russian today azeri muslim henrik massacre,2,1,1
3559,turkish turk turkey greek armenia genoc henrik history today russian soviet greece argic ottoman serdar,2,1,1
3560,turkish turk turkey greek armenia genoc henrik russian soviet today greece muslim ottoman army population,-1,1,1
3561,turkish turk turkey greek armenia genoc russian henrik history today soviet greece argic ottoman serdar,-2,1,1
3562,turkish turk turkey greek armenia genoc russian henrik today history soviet muslim greece ottoman argic,-2,1,1
3563,turkish turk turkey greek armenia genoc russian today henrik history soviet muslim greece argic ottoman,2,1,1
3564,turkish turk turkey greek armenia genoc soviet henrik today history azeri greece nazi ottoman escape,2,1,1
3565,turkish turk turkey greek armenia genoc soviet henrik today history russian greece argic ottoman azeri,2,1,1
3566,turkish turkey turk armenia greek nazi azeri soviet genoc german henrik pass trade captain close,0,1,1
3567,turkish turkey turk armenia greek nazi soviet german azeri genoc trade pass azerbaijan escape history,2,1,1
3568,turkish turkey turk trade pass thought kind face home german subject close turn nazi captain,-2,-2,-2
3573,uiuc cwru frank love uucp homosexual chris james thought white hell disclaimer andrew guess cleveland,-2,-1,-1
3574,uiuc frank hell uucp white love andrew cwru james thought ever chris disclaimer george michael,-1,1,1
3575,uiuc pres hell frank white andrew love light uucp michael ever james thought george cramer,-2,1,1
3576,unit link display font type input cross output allocation error surrender banks intellect xterm gordon,-1,1,1
3577,unit link display font type input cross output error allocation banks surrender intellect disk xterm,1,1,1
3578,unit link font cross type allocation display surrender xterm banks intellect cadre skepticism shameful chastity,-2,-1,-1
3579,unit soon font cross pitt gordon banks link surrender skepticism intellect cadre shameful chastity allocation,-2,-1,-1
3580,unix directory comp package email library linux workstation graphics vendor user export hardware platform product,-1,1,1
3581,unix directory comp package email library linux workstation vendor graphics export user hardware platform product,2,1,1
3582,unix directory comp package library email linux workstation graphics vendor editor user hardware export product,0,1,1
3583,unix directory resource keyboard comp user application email graphics converter package server format library hardware,1,1,1
3584,unix resource server directory library user application type terminal converter release contrib running comp export,-1,1,1
3585,unix resource server directory library user application type terminal release export contrib converter motif running,-2,1,1
3586,usenet militia request mailing arms amendment constitution bear organize send regulate english shall membership address,-1,1,1
3587,usenet militia request mailing arms amendment constitution bear send organize regulate english address shall membership,-2,1,1
3588,usenet request militia address mailing receive arms amendment send organize newsgroups bear constitution regulate english,2,1,1
3589,user unix library directory package product comp graphics binary linux editor release site tool vendor,1,1,1
3590,user unix library directory package product comp graphics binary linux editor release tool site vendor,2,1,1
3630,vice thor george fail jake informatik libertarian steve employer hamburg bony replace steveh bush live,-1,1,1
3631,village slaughter population israeli child civilian bullet disk officer news arab tape associate genoc georgia,2,-2,-2
3635,water cold nuclear marc heat tower cool plant energy cooling nist temperature needle ncsl steam,2,1,1
3636,water cold nuclear marc tower heat cool plant cooling energy nist temperature needle ncsl steam,2,1,1
3637,water internet marc tower heat nuclear plant cool ripem cooling nist cold temperature needle energy,-2,1,1
3638,water internet marc tower heat nuclear plant cool ripem cooling nist temperature needle cold telnet,-2,1,1
3639,water internet tower marc heat plant nuclear nist ripem cooling cool temperature needle site telnet,-2,1,1
3640,water internet tower nist plant cooling site heat email marc connect temperature nuclear ncsl contact,-1,1,1
3641,water internet tower plant marc nist heat cooling email site nuclear temperature network cool ncsl,-2,1,1
3642,water internet tower plant marc nist heat cooling nuclear cool temperature email site ncsl steam,-2,1,1
3643,water marc tower heat nuclear internet cool plant cold ripem cooling energy nist temperature needle,2,1,1
3644,water marc tower heat nuclear plant internet nist cooling cool temperature ncsl cold needle steam,0,1,1
3645,water marc tower nuclear heat plant cool cooling nist cold temperature needle ncsl steam telnet,0,1,1
3646,water nist internet tower cooling plant connect circuit ground contact ncsl security site steam heat,-2,1,1
3647,water nist tower cooling internet plant ncsl contact connect steam heat security circuit site clipper,-2,1,1
3649,water tower internet nist plant cooling heat marc nuclear site ncsl email temperature cool contact,-2,1,1
3650,water woman azerbaijani apartment dept fire building left city charge live home face helmet found,-2,1,1
3651,wave cleveland previous freenet guess ryan roger bike story tape chris udel quite player nothing,-2,1,1
3652,wave previous cleveland freenet ryan guess roger bike story tape chris udel quite player compound,-2,1,1
