,wordset,all_topics,unsuitable_topics,suitable_topics
1922,wire ground outlet wiring neutral math panel circuit electrical cable swap duke current connect subject,"['wire', 'ground', 'outlet', 'wiring', 'neutral', 'math', 'panel', 'circuit', 'electrical', 'cable', 'swap', 'duke', 'current', 'connect', 'subject']","['outlet', 'math', 'neutral', 'circuit', 'panel', 'electrical', 'swap', 'duke', 'cable', 'subject', 'wiring', 'connect', 'current', 'wire']",['ground']
1923,image send graphics driver format human message machine research access child mode able application internet,"['image', 'send', 'graphics', 'driver', 'format', 'human', 'message', 'machine', 'research', 'access', 'child', 'mode', 'able', 'application', 'internet']","['human', 'able', 'send', 'mode', 'child']","['image', 'internet', 'research', 'application', 'access', 'machine', 'graphics', 'format', 'driver', 'message']"
1924,think right calorie bean low fat candy amount high content sodium small lower carbs prov,"['think', 'right', 'calorie', 'bean', 'low', 'fat', 'candy', 'amount', 'high', 'content', 'sodium', 'small', 'lower', 'carbs', 'prov']",['prov'],"['right', 'content', 'bean', 'small', 'low', 'lower', 'candy', 'carbs', 'calorie', 'amount', 'sodium', 'fat', 'think', 'high']"
1925,notice life believe show completely face sleep supplement heart fix number common habit period doctor,"['notice', 'life', 'believe', 'show', 'completely', 'face', 'sleep', 'supplement', 'heart', 'fix', 'number', 'common', 'habit', 'period', 'doctor']",[],"['sleep', 'habit', 'believe', 'supplement', 'common', 'show', 'life', 'notice', 'heart', 'period', 'doctor', 'fix', 'face', 'number', 'completely']"
1926,south george island secret military ship british jake employer bony nuclear rockefeller york naval plan,"['south', 'george', 'island', 'secret', 'military', 'ship', 'british', 'jake', 'employer', 'bony', 'nuclear', 'rockefeller', 'york', 'naval', 'plan']",[],"['nuclear', 'jake', 'military', 'naval', 'bony', 'ship', 'rockefeller', 'plan', 'secret', 'george', 'south', 'york', 'employer', 'british', 'island']"
1927,bottle shipping plastic iced delivery glass lemon seller mint lime peach forward drinking count tip,"['bottle', 'shipping', 'plastic', 'iced', 'delivery', 'glass', 'lemon', 'seller', 'mint', 'lime', 'peach', 'forward', 'drinking', 'count', 'tip']","['mint', 'glass', 'bottle', 'forward', 'peach', 'seller', 'lime', 'plastic', 'delivery', 'drinking', 'lemon', 'tip', 'iced', 'shipping']",['count']
1928,free packaging value big hair con difficult available shipping damage clear ering prime bacon shampoo,"['free', 'packaging', 'value', 'big', 'hair', 'con', 'difficult', 'available', 'shipping', 'damage', 'clear', 'ering', 'prime', 'bacon', 'shampoo']","['hair', 'clear', 'ering', 'difficult', 'big', 'value', 'bacon', 'shampoo', 'con']","['free', 'damage', 'prime', 'packaging', 'available', 'shipping']"
1929,font print character page printer vice cell bitnet blow postscript student beauchaine bobbe code robert,"['font', 'print', 'character', 'page', 'printer', 'vice', 'cell', 'bitnet', 'blow', 'postscript', 'student', 'beauchaine', 'bobbe', 'code', 'robert']","['beauchaine', 'blow', 'bobbe', 'bitnet', 'robert', 'student']","['postscript', 'vice', 'character', 'cell', 'printer', 'page', 'print', 'font', 'code']"
1930,weapon crime firearm bill laws public criminal defense court handgun police vote federal carry washington,"['weapon', 'crime', 'firearm', 'bill', 'laws', 'public', 'criminal', 'defense', 'court', 'handgun', 'police', 'vote', 'federal', 'carry', 'washington']","['laws', 'bill', 'vote', 'carry', 'public', 'washington']","['federal', 'criminal', 'firearm', 'court', 'handgun', 'weapon', 'police', 'crime', 'defense']"
1931,monitor speed card fast mode cards machine memory clock hardware processor upgrade cache color slow,"['monitor', 'speed', 'card', 'fast', 'mode', 'cards', 'machine', 'memory', 'clock', 'hardware', 'processor', 'upgrade', 'cache', 'color', 'slow']","['hardware', 'color']","['cards', 'monitor', 'fast', 'card', 'cache', 'machine', 'upgrade', 'mode', 'slow', 'clock', 'speed', 'memory', 'processor']"
1932,card driver memory simms cards crash gateway battery backup diamond tower tape accelerator boot color,"['card', 'driver', 'memory', 'simms', 'cards', 'crash', 'gateway', 'battery', 'backup', 'diamond', 'tower', 'tape', 'accelerator', 'boot', 'color']","['boot', 'gateway', 'color', 'diamond']","['backup', 'cards', 'crash', 'card', 'accelerator', 'tape', 'memory', 'tower', 'driver', 'simms', 'battery']"
1933,printer quality print byte laser digital component design electronics lower higher network push sample cost,"['printer', 'quality', 'print', 'byte', 'laser', 'digital', 'component', 'design', 'electronics', 'lower', 'higher', 'network', 'push', 'sample', 'cost']",[],"['electronics', 'component', 'digital', 'lower', 'higher', 'sample', 'printer', 'design', 'push', 'laser', 'quality', 'print', 'network', 'cost', 'byte']"
1934,reference function cipher text random attack crypt muslim cryptography gregg jaeger plaintext parts ciphertext hash,"['reference', 'function', 'cipher', 'text', 'random', 'attack', 'crypt', 'muslim', 'cryptography', 'gregg', 'jaeger', 'plaintext', 'parts', 'ciphertext', 'hash']","['jaeger', 'parts', 'gregg', 'reference', 'attack', 'muslim']","['random', 'plaintext', 'crypt', 'function', 'cipher', 'text', 'ciphertext', 'cryptography', 'hash']"
1935,green powder vitamin supplement form teaspoon tablespoon nutritional grass smoothie protein outstanding calcium hemp mineral,"['green', 'powder', 'vitamin', 'supplement', 'form', 'teaspoon', 'tablespoon', 'nutritional', 'grass', 'smoothie', 'protein', 'outstanding', 'calcium', 'hemp', 'mineral']",[],"['smoothie', 'teaspoon', 'supplement', 'tablespoon', 'nutritional', 'calcium', 'powder', 'protein', 'green', 'grass', 'outstanding', 'vitamin', 'mineral', 'form', 'hemp']"
1936,disk tape memory error floppy boot swap backup install adaptec device instal running works config,"['disk', 'tape', 'memory', 'error', 'floppy', 'boot', 'swap', 'backup', 'install', 'adaptec', 'device', 'instal', 'running', 'works', 'config']",['tape'],"['disk', 'backup', 'swap', 'instal', 'works', 'error', 'config', 'adaptec', 'floppy', 'device', 'boot', 'running', 'memory', 'install']"
1937,player hockey season league goal playoff leaf penalty flyer next shot puck draft pick city,"['player', 'hockey', 'season', 'league', 'goal', 'playoff', 'leaf', 'penalty', 'flyer', 'next', 'shot', 'puck', 'draft', 'pick', 'city']","['leaf', 'city', 'hockey']","['league', 'flyer', 'player', 'playoff', 'penalty', 'puck', 'next', 'pick', 'goal', 'draft', 'shot', 'season']"
1938,land country care health drug disease money happy company patient physician insurance child gary jewish,"['land', 'country', 'care', 'health', 'drug', 'disease', 'money', 'happy', 'company', 'patient', 'physician', 'insurance', 'child', 'gary', 'jewish']","['happy', 'gary', 'money', 'child', 'jewish', 'land', 'country']","['disease', 'company', 'patient', 'insurance', 'health', 'drug', 'physician', 'care']"
1939,pet vet feed ingredient corn wellness chicken meat filler diet science liver kibble kitten switch,"['switch', 'meat', 'filler', 'science', 'diet', 'kitten', 'vet', 'corn', 'ingredient', 'chicken', 'liver', 'pet', 'feed', 'wellness', 'kibble']",['science'],"['meat', 'filler', 'switch', 'kitten', 'pet', 'wellness', 'kibble', 'vet', 'feed', 'diet', 'chicken', 'liver', 'ingredient', 'corn']"
1940,religion atheist atheism belief religious existence argument statement ence universe faith cause strong sense wrong,"['religion', 'atheist', 'atheism', 'belief', 'religious', 'existence', 'argument', 'statement', 'ence', 'universe', 'faith', 'cause', 'strong', 'sense', 'wrong']",['ence'],"['strong', 'argument', 'atheism', 'sense', 'existence', 'statement', 'atheist', 'religious', 'wrong', 'universe', 'religion', 'cause', 'belief', 'faith']"
1941,wire ground outlet circuit wiring excellent voltage risc instruction neutral panel electrical offer gfci nrhj,"['wire', 'ground', 'outlet', 'circuit', 'wiring', 'excellent', 'voltage', 'risc', 'instruction', 'neutral', 'panel', 'electrical', 'offer', 'gfci', 'nrhj']","['outlet', 'circuit', 'electrical', 'voltage', 'wiring', 'wire']","['neutral', 'panel', 'risc', 'excellent', 'nrhj', 'gfci', 'ground', 'offer', 'instruction']"
1942,organic natural real expensive syrup high artificial sweetener pleased flour leaf wheat corn chemical ingredient,"['organic', 'natural', 'real', 'expensive', 'syrup', 'high', 'artificial', 'sweetener', 'pleased', 'flour', 'leaf', 'wheat', 'corn', 'chemical', 'ingredient']","['pleased', 'expensive']","['corn', 'leaf', 'wheat', 'organic', 'syrup', 'natural', 'artificial', 'real', 'sweetener', 'ingredient', 'flour', 'chemical', 'high']"
1943,period boston pittsburgh player score detroit third chicago dave toronto louis baseball murray lemieux yankee,"['period', 'boston', 'pittsburgh', 'player', 'score', 'detroit', 'third', 'chicago', 'dave', 'toronto', 'louis', 'baseball', 'murray', 'lemieux', 'yankee']","['player', 'detroit', 'chicago', 'boston', 'third', 'toronto', 'murray', 'score', 'baseball', 'period', 'pittsburgh']","['louis', 'yankee', 'lemieux', 'dave']"
1944,feed corn gluten pet vet ingredient wellness liver chicken meat filler science diet kibble fructose,"['feed', 'corn', 'gluten', 'pet', 'vet', 'ingredient', 'wellness', 'liver', 'chicken', 'meat', 'filler', 'science', 'diet', 'kibble', 'fructose']",[],"['meat', 'filler', 'pet', 'kibble', 'wellness', 'gluten', 'science', 'feed', 'vet', 'diet', 'liver', 'chicken', 'ingredient', 'corn', 'fructose']"
1945,directory unix email comp package export user workstation graphics library distribution info hardware keyboard cview,"['directory', 'unix', 'email', 'comp', 'package', 'export', 'user', 'workstation', 'graphics', 'library', 'distribution', 'info', 'hardware', 'keyboard', 'cview']","['keyboard', 'cview', 'user', 'workstation', 'export', 'package', 'hardware', 'graphics', 'directory', 'email', 'info', 'distribution']","['unix', 'comp', 'library']"
1946,south george island secret military ship british employer jake york nuclear bony rockefeller naval plan,"['south', 'george', 'island', 'secret', 'military', 'ship', 'british', 'employer', 'jake', 'york', 'nuclear', 'bony', 'rockefeller', 'naval', 'plan']","['jake', 'employer']","['nuclear', 'military', 'naval', 'bony', 'ship', 'rockefeller', 'plan', 'secret', 'george', 'south', 'york', 'british', 'island']"
1947,packet hot cream ice machine leaf cold mild iced indiv breakfast pot cocoa pour morning,"['packet', 'hot', 'cream', 'ice', 'machine', 'leaf', 'cold', 'mild', 'iced', 'indiv', 'breakfast', 'pot', 'cocoa', 'pour', 'morning']","['packet', 'leaf', 'indiv', 'mild', 'machine']","['pot', 'pour', 'hot', 'cocoa', 'cold', 'morning', 'breakfast', 'ice', 'iced', 'cream']"
1948,woman face home wife city child left kill dead building mother live helmet apartment father,"['woman', 'face', 'home', 'wife', 'city', 'child', 'left', 'kill', 'dead', 'building', 'mother', 'live', 'helmet', 'apartment', 'father']","['woman', 'home', 'face']","['mother', 'dead', 'left', 'helmet', 'apartment', 'city', 'wife', 'building', 'kill', 'child', 'father', 'live']"
1949,card driver sound light running gateway machine crash copy mark anybody diamond latest hardware memory,"['card', 'driver', 'sound', 'light', 'running', 'gateway', 'machine', 'crash', 'copy', 'mark', 'anybody', 'diamond', 'latest', 'hardware', 'memory']",[],"['crash', 'diamond', 'latest', 'sound', 'copy', 'card', 'memory', 'light', 'hardware', 'gateway', 'running', 'machine', 'mark', 'anybody', 'driver']"
1950,chicken meat vegetable purchasing test hazelnut filler we're steak exception vegetarian completely grill breast by-product,"['chicken', 'meat', 'vegetable', 'purchasing', 'test', 'hazelnut', 'filler', ""we're"", 'steak', 'exception', 'vegetarian', 'completely', 'grill', 'breast', 'by-product']","['filler', 'exception', ""we're"", 'purchasing', 'test', 'completely']","['meat', 'hazelnut', 'grill', 'breast', 'by-product', 'vegetable', 'vegetarian', 'chicken', 'steak']"
1951,bottle shipping subscribe delivery grocery prime charge wine cost gallon kit hazelnut mio club cola,"['charge', 'gallon', 'club', 'bottle', 'wine', 'mio', 'delivery', 'hazelnut', 'cost', 'prime', 'shipping', 'grocery', 'cola', 'kit', 'subscribe']","['prime', 'mio', 'subscribe', 'club']","['kit', 'bottle', 'gallon', 'wine', 'hazelnut', 'charge', 'grocery', 'cola', 'delivery', 'cost', 'shipping']"
1952,nasa orbit earth satellite moon mission lunar shuttle spacecraft solar mars planetary flight astronomy telescope,"['nasa', 'orbit', 'earth', 'satellite', 'moon', 'mission', 'lunar', 'shuttle', 'spacecraft', 'solar', 'mars', 'planetary', 'flight', 'astronomy', 'telescope']","['mission', 'flight']","['moon', 'solar', 'orbit', 'shuttle', 'telescope', 'earth', 'satellite', 'nasa', 'planetary', 'lunar', 'spacecraft', 'mars', 'astronomy']"
1953,scsi disk controller image speed fast card mode floppy standard board interface switch transfer signal,"['scsi', 'disk', 'controller', 'image', 'speed', 'fast', 'card', 'mode', 'floppy', 'standard', 'board', 'interface', 'switch', 'transfer', 'signal']",['scsi'],"['image', 'disk', 'switch', 'transfer', 'interface', 'fast', 'card', 'board', 'floppy', 'signal', 'mode', 'standard', 'controller', 'speed']"
1954,south island secret ship jake military employer british nuclear bony rockefeller york naval plan arrest,"['south', 'island', 'secret', 'ship', 'jake', 'military', 'employer', 'british', 'nuclear', 'bony', 'rockefeller', 'york', 'naval', 'plan', 'arrest']","['jake', 'secret', 'bony', 'south', 'british', 'island']","['nuclear', 'arrest', 'military', 'naval', 'ship', 'rockefeller', 'plan', 'york', 'employer']"
1955,looking friend uiuc battery month running craig nice stick fine date notice pretty home quite,"['looking', 'friend', 'uiuc', 'battery', 'month', 'running', 'craig', 'nice', 'stick', 'fine', 'date', 'notice', 'pretty', 'home', 'quite']","['craig', 'month', 'uiuc', 'stick', 'battery']","['pretty', 'fine', 'nice', 'notice', 'quite', 'home', 'running', 'date', 'looking', 'friend']"
1956,work hour energy husband everyone minute night effect drinking felt sleep shot level boost pizza,"['work', 'hour', 'energy', 'husband', 'everyone', 'minute', 'night', 'effect', 'drinking', 'felt', 'sleep', 'shot', 'level', 'boost', 'pizza']",['pizza'],"['minute', 'sleep', 'effect', 'husband', 'felt', 'hour', 'energy', 'work', 'night', 'everyone', 'level', 'shot', 'boost', 'drinking']"
1957,hell alaska eternal liar motto main acad crazy watch able create camera nsmca death lunatic,"['hell', 'alaska', 'eternal', 'liar', 'motto', 'main', 'acad', 'crazy', 'watch', 'able', 'create', 'camera', 'nsmca', 'death', 'lunatic']",[],"['create', 'main', 'able', 'liar', 'watch', 'crazy', 'motto', 'alaska', 'lunatic', 'death', 'eternal', 'hell', 'camera', 'nsmca', 'acad']"
1958,send address email news request message internet copy usenet receive newsgroup mailing militia discussion service,"['send', 'address', 'email', 'news', 'request', 'message', 'internet', 'copy', 'usenet', 'receive', 'newsgroup', 'mailing', 'militia', 'discussion', 'service']","['newsgroup', 'address', 'militia', 'service', 'news', 'internet', 'copy', 'send', 'request', 'usenet', 'mailing', 'receive', 'email', 'message']",['discussion']
1959,cheese bread sauce chili stir garlic pizza waffle thai pan curry crust jalapeno dip whip,"['cheese', 'bread', 'sauce', 'chili', 'stir', 'garlic', 'pizza', 'waffle', 'thai', 'pan', 'curry', 'crust', 'jalapeno', 'dip', 'whip']","['dip', 'jalapeno', 'stir', 'thai']","['sauce', 'curry', 'bread', 'pizza', 'chili', 'cheese', 'garlic', 'whip', 'pan', 'waffle', 'crust']"
1960,israel israeli jewish arab policy peace research center citizen palestinian gaza east authorities jerusalem movement,"['israel', 'israeli', 'jewish', 'arab', 'policy', 'peace', 'research', 'center', 'citizen', 'palestinian', 'gaza', 'east', 'authorities', 'jerusalem', 'movement']","['center', 'research', 'policy', 'authorities', 'east', 'peace', 'movement']","['gaza', 'israeli', 'citizen', 'israel', 'arab', 'jerusalem', 'palestinian', 'jewish']"
1961,image graphics format user package unix code motif library directory tool site object server comp,"['image', 'graphics', 'format', 'user', 'package', 'unix', 'code', 'motif', 'library', 'directory', 'tool', 'site', 'object', 'server', 'comp']","['unix', 'comp', 'motif']","['image', 'user', 'server', 'library', 'package', 'object', 'graphics', 'code', 'format', 'directory', 'tool', 'site']"
1962,local grocery home half deliver ask realize shelf trip door brought picked across reorder shopping,"['local', 'grocery', 'home', 'half', 'deliver', 'ask', 'realize', 'shelf', 'trip', 'door', 'brought', 'picked', 'across', 'reorder', 'shopping']","['trip', 'half', 'shelf', 'ask', 'realize', 'across']","['brought', 'shopping', 'local', 'grocery', 'picked', 'home', 'door', 'deliver', 'reorder']"
1963,calorie low fat protein weight sodium high fiber gram diet content carbs lose substitute carb,"['calorie', 'low', 'fat', 'protein', 'weight', 'sodium', 'high', 'fiber', 'gram', 'diet', 'content', 'carbs', 'lose', 'substitute', 'carb']","['gram', 'carb', 'carbs']","['lose', 'content', 'substitute', 'low', 'fiber', 'diet', 'weight', 'calorie', 'sodium', 'fat', 'protein', 'high']"
1964,company available awesome sent care licorice search email send affordable business since premium back beyond,"['company', 'available', 'awesome', 'sent', 'care', 'licorice', 'search', 'email', 'send', 'affordable', 'business', 'since', 'premium', 'back', 'beyond']","['licorice', 'care']","['awesome', 'company', 'business', 'sent', 'send', 'since', 'back', 'affordable', 'available', 'email', 'beyond', 'premium', 'search']"
1965,sweet bar crunchy granola crunch yogurt combination raisin flake overly almond cranberry nutritious sugary tooth,"['sweet', 'bar', 'crunchy', 'granola', 'crunch', 'yogurt', 'combination', 'raisin', 'flake', 'overly', 'almond', 'cranberry', 'nutritious', 'sugary', 'tooth']","['raisin', 'combination', 'tooth', 'overly']","['sugary', 'bar', 'flake', 'granola', 'nutritious', 'crunch', 'sweet', 'yogurt', 'crunchy', 'cranberry', 'almond']"
1966,nasa earth orbit mission launch satellite moon shuttle lunar rocket flight spacecraft probe mars solar,"['nasa', 'earth', 'orbit', 'mission', 'launch', 'satellite', 'moon', 'shuttle', 'lunar', 'rocket', 'flight', 'spacecraft', 'probe', 'mars', 'solar']","['moon', 'probe', 'orbit', 'shuttle', 'solar', 'earth', 'satellite', 'nasa', 'mission', 'rocket', 'flight', 'launch', 'lunar', 'spacecraft', 'mars']",[]
1967,roast com www http href keurig bold pod k-cup k-cups grey brewer earl blend gelatin,"['roast', 'com', 'www', 'http', 'href', 'keurig', 'bold', 'pod', 'k-cup', 'k-cups', 'grey', 'brewer', 'earl', 'blend', 'gelatin']","['href', 'gelatin', 'com', 'http', 'www']","['pod', 'blend', 'grey', 'earl', 'bold', 'keurig', 'k-cup', 'k-cups', 'brewer', 'roast']"
1968,quality chicken meat vegetable hazelnut purchasing tuna turkey hooked pricey steak thick we're grill base,"['quality', 'chicken', 'meat', 'vegetable', 'hazelnut', 'purchasing', 'tuna', 'turkey', 'hooked', 'pricey', 'steak', 'thick', ""we're"", 'grill', 'base']","[""we're""]","['meat', 'hazelnut', 'thick', 'hooked', 'grill', 'vegetable', 'pricey', 'chicken', 'quality', 'base', 'turkey', 'steak', 'tuna', 'purchasing']"
1969,religion belief atheist faith atheism existence christianity religious ence cannot argument universe statement nature follow,"['religion', 'belief', 'atheist', 'faith', 'atheism', 'existence', 'christianity', 'religious', 'ence', 'cannot', 'argument', 'universe', 'statement', 'nature', 'follow']","['statement', 'cannot']","['christianity', 'argument', 'atheism', 'existence', 'atheist', 'nature', 'religious', 'universe', 'ence', 'religion', 'follow', 'belief', 'faith']"
1970,entry launch rule build commercial european market satellite remark contest output size contract canadian development,"['entry', 'launch', 'rule', 'build', 'commercial', 'european', 'market', 'satellite', 'remark', 'contest', 'output', 'size', 'contract', 'canadian', 'development']",[],"['size', 'satellite', 'remark', 'canadian', 'contest', 'development', 'output', 'contract', 'rule', 'launch', 'build', 'european', 'commercial', 'market', 'entry']"
1971,star fruit pretty juice orange gift soda mind instant espresso raspberry five decent especially substitute,"['star', 'fruit', 'pretty', 'juice', 'orange', 'gift', 'soda', 'mind', 'instant', 'espresso', 'raspberry', 'five', 'decent', 'especially', 'substitute']","['substitute', 'especially', 'five', 'instant', 'espresso', 'decent']","['raspberry', 'pretty', 'gift', 'soda', 'orange', 'fruit', 'star', 'juice', 'mind']"
1972,israel israeli kill arab country innocent murder peace civilian palestinian soldier gaza citizen human trial,"['israel', 'israeli', 'kill', 'arab', 'country', 'innocent', 'murder', 'peace', 'civilian', 'palestinian', 'soldier', 'gaza', 'citizen', 'human', 'trial']","['gaza', 'israeli', 'trial', 'citizen', 'israel', 'arab', 'palestinian', 'country']","['human', 'soldier', 'peace', 'civilian', 'murder', 'kill', 'innocent']"
1973,butter peanut apple orange jelly grape choke aware poor fact formula belly watch risk large,"['butter', 'peanut', 'apple', 'orange', 'jelly', 'grape', 'choke', 'aware', 'poor', 'fact', 'formula', 'belly', 'watch', 'risk', 'large']",[],"['risk', 'fact', 'orange', 'watch', 'belly', 'peanut', 'poor', 'grape', 'large', 'butter', 'aware', 'jelly', 'formula', 'apple', 'choke']"
1974,bar cereal butter peanut nut almond granola yogurt oat raisin quaker cashew flax walnut bran,"['bar', 'cereal', 'butter', 'peanut', 'nut', 'almond', 'granola', 'yogurt', 'oat', 'raisin', 'quaker', 'cashew', 'flax', 'walnut', 'bran']",['flax'],"['raisin', 'cashew', 'walnut', 'bar', 'cereal', 'granola', 'peanut', 'bran', 'butter', 'oat', 'yogurt', 'nut', 'quaker', 'almond']"
1975,weapon firearm auto semi safety police revolver self house handgun child action live citizen bill,"['weapon', 'firearm', 'auto', 'semi', 'safety', 'police', 'revolver', 'self', 'house', 'handgun', 'child', 'action', 'live', 'citizen', 'bill']","['bill', 'child', 'self', 'house']","['action', 'firearm', 'handgun', 'citizen', 'semi', 'live', 'weapon', 'police', 'auto', 'safety', 'revolver']"
1976,snack chip healthy tasty family they're cheese potato apple alternative lunch salty crave satisfy enjoy,"['snack', 'chip', 'healthy', 'tasty', 'family', ""they're"", 'cheese', 'potato', 'apple', 'alternative', 'lunch', 'salty', 'crave', 'satisfy', 'enjoy']","['alternative', ""they're"", 'family']","['salty', 'healthy', 'chip', 'cheese', 'enjoy', 'tasty', 'apple', 'crave', 'satisfy', 'snack', 'potato', 'lunch']"
1977,crime criminal kill death self public murder commit defense knife child cause indiv firearm situation,"['crime', 'criminal', 'kill', 'death', 'self', 'public', 'murder', 'commit', 'defense', 'knife', 'child', 'cause', 'indiv', 'firearm', 'situation']","['situation', 'indiv']","['criminal', 'firearm', 'self', 'public', 'commit', 'death', 'knife', 'murder', 'kill', 'child', 'cause', 'crime', 'defense']"
1978,texture actually cut wheat pasta version search miss office oat biscuit seriously cook minute winner,"['texture', 'actually', 'cut', 'wheat', 'pasta', 'version', 'search', 'miss', 'office', 'oat', 'biscuit', 'seriously', 'cook', 'minute', 'winner']",[],"['version', 'minute', 'wheat', 'miss', 'seriously', 'cook', 'winner', 'actually', 'cut', 'pasta', 'biscuit', 'office', 'texture', 'oat', 'search']"
1979,reference cipher random crypt cryptography attack function security gregg plaintext jaeger public ciphertext encryption algorithm,"['reference', 'cipher', 'random', 'crypt', 'cryptography', 'attack', 'function', 'security', 'gregg', 'plaintext', 'jaeger', 'public', 'ciphertext', 'encryption', 'algorithm']","['function', 'random', 'gregg']","['algorithm', 'encryption', 'jaeger', 'reference', 'plaintext', 'public', 'crypt', 'attack', 'cipher', 'ciphertext', 'cryptography', 'security']"
1980,pres homosexual administration cramer working clinton house russian official community secretary sandvik sexual clayton press,"['pres', 'homosexual', 'administration', 'cramer', 'working', 'clinton', 'house', 'russian', 'official', 'community', 'secretary', 'sandvik', 'sexual', 'clayton', 'press']","['working', 'homosexual', 'cramer', 'russian']","['official', 'clinton', 'pres', 'sandvik', 'administration', 'clayton', 'secretary', 'community', 'house', 'sexual', 'press']"
1981,sweet bar milk cereal texture yummy kind cinnamon granola strawberry chewy soft whole crunch blueberry,"['yummy', 'strawberry', 'cinnamon', 'milk', 'blueberry', 'soft', 'bar', 'cereal', 'crunch', 'kind', 'texture', 'sweet', 'chewy', 'granola', 'whole']",['kind'],"['bar', 'cereal', 'milk', 'strawberry', 'granola', 'blueberry', 'cinnamon', 'crunch', 'sweet', 'whole', 'texture', 'soft', 'yummy', 'chewy']"
1982,firearm weapon auto police safety semi handgun revolver self license house bill rifle dangerous action,"['firearm', 'weapon', 'auto', 'police', 'safety', 'semi', 'handgun', 'revolver', 'self', 'license', 'house', 'bill', 'rifle', 'dangerous', 'action']","['dangerous', 'firearm', 'bill', 'self', 'handgun', 'house', 'weapon', 'police', 'license', 'auto', 'safety', 'revolver']","['action', 'semi', 'rifle']"
1983,church bible christ faith catholic matthew lord scripture father word spirit holy heaven interpretation teach,"['church', 'bible', 'christ', 'faith', 'catholic', 'matthew', 'lord', 'scripture', 'father', 'word', 'spirit', 'holy', 'heaven', 'interpretation', 'teach']","['matthew', 'word', 'teach', 'father', 'interpretation']","['holy', 'catholic', 'heaven', 'christ', 'scripture', 'lord', 'spirit', 'bible', 'church', 'faith']"
1984,hair clear end felt thick wash scent heard job shampoo conditioner opening manufacturer oily major,"['hair', 'clear', 'end', 'felt', 'thick', 'wash', 'scent', 'heard', 'job', 'shampoo', 'conditioner', 'opening', 'manufacturer', 'oily', 'major']","['scent', 'major', 'clear', 'thick', 'end', 'wash', 'felt', 'job', 'opening', 'heard', 'manufacturer']","['hair', 'shampoo', 'oily', 'conditioner']"
1985,ohio homosexual ford homosexuality sensor proof times poster friend boeing wife oxygen magnus joseph family,"['ohio', 'homosexual', 'ford', 'homosexuality', 'sensor', 'proof', 'times', 'poster', 'friend', 'boeing', 'wife', 'oxygen', 'magnus', 'joseph', 'family']",['magnus'],"['times', 'homosexuality', 'family', 'ohio', 'poster', 'ford', 'joseph', 'sensor', 'wife', 'proof', 'boeing', 'oxygen', 'homosexual', 'friend']"
1986,bottle usually sale glass lemon delivery offer mint broken peach forward plastic half iced mio,"['bottle', 'usually', 'sale', 'glass', 'lemon', 'delivery', 'offer', 'mint', 'broken', 'peach', 'forward', 'plastic', 'half', 'iced', 'mio']","['mio', 'broken']","['mint', 'bottle', 'forward', 'usually', 'peach', 'half', 'sale', 'plastic', 'delivery', 'offer', 'lemon', 'iced', 'glass']"
1987,year two every size old last month start long week keep several baby three friend,"['year', 'two', 'every', 'size', 'old', 'last', 'month', 'start', 'long', 'week', 'keep', 'several', 'baby', 'three', 'friend']",['friend'],"['month', 'size', 'every', 'year', 'several', 'week', 'two', 'keep', 'long', 'old', 'baby', 'start', 'three', 'last']"
1988,chicken meat vegetable purchasing test hazelnut filler we're steak vegetarian by-product exception ingredient grill supplier,"['chicken', 'meat', 'vegetable', 'purchasing', 'test', 'hazelnut', 'filler', ""we're"", 'steak', 'vegetarian', 'by-product', 'exception', 'ingredient', 'grill', 'supplier']","[""we're"", 'test', 'exception']","['meat', 'hazelnut', 'filler', 'grill', 'by-product', 'vegetable', 'vegetarian', 'supplier', 'chicken', 'ingredient', 'steak', 'purchasing']"
1989,country nation iran political europe house bosnia majority hallam minority civil revolution democratic federal social,"['country', 'nation', 'iran', 'political', 'europe', 'house', 'bosnia', 'majority', 'hallam', 'minority', 'civil', 'revolution', 'democratic', 'federal', 'social']","['hallam', 'house']","['social', 'majority', 'democratic', 'nation', 'political', 'europe', 'minority', 'bosnia', 'federal', 'revolution', 'civil', 'country', 'iran']"
1990,israel pres israeli encryption arab country clipper security chip attack policy administration public secret secure,"['israel', 'pres', 'israeli', 'encryption', 'arab', 'country', 'clipper', 'security', 'chip', 'attack', 'policy', 'administration', 'public', 'secret', 'secure']",[],"['israeli', 'security', 'pres', 'secure', 'chip', 'administration', 'israel', 'arab', 'clipper', 'attack', 'policy', 'public', 'secret', 'encryption', 'country']"
1991,mouse movie informatik typing keyboard move sean hamburg break injury bontchev quicktime motion vesselin supposedly,"['mouse', 'movie', 'informatik', 'typing', 'keyboard', 'move', 'sean', 'hamburg', 'break', 'injury', 'bontchev', 'quicktime', 'motion', 'vesselin', 'supposedly']",[],"['keyboard', 'break', 'move', 'vesselin', 'supposedly', 'movie', 'sean', 'bontchev', 'hamburg', 'quicktime', 'motion', 'injury', 'typing', 'mouse', 'informatik']"
1992,driver card sound cards mode utexas light diamond machine gateway accelerator latest running austin crash,"['driver', 'card', 'sound', 'cards', 'mode', 'utexas', 'light', 'diamond', 'machine', 'gateway', 'accelerator', 'latest', 'running', 'austin', 'crash']","['austin', 'light', 'diamond', 'utexas']","['cards', 'crash', 'latest', 'sound', 'card', 'accelerator', 'gateway', 'machine', 'running', 'mode', 'driver']"
